Habit,Taxa1,Taxa2,C1,C2,C3,C4,pC1,pC2,pC3,pC4,sig
Aquatic,Nerodia_harteri,Xenochrophis_cerasogaster,0.535294908,3.152979374,0.163249496,0.007392268,0,0,0.01980198,0,TRUE
Aquatic,Nerodia_harteri,Xenochrophis_trianguligerus_1,0.320463923,2.153633568,0.096944363,0.005049268,0.03960396,0.01980198,0.099009901,0.069306931,TRUE
Aquatic,Nerodia_harteri,Xenochrophis_trianguligerus_2,0.283879295,1.672098028,0.080094278,0.003920291,0.079207921,0.04950495,0.118811881,0.079207921,TRUE
Aquatic,Nerodia_harteri,Xenochrophis_vittatus,0.524710163,3.288343586,0.153022173,0.007709634,0,0,0.01980198,0.00990099,TRUE
Aquatic,Nerodia_rhombifer,Paratapinophis_praemaxillaris,0.254718263,1.099402984,0.079084192,0.006055135,0.04950495,0.03960396,0.128712871,0.148514851,TRUE
Aquatic,Nerodia_rhombifer,Trimerodytes_annularis,0.263421352,0.981609248,0.066604982,0.005406367,0.02970297,0.069306931,0.128712871,0.168316832,TRUE
Aquatic,Nerodia_sipedon,Trimerodytes_annularis,0.480981458,1.692963784,0.120462458,0.009324265,0.00990099,0.03960396,0.059405941,0.099009901,TRUE
Aquatic,Nerodia_taxispilota,Paratapinophis_praemaxillaris,0.304607362,1.314731968,0.096509492,0.007241093,0.01980198,0.04950495,0.148514851,0.158415842,TRUE
Aquatic,Regina_septemvittata,Trimerodytes_aequifasciata,0.369518192,1.524159614,0.133199357,0.008394549,0.01980198,0.04950495,0.069306931,0.158415842,TRUE
Aquatic,Regina_septemvittata,Trimerodytes_percarinata,0.297500718,1.262938301,0.09691813,0.006955832,0.04950495,0.069306931,0.138613861,0.148514851,TRUE
Aquatic,Regina_septemvittata,Xenochrophis_trianguligerus_2,0.342582392,1.329362043,0.093424153,0.003116735,0.04950495,0.099009901,0.108910891,0.178217822,TRUE
Aquatic,Thamnophis_couchii,Thamnophis_rufipunctatus,0.304736672,2.185406244,0.236835832,0.039291707,0.02970297,0,0,0,TRUE
Aquatic,Thamnophis_couchii,Thamnophis_sumichrasti,0.522885814,4.043457728,0.355189687,0.07269786,0,0,0,0,TRUE
Aquatic,Thamnophis_couchii,Thamnophis_validus,0.293970656,2.043907578,0.203128028,0.036747684,0.02970297,0,0.00990099,0.00990099,TRUE
Aquatic,Thamnophis_couchii,Trimerodytes_aequifasciata,0.543124781,3.581108428,0.212355451,0.019723518,0,0,0,0,TRUE
Aquatic,Thamnophis_couchii,Trimerodytes_annularis,0.502018739,3.310074587,0.193832308,0.018230757,0.00990099,0,0,0.00990099,TRUE
Aquatic,Thamnophis_couchii,Trimerodytes_percarinata,0.68451714,5.197778647,0.281691393,0.028627584,0,0,0,0,TRUE
Aquatic,Thamnophis_couchii,Xenochrophis_trianguligerus_1,0.555860112,4.028620024,0.19194053,0.009445237,0,0,0.00990099,0,TRUE
Aquatic,Thamnophis_couchii,Xenochrophis_trianguligerus_2,0.70420959,5.2127646,0.265275647,0.012221505,0,0,0,0,TRUE
Aquatic,Thamnophis_couchii,Xenochrophis_vittatus,0.551334134,4.183690309,0.206468682,0.009808805,0.00990099,0,0.00990099,0,TRUE
Aquatic,Thamnophis_sumichrasti,Trimerodytes_aequifasciata,0.509635194,2.252099227,0.166047348,0.012403791,0,0.00990099,0.01980198,0.059405941,TRUE
Aquatic,Thamnophis_sumichrasti,Trimerodytes_annularis,0.372864851,1.647705364,0.119604786,0.009074997,0.01980198,0.00990099,0.02970297,0.089108911,TRUE
Aquatic,Thamnophis_sumichrasti,Trimerodytes_percarinata,0.312146837,1.413959534,0.093322776,0.007787605,0.04950495,0.04950495,0.148514851,0.168316832,TRUE
Aquatic,Thamnophis_sumichrasti,Xenochrophis_trianguligerus_1,0.419136755,2.083643033,0.117798843,0.004885172,0.01980198,0.01980198,0.04950495,0.04950495,TRUE
Aquatic,Thamnophis_sumichrasti,Xenochrophis_trianguligerus_2,0.401063343,1.606465542,0.098257069,0.003766413,0.01980198,0.04950495,0.099009901,0.108910891,TRUE
Aquatic,Thamnophis_sumichrasti,Xenochrophis_vittatus,0.59860003,2.456475066,0.144819498,0.00575929,0,0.00990099,0.03960396,0.069306931,TRUE
Aquatic,Trimerodytes_aequifasciata,Xenochrophis_trianguligerus_1,0.463943957,2.147461952,0.141719702,0.005034798,0.00990099,0.00990099,0.03960396,0.04950495,TRUE
Aquatic,Trimerodytes_aequifasciata,Xenochrophis_trianguligerus_2,0.518249564,1.743218643,0.126188927,0.004087036,0,0.02970297,0.089108911,0.158415842,TRUE
Aquatic,Trimerodytes_aequifasciata,Xenochrophis_vittatus,0.430546415,1.688868333,0.117062545,0.00395961,0,0.01980198,0.089108911,0.118811881,TRUE
Aquatic,Trimerodytes_annularis,Xenochrophis_trianguligerus_1,0.419796705,1.845543781,0.1201046,0.004326941,0.00990099,0.01980198,0.059405941,0.079207921,TRUE
Aquatic,Trimerodytes_annularis,Xenochrophis_trianguligerus_2,0.334219936,1.124204369,0.080142259,0.002635736,0.03960396,0.099009901,0.168316832,0.217821782,TRUE
Aquatic,Trimerodytes_percarinata,Xenochrophis_trianguligerus_1,0.636999535,2.800428195,0.167277944,0.0065657,0,0,0.00990099,0.01980198,TRUE
Aquatic,Trimerodytes_percarinata,Xenochrophis_trianguligerus_2,0.676725938,2.708950935,0.175875743,0.006351228,0,0,0,0,TRUE
Aquatic,Trimerodytes_percarinata,Xenochrophis_vittatus,0.311462454,1.276711503,0.079718011,0.002993294,0.03960396,0.059405941,0.128712871,0.148514851,TRUE
Aquatic,Xenochrophis_trianguligerus_1,Xenochrophis_vittatus,0.40492797,1.907602805,0.208671094,0.227118945,0,0,0,0,TRUE
Aquatic,Xenochrophis_trianguligerus_2,Xenochrophis_vittatus,0.381228685,1.392437813,0.17844571,0.165783467,0,0,0,0,TRUE
Aquatic Burrowing,Opisthotropis_andersonii_1,Rhabdops_olivaceous,0.465089427,3.525779163,0.172359566,0.00826631,0,0,0.02970297,0,TRUE
Aquatic Burrowing,Opisthotropis_jacobi,Rhabdops_olivaceous,0.393824079,2.36975077,0.124469156,0.005555962,0.00990099,0,0.069306931,0.02970297,TRUE
Aquatic Burrowing,Opisthotropis_lateralis_1,Rhabdops_aquaticus,0.228786653,1.71531871,0.087025467,0.004021623,0.108910891,0.00990099,0.158415842,0.089108911,TRUE
Aquatic Burrowing,Opisthotropis_lateralis_1,Rhabdops_olivaceous,0.487091286,3.94761181,0.197873874,0.009255311,0,0,0,0,TRUE
Aquatic Burrowing,Opisthotropis_latouchii,Rhabdops_aquaticus,0.249640306,1.743343723,0.088286866,0.004087329,0.02970297,0.00990099,0.118811881,0.04950495,TRUE
Aquatic Burrowing,Opisthotropis_latouchii,Rhabdops_olivaceous,0.515914758,3.602850721,0.180269098,0.008447007,0,0,0,0,TRUE
Aquatic Burrowing,Smithophis_atemporalis,Rhabdops_olivaceous,0.370010882,2.544568256,0.111761315,0.005965827,0.00990099,0,0.079207921,0.01980198,TRUE
Aquatic Burrowing,Smithophis_bicolor,Rhabdops_aquaticus,0.507584155,3.172558275,0.138622448,0.007438171,0,0,0.03960396,0,TRUE
Aquatic Burrowing,Smithophis_bicolor,Rhabdops_olivaceous,0.53665745,3.791091334,0.163932503,0.008888343,0,0,0.02970297,0.00990099,TRUE
Aquatic Burrowing,Smithophis_linearis,Rhabdops_aquaticus,0.485737263,2.608651512,0.132441127,0.006116073,0,0,0.02970297,0.00990099,TRUE
Aquatic Burrowing,Smithophis_linearis,Rhabdops_olivaceous,0.440979353,2.642494623,0.132546946,0.006195419,0,0,0.03960396,0.01980198,TRUE
Aquatic Burrowing,Smithophis_sp,Rhabdops_olivaceous,0.291540852,2.05952232,0.083866255,0.004828621,0.04950495,0,0.158415842,0.02970297,TRUE
Aquatic Burrowing,Trimerodytes_balteata,Rhabdops_olivaceous,0.31251137,1.83969068,0.110053885,0.004313218,0.02970297,0.01980198,0.059405941,0.03960396,TRUE
Burrowing,Adelophis_foxi,Trachischium_fuscum,0.329699603,2.192358614,0.108711651,0.00514006,0.069306931,0.02970297,0.108910891,0.04950495,TRUE
Burrowing,Adelophis_foxi,Trachischium_guentheri,0.299378354,1.815637049,0.088083262,0.004256823,0.069306931,0.01980198,0.178217822,0.108910891,TRUE
Burrowing,Adelophis_foxi,Trachischium_laeve,0.347499548,2.572129074,0.126866367,0.006030445,0.02970297,0,0.069306931,0.01980198,TRUE
Burrowing,Adelophis_foxi,Trachischium_monticola_1,0.535385143,3.911758869,0.17779983,0.009171253,0.01980198,0,0.00990099,0.00990099,TRUE
Burrowing,Adelophis_foxi,Trachischium_tenuiceps,0.343121914,1.701850446,0.097869082,0.003990047,0.01980198,0.02970297,0.108910891,0.089108911,TRUE
Burrowing,Aspidura_brachyorrhos,Adelophis_foxi,0.400235201,4.556422228,0.153546115,0.021723939,0.02970297,0,0.01980198,0,TRUE
Burrowing,Aspidura_brachyorrhos,Blythia_reticulata,0.730879998,8.305347889,0.287152998,0.019472172,0,0,0,0,TRUE
Burrowing,Aspidura_brachyorrhos,Haldea_striatula,0.630444543,7.451715698,0.271784851,0.03552801,0,0,0,0,TRUE
Burrowing,Aspidura_brachyorrhos,Storeria_dekayi,0.228475372,3.198327151,0.096067437,0.015248864,0.158415842,0,0.198019802,0.01980198,TRUE
Burrowing,Aspidura_brachyorrhos,Storeria_hidalgoensis,0.174652176,2.256952581,0.076528152,0.010760614,0.198019802,0.00990099,0.227722772,0.04950495,TRUE
Burrowing,Aspidura_brachyorrhos,Storeria_occipitomaculata,0.198251095,2.659904304,0.08381799,0.012681792,0.148514851,0,0.168316832,0.02970297,TRUE
Burrowing,Aspidura_brachyorrhos,Storeria_storerioides,0.190631909,2.463451575,0.077014906,0.011745152,0.138613861,0,0.178217822,0.02970297,TRUE
Burrowing,Aspidura_brachyorrhos,Trachischium_fuscum,0.702435696,7.982121333,0.25150804,0.018714357,0,0,0,0,TRUE
Burrowing,Aspidura_brachyorrhos,Trachischium_guentheri,0.701412577,7.970495132,0.247661291,0.018687099,0,0,0,0,TRUE
Burrowing,Aspidura_brachyorrhos,Trachischium_laeve,0.39452732,4.483207435,0.140783784,0.010511033,0,0,0,0,TRUE
Burrowing,Aspidura_brachyorrhos,Trachischium_monticola_1,0.637798675,7.257202441,0.216173292,0.017014759,0,0,0,0,TRUE
Burrowing,Aspidura_brachyorrhos,Trachischium_tenuiceps,0.500062542,5.682455923,0.196221722,0.013322712,0.00990099,0,0.00990099,0,TRUE
Burrowing,Aspidura_brachyorrhos,Tropidoclonion_lineatum,0.431332972,4.958258431,0.182297846,0.023639798,0,0,0,0,TRUE
Burrowing,Aspidura_brachyorrhos,Virginia_valeriae_1,0.460563386,5.233607641,0.191827523,0.024952598,0.01980198,0,0.02970297,0,TRUE
Burrowing,Aspidura_ceylonensis,Adelophis_foxi,0.380702529,2.971292104,0.136206811,0.014166415,0.00990099,0,0.03960396,0.00990099,TRUE
Burrowing,Aspidura_ceylonensis,Blythia_reticulata,0.687395483,5.173271882,0.245609201,0.012128913,0,0,0.00990099,0,TRUE
Burrowing,Aspidura_ceylonensis,Haldea_striatula,0.637930529,5.198139337,0.265785525,0.024783493,0,0,0.00990099,0.00990099,TRUE
Burrowing,Aspidura_ceylonensis,Storeria_dekayi,0.167862263,1.755125094,0.069011202,0.008368019,0.099009901,0.02970297,0.128712871,0.059405941,TRUE
Burrowing,Aspidura_ceylonensis,Trachischium_fuscum,0.705122084,5.306680564,0.222250835,0.012441694,0,0,0,0,TRUE
Burrowing,Aspidura_ceylonensis,Trachischium_guentheri,0.761751271,5.732866344,0.235697401,0.013440901,0,0,0.00990099,0,TRUE
Burrowing,Aspidura_ceylonensis,Trachischium_laeve,0.244497653,1.895843659,0.079044287,0.00444487,0.059405941,0,0.138613861,0.03960396,TRUE
Burrowing,Aspidura_ceylonensis,Trachischium_monticola_1,0.638640131,5.10061013,0.198381084,0.011958555,0,0,0.00990099,0,TRUE
Burrowing,Aspidura_ceylonensis,Trachischium_tenuiceps,0.470206883,3.538731495,0.167717893,0.008296677,0.00990099,0,0.01980198,0.00990099,TRUE
Burrowing,Aspidura_ceylonensis,Tropidoclonion_lineatum,0.427600814,3.329360952,0.172161311,0.015873602,0.00990099,0,0.01980198,0.01980198,TRUE
Burrowing,Aspidura_ceylonensis,Virginia_valeriae_1,0.376331357,2.832233368,0.145819827,0.013503416,0,0,0.01980198,0.01980198,TRUE
Burrowing,Aspidura_copei,Blythia_reticulata,0.37670032,4.363707508,0.148574926,0.010230862,0.03960396,0,0.04950495,0,TRUE
Burrowing,Aspidura_copei,Haldea_striatula,0.291801266,3.509764377,0.125955827,0.016733723,0.059405941,0,0.059405941,0.00990099,TRUE
Burrowing,Aspidura_copei,Trachischium_fuscum,0.346751224,4.016776311,0.124805135,0.009417469,0.02970297,0,0.059405941,0,TRUE
Burrowing,Aspidura_copei,Trachischium_guentheri,0.337354719,3.907926922,0.119763419,0.009162268,0.03960396,0,0.04950495,0,TRUE
Burrowing,Aspidura_copei,Trachischium_monticola_1,0.25606203,2.966230034,0.087194444,0.006954428,0.108910891,0,0.168316832,0,TRUE
Burrowing,Aspidura_copei,Virginia_valeriae_1,0.167583137,1.941287952,0.070006215,0.0092556,0.079207921,0.01980198,0.138613861,0.04950495,TRUE
Burrowing,Aspidura_drummondhayi,Blythia_reticulata,0.271806662,3.367760376,0.112446599,0.007895829,0.04950495,0,0.099009901,0,TRUE
Burrowing,Aspidura_drummondhayi,Haldea_striatula,0.179453419,2.223477931,0.078169023,0.010601014,0.237623762,0,0.267326733,0.099009901,TRUE
Burrowing,Aspidura_drummondhayi,Trachischium_fuscum,0.24971504,3.094039013,0.094434592,0.00725408,0.069306931,0,0.099009901,0,TRUE
Burrowing,Aspidura_drummondhayi,Trachischium_guentheri,0.225290952,2.791417744,0.084053945,0.006544574,0.138613861,0.00990099,0.188118812,0.01980198,TRUE
Burrowing,Aspidura_drummondhayi,Trachischium_monticola_1,0.172026321,2.131454111,0.061606255,0.004997267,0.138613861,0,0.168316832,0.01980198,TRUE
Burrowing,Aspidura_guentheri,Adelophis_foxi,0.17350515,2.048967351,0.067517534,0.009768989,0.188118812,0.00990099,0.207920792,0.099009901,TRUE
Burrowing,Aspidura_guentheri,Blythia_reticulata,0.455295724,5.376705373,0.181672168,0.01260587,0,0,0.00990099,0,TRUE
Burrowing,Aspidura_guentheri,Haldea_striatula,0.402629956,4.842803797,0.172401456,0.023089338,0.01980198,0,0.01980198,0.00990099,TRUE
Burrowing,Aspidura_guentheri,Trachischium_fuscum,0.47597598,5.620923875,0.173433843,0.013178448,0,0,0.00990099,0,TRUE
Burrowing,Aspidura_guentheri,Trachischium_guentheri,0.451109551,5.327269765,0.162141817,0.012489966,0.02970297,0,0.02970297,0,TRUE
Burrowing,Aspidura_guentheri,Trachischium_laeve,0.200072197,2.362704503,0.072660144,0.005539442,0.168316832,0,0.217821782,0.02970297,TRUE
Burrowing,Aspidura_guentheri,Trachischium_monticola_1,0.419789058,4.957397937,0.144767763,0.011622789,0.02970297,0,0.069306931,0,TRUE
Burrowing,Aspidura_guentheri,Trachischium_tenuiceps,0.28196224,3.329765273,0.11237084,0.007806749,0.04950495,0,0.079207921,0,TRUE
Burrowing,Aspidura_guentheri,Tropidoclonion_lineatum,0.223963054,2.644837828,0.09489488,0.012609958,0.069306931,0.00990099,0.108910891,0.02970297,TRUE
Burrowing,Aspidura_guentheri,Virginia_valeriae_1,0.314282256,3.711440732,0.132762674,0.017695268,0.04950495,0,0.03960396,0.00990099,TRUE
Burrowing,Aspidura_trachyprocta,Blythia_reticulata,0.275736687,1.880714549,0.095887421,0.0044094,0.04950495,0.01980198,0.118811881,0.03960396,TRUE
Burrowing,Aspidura_trachyprocta,Haldea_striatula,0.17771462,1.324374963,0.073135935,0.006314305,0.108910891,0.04950495,0.178217822,0.138613861,TRUE
Burrowing,Aspidura_trachyprocta,Trachischium_fuscum,0.268045338,1.828254243,0.081517527,0.004286405,0.069306931,0.01980198,0.207920792,0.04950495,TRUE
Burrowing,Aspidura_trachyprocta,Trachischium_guentheri,0.231737608,1.602100089,0.070040991,0.003756178,0.059405941,0.01980198,0.148514851,0.069306931,TRUE
Burrowing,Aspidura_trachyprocta,Trachischium_monticola_1,0.1862818,1.385473744,0.05710485,0.003248291,0.108910891,0,0.198019802,0.059405941,TRUE
Burrowing,Haldea_striatula,Blythia_reticulata,0.354972253,2.062104981,0.136600809,0.004834676,0.03960396,0.01980198,0.069306931,0.059405941,TRUE
Burrowing,Haldea_striatula,Trachischium_fuscum,0.590389471,3.912190968,0.21843839,0.009172266,0,0,0,0,TRUE
Burrowing,Haldea_striatula,Trachischium_guentheri,0.517435127,3.286473796,0.179042608,0.00770525,0,0,0.01980198,0.00990099,TRUE
Burrowing,Haldea_striatula,Trachischium_monticola_1,0.720637185,4.844118063,0.245346364,0.011357201,0,0,0,0,TRUE
Burrowing,Haldea_striatula,Trachischium_tenuiceps,0.327256347,1.62315882,0.107265691,0.003805551,0.01980198,0.02970297,0.108910891,0.099009901,TRUE
Burrowing,Haldea_striatula,Virginia_valeriae_1,0.384511996,1.623752571,0.255449076,0.176078264,0,0,0,0.00990099,TRUE
Burrowing,Storeria_dekayi,Trachischium_laeve,0.20475693,1.751637364,0.073314127,0.004106774,0.138613861,0.01980198,0.148514851,0.089108911,TRUE
Burrowing,Storeria_dekayi,Trachischium_monticola_1,0.206092941,1.926163987,0.075185514,0.004515957,0.138613861,0.02970297,0.188118812,0.059405941,TRUE
Burrowing,Trachischium_susantai,Adelophis_foxi,0.580694055,3.141331649,0.153880703,0.00736496,0,0.00990099,0.01980198,0.00990099,TRUE
Burrowing,Trachischium_susantai,Aspidura_brachyorrhos,0.507537456,5.767397038,0.180319161,0.01352186,0,0,0,0,TRUE
Burrowing,Trachischium_susantai,Aspidura_ceylonensis,0.539781253,4.062341467,0.168391898,0.009524299,0,0,0.02970297,0,TRUE
Burrowing,Trachischium_susantai,Aspidura_copei,0.163074573,1.889060621,0.058247309,0.004428967,0.089108911,0.00990099,0.178217822,0.03960396,TRUE
Burrowing,Trachischium_susantai,Aspidura_guentheri,0.247089732,2.917946777,0.089351468,0.006841226,0.138613861,0,0.188118812,0.01980198,TRUE
Burrowing,Trachischium_susantai,Haldea_striatula,0.517675393,2.934151708,0.161597552,0.006879219,0,0,0.00990099,0,TRUE
Burrowing,Trachischium_susantai,Storeria_dekayi,0.279492593,2.356844805,0.098071209,0.005525703,0.04950495,0,0.108910891,0,TRUE
Burrowing,Trachischium_susantai,Tropidoclonion_lineatum,0.469174107,2.706198614,0.150862994,0.006344775,0,0,0.01980198,0.01980198,TRUE
Burrowing,Trachischium_susantai,Virginia_valeriae_1,0.306374768,1.683282208,0.093399781,0.003946513,0.059405941,0.03960396,0.118811881,0.118811881,TRUE
Burrowing,Tropidoclonion_lineatum,Adelophis_foxi,0.367021092,1.203013346,0.150070225,0.012957334,0.03960396,0.00990099,0.079207921,0.099009901,TRUE
Burrowing,Tropidoclonion_lineatum,Trachischium_fuscum,0.367533472,2.332135098,0.13182771,0.005467771,0.01980198,0,0.03960396,0.03960396,TRUE
Burrowing,Tropidoclonion_lineatum,Trachischium_guentheri,0.347866834,2.107100832,0.116178293,0.00494017,0,0,0.01980198,0.01980198,TRUE
Burrowing,Tropidoclonion_lineatum,Trachischium_monticola_1,0.511713531,3.43973474,0.176171117,0.008064576,0.01980198,0,0.02970297,0.02970297,TRUE
Burrowing,Virginia_valeriae_1,Adelophis_foxi,0.29151324,1.273156968,0.124558989,0.010643406,0.03960396,0.00990099,0.069306931,0.079207921,TRUE
Burrowing,Virginia_valeriae_1,Trachischium_guentheri,0.309435796,1.820161636,0.099893616,0.004267431,0.089108911,0.02970297,0.158415842,0.138613861,TRUE
Burrowing,Virginia_valeriae_1,Trachischium_monticola_1,0.613601145,4.12462256,0.210341421,0.009670319,0,0,0,0,TRUE
Burrowing,Virginia_valeriae_1,Trachischium_tenuiceps,0.31353443,1.555099477,0.103691858,0.003645984,0.03960396,0.02970297,0.099009901,0.079207921,TRUE
Burrowing,Virginia_valeriae_1,Tropidoclonion_lineatum,0.364956814,1.326576275,0.171273521,0.011089984,0.00990099,0,0.00990099,0.02970297,TRUE
Semiaquatic,Amphiesmoides_ornaticeps,Hebius_khasiense_1,0.330009649,1.885609294,0.142545651,0.004372248,0.02970297,0.01980198,0.03960396,0.04950495,TRUE
Semiaquatic,Amphiesmoides_ornaticeps,Hebius_metusium,0.291507769,1.230025467,0.0965307,0.002852116,0.04950495,0.079207921,0.108910891,0.128712871,TRUE
Semiaquatic,Amphiesmoides_ornaticeps,Hebius_optatum_1,0.388605968,2.257805697,0.177206254,0.005235277,0.00990099,0.01980198,0.02970297,0.04950495,TRUE
Semiaquatic,Amphiesmoides_ornaticeps,Hebius_parallelum,0.547289092,4.825421879,0.317982848,0.011188926,0.00990099,0,0,0,TRUE
Semiaquatic,Amphiesmoides_ornaticeps,Hebius_pryeri_2,0.377404209,2.262356441,0.174585661,0.005245829,0,0,0,0,TRUE
Semiaquatic,Amphiesmoides_ornaticeps,Herpetoreas_pealii,0.419252724,2.892192115,0.255698714,0.006706258,0,0,0,0.00990099,TRUE
Semiaquatic,Amphiesmoides_ornaticeps,Natriciteres_fuliginoides,0.27373743,1.598043849,0.130005097,0.003705457,0.00990099,0,0.00990099,0.00990099,TRUE
Semiaquatic,Amphiesmoides_ornaticeps,Natriciteres_olivacea_1,0.414498978,3.276799479,0.236149658,0.007598064,0.01980198,0,0.00990099,0.01980198,TRUE
Semiaquatic,Amphiesmoides_ornaticeps,Natriciteres_sylvatica_1,0.430683689,3.042487372,0.226723389,0.007054754,0.00990099,0,0.00990099,0.00990099,TRUE
Semiaquatic,Amphiesmoides_ornaticeps,Natrix_astreptophora,0.247234192,1.214016744,0.10435922,0.002814996,0.00990099,0.01980198,0.03960396,0.03960396,TRUE
Semiaquatic,Amphiesmoides_ornaticeps,Thamnophis_atratus,0.526437876,4.850415373,0.278888287,0.011246879,0,0,0,0,TRUE
Semiaquatic,Amphiesmoides_ornaticeps,Thamnophis_conanti,0.306772588,1.846606273,0.109690133,0.00428181,0.02970297,0.00990099,0.059405941,0.059405941,TRUE
Semiaquatic,Amphiesmoides_ornaticeps,Thamnophis_elegans,0.420946153,3.330565708,0.192935767,0.007722735,0,0,0.00990099,0.00990099,TRUE
Semiaquatic,Amphiesmoides_ornaticeps,Thamnophis_eques,0.340399359,2.444403079,0.1450061,0.005667949,0.00990099,0.01980198,0.02970297,0.03960396,TRUE
Semiaquatic,Amphiesmoides_ornaticeps,Thamnophis_proximus,0.24362268,1.265779897,0.075632844,0.002935022,0.04950495,0.069306931,0.188118812,0.138613861,TRUE
Semiaquatic,Amphiesmoides_ornaticeps,Thamnophis_pulchrilatus,0.458405193,2.234691728,0.1590839,0.005181682,0,0,0.01980198,0.00990099,TRUE
Semiaquatic,Amphiesmoides_ornaticeps,Thamnophis_radix,0.355664954,2.343067609,0.125526951,0.005432978,0.00990099,0,0.079207921,0.04950495,TRUE
Semiaquatic,Amphiesmoides_ornaticeps,Thamnophis_sirtalis,0.270262487,1.207500557,0.100911803,0.002799887,0.04950495,0.079207921,0.108910891,0.148514851,TRUE
Semiaquatic,Clonophis_kirtlandii,Hebius_parallelum,0.657013015,4.86700396,0.258810376,0.011410857,0,0,0,0,TRUE
Semiaquatic,Clonophis_kirtlandii,Herpetoreas_pealii,0.444544927,2.67297337,0.178900405,0.006266878,0.01980198,0,0.01980198,0.01980198,TRUE
Semiaquatic,Clonophis_kirtlandii,Natriciteres_fuliginoides,0.381944273,2.182644301,0.137080529,0.005117284,0.01980198,0.00990099,0.059405941,0.04950495,TRUE
Semiaquatic,Clonophis_kirtlandii,Natriciteres_olivacea_1,0.553783168,3.701221663,0.211424295,0.008677641,0,0,0,0,TRUE
Semiaquatic,Clonophis_kirtlandii,Natriciteres_sylvatica_1,0.359701174,2.072573586,0.121561646,0.00485922,0.01980198,0,0.02970297,0.02970297,TRUE
Semiaquatic,Clonophis_kirtlandii,Natrix_maura_1,0.40538156,2.572247197,0.184909869,0.018422668,0.01980198,0,0.00990099,0.00990099,TRUE
Semiaquatic,Clonophis_kirtlandii,Rhabdophis_flaviceps,0.518656305,3.739155824,0.197624006,0.008766579,0,0,0,0,TRUE
Semiaquatic,Clonophis_kirtlandii,Rhabdophis_himalayanus_2,0.440679076,2.262813817,0.143587615,0.005305244,0,0,0.00990099,0.02970297,TRUE
Semiaquatic,Clonophis_kirtlandii,Rhabdophis_leonardi,0.403484419,1.684595723,0.101891205,0.003949592,0.01980198,0.03960396,0.069306931,0.069306931,TRUE
Semiaquatic,Clonophis_kirtlandii,Rhabdophis_subminiatus_1,0.765088794,9.179253264,0.385683338,0.021521073,0,0,0,0,TRUE
Semiaquatic,Clonophis_kirtlandii,Rhabdophis_subminiatus_2,0.795468465,11.73292949,0.443236288,0.027508255,0,0,0,0,TRUE
Semiaquatic,Clonophis_kirtlandii,Thamnophis_atratus,0.528691808,4.00037384,0.269642184,0.03344254,0.00990099,0,0,0,TRUE
Semiaquatic,Clonophis_kirtlandii,Thamnophis_bogerti,0.279467446,1.030827394,0.08107782,0.008617566,0.059405941,0.03960396,0.108910891,0.099009901,TRUE
Semiaquatic,Clonophis_kirtlandii,Thamnophis_butleri,0.621497327,2.897555792,0.207180197,0.024223142,0,0,0,0,TRUE
Semiaquatic,Clonophis_kirtlandii,Thamnophis_conanti,0.387257186,2.161052121,0.151348509,0.018066079,0.01980198,0,0.03960396,0.02970297,TRUE
Semiaquatic,Clonophis_kirtlandii,Thamnophis_cyrtopsis,0.458132453,2.281597569,0.191034021,0.019073822,0,0,0,0,TRUE
Semiaquatic,Clonophis_kirtlandii,Thamnophis_elegans,0.663102306,4.657513608,0.316698533,0.038936132,0,0,0,0,TRUE
Semiaquatic,Clonophis_kirtlandii,Thamnophis_eques,0.484483689,3.352268538,0.234405711,0.028024474,0,0,0.00990099,0,TRUE
Semiaquatic,Clonophis_kirtlandii,Thamnophis_godmani,0.302519125,1.247076724,0.093186438,0.010425379,0.00990099,0,0.059405941,0.02970297,TRUE
Semiaquatic,Clonophis_kirtlandii,Thamnophis_lineri,0.306762841,1.176182736,0.095181885,0.009832716,0.059405941,0.01980198,0.108910891,0.079207921,TRUE
Semiaquatic,Clonophis_kirtlandii,Thamnophis_melanogaster,0.323076801,1.99524247,0.163069829,0.016679935,0.01980198,0,0.00990099,0.00990099,TRUE
Semiaquatic,Clonophis_kirtlandii,Thamnophis_proximus,0.228826105,1.18890197,0.083845088,0.009939046,0.04950495,0.00990099,0.089108911,0.03960396,TRUE
Semiaquatic,Clonophis_kirtlandii,Thamnophis_pulchrilatus,0.42123807,2.02916848,0.176585358,0.016963552,0.01980198,0,0.01980198,0.01980198,TRUE
Semiaquatic,Clonophis_kirtlandii,Thamnophis_radix,0.719073356,4.747367527,0.294689117,0.039687298,0,0,0,0,TRUE
Semiaquatic,Clonophis_kirtlandii,Thamnophis_sirtalis,0.299802588,1.088457586,0.11567282,0.009099346,0.01980198,0,0.02970297,0.02970297,TRUE
Semiaquatic,Clonophis_kirtlandii,Xenochrophis_bellula,0.390258036,2.503454894,0.149305685,0.005869436,0.03960396,0,0.04950495,0.02970297,TRUE
Semiaquatic,Hebius_annamensis,Herpetoreas_pealii,0.4107349,2.454479589,0.174776134,0.040984164,0.01980198,0,0.00990099,0,TRUE
Semiaquatic,Hebius_annamensis,Natriciteres_fuliginoides,0.319749251,2.15207679,0.130380709,0.010582128,0.04950495,0.01980198,0.04950495,0.03960396,TRUE
