Habit,Taxa1,Taxa2,C1,C2,C3,C4,pC1,pC2,pC3,pC4,sig
Semiaquatic,Hebius_venningi_2,Rhabdophis_himalayanus_1,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Hebius_venningi_2,Rhabdophis_leonardi,0.092248586,0.339120076,0.023330491,0.001667511,0.376237624,0.435643564,0.465346535,0.455445545,FALSE
Semiaquatic,Hebius_venningi_2,Rhabdophis_rhodomelas,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Hebius_venningi_2,Rhabdophis_swinhonis_1,0.067085306,0.231742636,0.018297971,0.001139518,0.455445545,0.475247525,0.495049505,0.495049505,FALSE
Semiaquatic,Hebius_venningi_2,Thamnophis_bogerti,0.157042164,0.615447354,0.033923337,0.001442937,0.247524752,0.396039604,0.475247525,0.455445545,FALSE
Semiaquatic,Hebius_venningi_2,Thamnophis_butleri,0.259429758,1.318032709,0.067891082,0.003090173,0.128712871,0.138613861,0.257425743,0.227722772,FALSE
Semiaquatic,Hebius_venningi_2,Thamnophis_chrysocephalus,0.010124083,0.037487909,0.002281101,8.79E-05,0.801980198,0.811881188,0.821782178,0.821782178,FALSE
Semiaquatic,Hebius_venningi_2,Thamnophis_conanti,0.096625655,0.435051804,0.022076117,0.001019994,0.386138614,0.425742574,0.524752475,0.514851485,FALSE
Semiaquatic,Hebius_venningi_2,Thamnophis_fulvus,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Hebius_venningi_2,Thamnophis_godmani,0.148009192,0.66256776,0.035222639,0.001553413,0.227722772,0.287128713,0.425742574,0.405940594,FALSE
Semiaquatic,Hebius_venningi_2,Thamnophis_hammondii,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Hebius_venningi_2,Thamnophis_lineri,0.284888196,1.177136377,0.06618531,0.002759837,0.099009901,0.178217822,0.306930693,0.316831683,FALSE
Semiaquatic,Hebius_venningi_2,Thamnophis_marcianus,0.173743952,0.638591015,0.03768362,0.001497198,0.188118812,0.247524752,0.405940594,0.415841584,FALSE
Semiaquatic,Hebius_venningi_2,Thamnophis_sauritus,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Hebius_venningi_2,Thamnophis_sirtalis,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Hebius_venningi_2,Xenochrophis_bellula,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Hebius_venningi_2,Xenochrophis_maculatus,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Herpetoreas_pealii,Natrix_cetti,0.302877429,1.646990979,0.111254752,0.003861427,0.089108911,0.079207921,0.108910891,0.108910891,FALSE
Semiaquatic,Herpetoreas_pealii,Thamnophis_hammondii,0.126604543,0.84379014,0.050169564,0.001978295,0.257425743,0.207920792,0.277227723,0.277227723,FALSE
Semiaquatic,Herpetoreas_pealii,Xenochrophis_bellula,0.197140988,1.126421518,0.076895039,0.005538807,0.138613861,0.099009901,0.148514851,0.108910891,FALSE
Semiaquatic,Natriciteres_fuliginoides,Thamnophis_hammondii,0.008994569,0.055733333,0.003131088,1.31E-04,0.693069307,0.693069307,0.693069307,0.693069307,FALSE
Semiaquatic,Natriciteres_sylvatica_1,Natrix_cetti,0.208593636,1.189097358,0.070309934,0.002787879,0.099009901,0.069306931,0.148514851,0.099009901,FALSE
Semiaquatic,Natrix_astreptophora,Rhabdophis_auriculata,0.123130628,0.47577402,0.0359646,0.001115468,0.198019802,0.247524752,0.306930693,0.336633663,FALSE
Semiaquatic,Natrix_astreptophora,Rhabdophis_chrysargos_1,0.110765147,0.463342966,0.030784617,0.001086323,0.267326733,0.336633663,0.435643564,0.425742574,FALSE
Semiaquatic,Natrix_astreptophora,Rhabdophis_rhodomelas,0.154507428,0.532862622,0.039976084,0.001249315,0.158415842,0.207920792,0.267326733,0.287128713,FALSE
Semiaquatic,Natrix_astreptophora,Rhabdophis_swinhonis_1,0.161837431,0.507592198,0.03598387,0.001190067,0.287128713,0.396039604,0.455445545,0.485148515,FALSE
Semiaquatic,Natrix_astreptophora,Thamnophis_bogerti,0.213977202,0.698210937,0.04671385,0.00500065,0.108910891,0.178217822,0.336633663,0.425742574,FALSE
Semiaquatic,Natrix_astreptophora,Thamnophis_chrysocephalus,0.255892227,0.683940623,0.051663468,0.004898445,0.118811881,0.247524752,0.336633663,0.425742574,FALSE
Semiaquatic,Natrix_astreptophora,Thamnophis_conanti,0.171816978,0.710159039,0.043010877,0.005086224,0.118811881,0.118811881,0.277227723,0.287128713,FALSE
Semiaquatic,Natrix_astreptophora,Thamnophis_fulvus,0.238768789,0.934843497,0.067306207,0.006695434,0.099009901,0.108910891,0.207920792,0.267326733,FALSE
Semiaquatic,Natrix_astreptophora,Thamnophis_godmani,0.075583007,0.27739708,0.017764668,0.001986743,0.435643564,0.445544554,0.584158416,0.613861386,FALSE
Semiaquatic,Natrix_astreptophora,Thamnophis_hammondii,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_astreptophora,Thamnophis_lineri,0.219026236,0.719104596,0.049288465,0.005150292,0.079207921,0.188118812,0.316831683,0.356435644,FALSE
Semiaquatic,Natrix_astreptophora,Thamnophis_melanogaster,0.267517405,1.218545221,0.084223408,0.008727332,0.059405941,0.069306931,0.188118812,0.217821782,FALSE
Semiaquatic,Natrix_astreptophora,Thamnophis_sauritus,0.091129049,0.467520869,0.028778178,0.003348427,0.366336634,0.297029703,0.475247525,0.475247525,FALSE
Semiaquatic,Natrix_astreptophora,Thamnophis_sirtalis,0.099391168,0.280986808,0.024134997,0.002012453,0.297029703,0.336633663,0.376237624,0.405940594,FALSE
Semiaquatic,Natrix_astreptophora,Xenochrophis_bellula,0.146679029,0.768459189,0.047404478,0.001801679,0.207920792,0.198019802,0.346534653,0.316831683,FALSE
Semiaquatic,Natrix_astreptophora,Xenochrophis_maculatus,0.265992666,1.230049478,0.07635905,0.002883893,0.069306931,0.069306931,0.168316832,0.168316832,FALSE
Semiaquatic,Natrix_cetti,Rhabdophis_auriculata,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_cetti,Rhabdophis_chrysargos_1,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_cetti,Rhabdophis_chrysargos_2,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_cetti,Rhabdophis_chrysargos_3,0.134622072,0.713314039,0.040954471,0.001672389,0.287128713,0.267326733,0.376237624,0.336633663,FALSE
Semiaquatic,Natrix_cetti,Rhabdophis_himalayanus_1,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_cetti,Rhabdophis_rhodomelas,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_cetti,Rhabdophis_swinhonis_1,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_cetti,Thamnophis_bogerti,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_cetti,Thamnophis_butleri,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_cetti,Thamnophis_chrysocephalus,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_cetti,Thamnophis_conanti,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_cetti,Thamnophis_fulvus,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_cetti,Thamnophis_godmani,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_cetti,Thamnophis_hammondii,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_cetti,Thamnophis_lineri,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_cetti,Thamnophis_marcianus,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_cetti,Thamnophis_melanogaster,0.016003548,0.072896366,0.00489655,5.22E-04,0.663366337,0.663366337,0.683168317,0.693069307,FALSE
Semiaquatic,Natrix_cetti,Thamnophis_proximus,0.10649886,0.553331553,0.032874711,0.003963011,0.346534653,0.297029703,0.445544554,0.435643564,FALSE
Semiaquatic,Natrix_cetti,Thamnophis_pulchrilatus,0.247715114,1.180020304,0.083435356,0.008451413,0.099009901,0.069306931,0.158415842,0.158415842,FALSE
Semiaquatic,Natrix_cetti,Thamnophis_sauritus,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_cetti,Thamnophis_sirtalis,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_cetti,Xenochrophis_bellula,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_cetti,Xenochrophis_maculatus,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_maura_1,Rhabdophis_auriculata,0.106124059,0.683862961,0.044773914,0.00160334,0.178217822,0.108910891,0.188118812,0.168316832,FALSE
Semiaquatic,Natrix_maura_1,Rhabdophis_chrysargos_2,0.22715469,1.617234098,0.091946995,0.003791661,0.118811881,0.059405941,0.128712871,0.108910891,FALSE
Semiaquatic,Natrix_maura_1,Thamnophis_hammondii,0.103507962,0.849495595,0.053804853,0.006084165,0.396039604,0.108910891,0.366336634,0.366336634,FALSE
Semiaquatic,Natrix_natrix,Rhabdophis_auriculata,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_natrix,Rhabdophis_chrysargos_1,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_natrix,Rhabdophis_chrysargos_2,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_natrix,Rhabdophis_chrysargos_3,0.160597133,0.850946567,0.044743442,0.001995073,0.217821782,0.198019802,0.316831683,0.237623762,FALSE
Semiaquatic,Natrix_natrix,Rhabdophis_himalayanus_1,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_natrix,Rhabdophis_himalayanus_2,0.310779848,1.663357148,0.096578342,0.003899798,0.059405941,0.079207921,0.128712871,0.108910891,FALSE
Semiaquatic,Natrix_natrix,Rhabdophis_rhodomelas,0.126113542,0.540290632,0.035198264,0.00126673,0.158415842,0.178217822,0.207920792,0.198019802,FALSE
Semiaquatic,Natrix_natrix,Rhabdophis_swinhonis_1,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_natrix,Thamnophis_bogerti,0.142264912,0.542582038,0.031978783,0.003886022,0.257425743,0.316831683,0.485148515,0.514851485,FALSE
Semiaquatic,Natrix_natrix,Thamnophis_butleri,0.216416811,0.999030482,0.054775707,0.007155147,0.108910891,0.079207921,0.297029703,0.287128713,FALSE
Semiaquatic,Natrix_natrix,Thamnophis_chrysocephalus,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_natrix,Thamnophis_conanti,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_natrix,Thamnophis_godmani,0.140641054,0.613054618,0.034762555,0.004390753,0.277227723,0.237623762,0.495049505,0.514851485,FALSE
Semiaquatic,Natrix_natrix,Thamnophis_hammondii,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_natrix,Thamnophis_lineri,0.229393082,0.874878873,0.052671496,0.006265962,0.128712871,0.178217822,0.346534653,0.356435644,FALSE
Semiaquatic,Natrix_natrix,Thamnophis_marcianus,0.124550324,0.475020634,0.030120348,0.003402141,0.257425743,0.336633663,0.405940594,0.465346535,FALSE
Semiaquatic,Natrix_natrix,Thamnophis_proximus,0.030080694,0.156288972,0.008478928,0.001119356,0.524752475,0.495049505,0.603960396,0.584158416,FALSE
Semiaquatic,Natrix_natrix,Thamnophis_pulchrilatus,0.101822009,0.485041205,0.030807931,0.003473909,0.297029703,0.257425743,0.366336634,0.396039604,FALSE
Semiaquatic,Natrix_natrix,Thamnophis_sauritus,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_natrix,Thamnophis_sirtalis,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_natrix,Xenochrophis_bellula,0.162965361,0.97226132,0.053329895,0.0022795,0.217821782,0.138613861,0.287128713,0.217821782,FALSE
Semiaquatic,Natrix_natrix,Xenochrophis_maculatus,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_natrix_persa,Rhabdophis_auriculata,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_natrix_persa,Rhabdophis_chrysargos_1,0.086368476,0.345487635,0.02080044,8.10E-04,0.336633663,0.386138614,0.465346535,0.465346535,FALSE
Semiaquatic,Natrix_natrix_persa,Rhabdophis_chrysargos_2,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_natrix_persa,Rhabdophis_himalayanus_1,0.183650419,0.644906787,0.040991265,0.001512006,0.128712871,0.237623762,0.316831683,0.336633663,FALSE
Semiaquatic,Natrix_natrix_persa,Rhabdophis_leonardi,0.360863377,1.531121631,0.087317201,0.003589767,0.059405941,0.069306931,0.188118812,0.148514851,FALSE
Semiaquatic,Natrix_natrix_persa,Rhabdophis_rhodomelas,0.201260535,0.87961776,0.05908215,0.002062294,0.118811881,0.158415842,0.237623762,0.217821782,FALSE
Semiaquatic,Natrix_natrix_persa,Rhabdophis_swinhonis_1,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_natrix_persa,Thamnophis_bogerti,0.055489912,0.181064447,0.010970238,0.0012968,0.544554455,0.603960396,0.722772277,0.732673267,FALSE
Semiaquatic,Natrix_natrix_persa,Thamnophis_chrysocephalus,0.265083219,0.861845842,0.058245063,0.006172618,0.108910891,0.158415842,0.306930693,0.405940594,FALSE
Semiaquatic,Natrix_natrix_persa,Thamnophis_conanti,0.065677903,0.271461858,0.015023074,0.001944234,0.455445545,0.465346535,0.584158416,0.584158416,FALSE
Semiaquatic,Natrix_natrix_persa,Thamnophis_fulvus,0.167888636,0.65732879,0.04255128,0.004707848,0.148514851,0.158415842,0.346534653,0.366336634,FALSE
Semiaquatic,Natrix_natrix_persa,Thamnophis_hammondii,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_natrix_persa,Thamnophis_marcianus,0.06587956,0.242918493,0.015867818,0.001739804,0.544554455,0.574257426,0.603960396,0.613861386,FALSE
Semiaquatic,Natrix_natrix_persa,Thamnophis_melanogaster,0.086258364,0.422431445,0.026358273,0.003025492,0.316831683,0.287128713,0.376237624,0.396039604,FALSE
Semiaquatic,Natrix_natrix_persa,Thamnophis_proximus,0.00722307,0.037528593,0.002088314,2.69E-04,0.643564356,0.643564356,0.663366337,0.653465347,FALSE
Semiaquatic,Natrix_natrix_persa,Thamnophis_sauritus,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_natrix_persa,Thamnophis_sirtalis,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Natrix_natrix_persa,Xenochrophis_maculatus,0.097165503,0.488142761,0.02762978,0.001144467,0.376237624,0.415841584,0.514851485,0.514851485,FALSE
Semiaquatic,Rhabdophis_auriculata,Thamnophis_bogerti,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Rhabdophis_auriculata,Thamnophis_butleri,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Rhabdophis_auriculata,Thamnophis_fulvus,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Rhabdophis_auriculata,Thamnophis_godmani,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Rhabdophis_auriculata,Thamnophis_hammondii,0.139057513,0.614222041,0.039214296,0.001440065,0.168316832,0.198019802,0.306930693,0.287128713,FALSE
Semiaquatic,Rhabdophis_auriculata,Thamnophis_lineri,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Rhabdophis_auriculata,Thamnophis_marcianus,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Rhabdophis_auriculata,Thamnophis_melanogaster,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Rhabdophis_chrysargos_1,Thamnophis_bogerti,0.147702797,0.586938879,0.031406895,0.001376098,0.217821782,0.257425743,0.415841584,0.376237624,FALSE
Semiaquatic,Rhabdophis_chrysargos_1,Thamnophis_chrysocephalus,0.29359117,1.166667634,0.068708154,0.002735292,0.168316832,0.237623762,0.287128713,0.297029703,FALSE
Semiaquatic,Rhabdophis_chrysargos_1,Thamnophis_conanti,0.236941865,1.041770104,0.051438284,0.002442466,0.168316832,0.178217822,0.405940594,0.366336634,FALSE
Semiaquatic,Rhabdophis_chrysargos_1,Thamnophis_fulvus,0.169751535,0.674555782,0.038259479,0.001581519,0.277227723,0.346534653,0.475247525,0.455445545,FALSE
Semiaquatic,Rhabdophis_chrysargos_1,Thamnophis_godmani,0.10694184,0.424963679,0.02195427,9.96E-04,0.386138614,0.455445545,0.524752475,0.495049505,FALSE
Semiaquatic,Rhabdophis_chrysargos_1,Thamnophis_hammondii,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Rhabdophis_chrysargos_1,Thamnophis_lineri,0.071556128,0.284348535,0.015511573,6.67E-04,0.504950495,0.524752475,0.603960396,0.584158416,FALSE
Semiaquatic,Rhabdophis_chrysargos_1,Thamnophis_marcianus,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Rhabdophis_chrysargos_1,Thamnophis_melanogaster,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Rhabdophis_chrysargos_1,Thamnophis_proximus,0.133673141,0.694519797,0.034460792,0.001628325,0.237623762,0.198019802,0.405940594,0.277227723,FALSE
Semiaquatic,Rhabdophis_chrysargos_1,Thamnophis_sauritus,0.115982369,0.583285031,0.029182725,0.001367532,0.435643564,0.376237624,0.495049505,0.465346535,FALSE
Semiaquatic,Rhabdophis_chrysargos_1,Thamnophis_sirtalis,0.262773735,1.044205828,0.067876255,0.002448176,0.099009901,0.108910891,0.198019802,0.217821782,FALSE
Semiaquatic,Rhabdophis_chrysargos_2,Thamnophis_bogerti,0.171991122,0.748121315,0.039002998,0.001753996,0.207920792,0.217821782,0.396039604,0.376237624,FALSE
Semiaquatic,Rhabdophis_chrysargos_2,Thamnophis_butleri,0.13790308,0.705334383,0.034486036,0.001653681,0.188118812,0.198019802,0.336633663,0.247524752,FALSE
Semiaquatic,Rhabdophis_chrysargos_2,Thamnophis_fulvus,0.02654968,0.117111613,0.006461693,2.75E-04,0.594059406,0.603960396,0.643564356,0.623762376,FALSE
Semiaquatic,Rhabdophis_chrysargos_2,Thamnophis_godmani,0.039729774,0.172815262,0.008706202,4.05E-04,0.554455446,0.574257426,0.623762376,0.603960396,FALSE
Semiaquatic,Rhabdophis_chrysargos_2,Thamnophis_hammondii,0.105431665,0.47134619,0.02621752,0.001105087,0.267326733,0.306930693,0.356435644,0.346534653,FALSE
Semiaquatic,Rhabdophis_chrysargos_2,Thamnophis_lineri,0.098342443,0.427766717,0.022724193,0.001002914,0.396039604,0.445544554,0.534653465,0.524752475,FALSE
Semiaquatic,Rhabdophis_chrysargos_2,Thamnophis_marcianus,0.168980964,0.755451727,0.042004684,0.001771182,0.207920792,0.247524752,0.376237624,0.356435644,FALSE
Semiaquatic,Rhabdophis_chrysargos_2,Thamnophis_melanogaster,0.01945995,0.092027564,0.00492058,2.16E-04,0.653465347,0.663366337,0.673267327,0.673267327,FALSE
Semiaquatic,Rhabdophis_chrysargos_3,Thamnophis_hammondii,0.154669903,0.819540305,0.042174281,0.00192144,0.277227723,0.227722772,0.396039604,0.316831683,FALSE
Semiaquatic,Rhabdophis_chrysargos_3,Thamnophis_melanogaster,0.208592782,1.105258286,0.054833778,0.002591316,0.138613861,0.099009901,0.267326733,0.188118812,FALSE
Semiaquatic,Rhabdophis_chrysargos_3,Thamnophis_sauritus,0.247818049,1.335839897,0.060902191,0.003131922,0.089108911,0.059405941,0.207920792,0.108910891,FALSE
Semiaquatic,Rhabdophis_flaviceps,Thamnophis_hammondii,0.116470856,0.984956321,0.047357778,0.002309264,0.237623762,0.089108911,0.247524752,0.188118812,FALSE
Semiaquatic,Rhabdophis_himalayanus_1,Thamnophis_bogerti,0.268581269,0.981568658,0.0551091,0.002301321,0.118811881,0.198019802,0.316831683,0.316831683,FALSE
Semiaquatic,Rhabdophis_himalayanus_1,Thamnophis_fulvus,0.214323414,0.832818649,0.049707961,0.001952572,0.108910891,0.198019802,0.287128713,0.287128713,FALSE
Semiaquatic,Rhabdophis_himalayanus_1,Thamnophis_godmani,0.299957416,1.206413312,0.065282383,0.002828477,0.138613861,0.198019802,0.287128713,0.267326733,FALSE
Semiaquatic,Rhabdophis_himalayanus_1,Thamnophis_hammondii,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Rhabdophis_himalayanus_1,Thamnophis_lineri,0.264439144,1.010299557,0.057881782,0.002368682,0.138613861,0.217821782,0.336633663,0.336633663,FALSE
Semiaquatic,Rhabdophis_himalayanus_1,Thamnophis_marcianus,0.13803144,0.484711186,0.029172777,0.001136422,0.376237624,0.465346535,0.574257426,0.594059406,FALSE
Semiaquatic,Rhabdophis_himalayanus_1,Thamnophis_melanogaster,0.102486503,0.474951047,0.027401814,0.001113539,0.425742574,0.485148515,0.574257426,0.564356436,FALSE
Semiaquatic,Rhabdophis_himalayanus_1,Thamnophis_sauritus,0.187764578,0.944283759,0.049411792,0.002213906,0.198019802,0.198019802,0.306930693,0.287128713,FALSE
Semiaquatic,Rhabdophis_himalayanus_2,Thamnophis_hammondii,0.007395331,0.037873622,0.002147426,8.88E-05,0.742574257,0.752475248,0.762376238,0.762376238,FALSE
Semiaquatic,Rhabdophis_himalayanus_2,Thamnophis_proximus,0.262042124,1.361481013,0.067050575,0.003192039,0.079207921,0.069306931,0.237623762,0.188118812,FALSE
Semiaquatic,Rhabdophis_himalayanus_2,Thamnophis_sauritus,0.038769863,0.198551652,0.009859204,4.66E-04,0.465346535,0.465346535,0.544554455,0.524752475,FALSE
Semiaquatic,Rhabdophis_leonardi,Thamnophis_chrysocephalus,0.261556899,1.002445777,0.0559851,0.002350268,0.089108911,0.247524752,0.405940594,0.425742574,FALSE
Semiaquatic,Rhabdophis_leonardi,Thamnophis_conanti,0.203785111,0.856424275,0.040438666,0.002007916,0.198019802,0.207920792,0.386138614,0.336633663,FALSE
Semiaquatic,Rhabdophis_leonardi,Thamnophis_hammondii,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Rhabdophis_leonardi,Thamnophis_marcianus,0.324727712,1.27455877,0.06920342,0.002988247,0.079207921,0.148514851,0.277227723,0.257425743,FALSE
Semiaquatic,Rhabdophis_leonardi,Thamnophis_melanogaster,0.263976924,1.297230481,0.067792843,0.003041401,0.099009901,0.099009901,0.217821782,0.217821782,FALSE
Semiaquatic,Rhabdophis_leonardi,Thamnophis_sauritus,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Rhabdophis_leonardi,Thamnophis_sirtalis,0.241841421,0.914328758,0.05606112,0.002143675,0.099009901,0.207920792,0.306930693,0.316831683,FALSE
Semiaquatic,Rhabdophis_rhodomelas,Thamnophis_bogerti,0.319637904,1.294313951,0.07628585,0.003034563,0.059405941,0.069306931,0.138613861,0.128712871,FALSE
Semiaquatic,Rhabdophis_rhodomelas,Thamnophis_chrysocephalus,0.061599167,0.201352204,0.013196102,4.72E-04,0.544554455,0.574257426,0.594059406,0.594059406,FALSE
Semiaquatic,Rhabdophis_rhodomelas,Thamnophis_conanti,0.133123791,0.559464064,0.030190335,0.001311683,0.247524752,0.277227723,0.376237624,0.366336634,FALSE
Semiaquatic,Rhabdophis_rhodomelas,Thamnophis_godmani,0.153380895,0.56292299,0.031920453,0.001319792,0.237623762,0.267326733,0.376237624,0.366336634,FALSE
Semiaquatic,Rhabdophis_rhodomelas,Thamnophis_hammondii,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Rhabdophis_rhodomelas,Thamnophis_lineri,0.268796673,1.075428941,0.064746672,0.00252138,0.059405941,0.118811881,0.237623762,0.217821782,FALSE
Semiaquatic,Rhabdophis_rhodomelas,Thamnophis_melanogaster,0.057586516,0.266871981,0.01618574,6.26E-04,0.504950495,0.514851485,0.584158416,0.574257426,FALSE
Semiaquatic,Rhabdophis_rhodomelas,Thamnophis_sauritus,0.025056879,0.136603263,0.007478654,3.20E-04,0.514851485,0.524752475,0.534653465,0.524752475,FALSE
Semiaquatic,Rhabdophis_rhodomelas,Thamnophis_sirtalis,0.212138784,0.778215079,0.05696044,0.001824552,0.168316832,0.247524752,0.336633663,0.336633663,FALSE
Semiaquatic,Rhabdophis_swinhonis_1,Thamnophis_bogerti,0.207501152,0.758342635,0.042739901,0.00177796,0.257425743,0.376237624,0.504950495,0.495049505,FALSE
Semiaquatic,Rhabdophis_swinhonis_1,Thamnophis_butleri,0.221282328,1.008854338,0.053056183,0.002365294,0.198019802,0.217821782,0.346534653,0.326732673,FALSE
Semiaquatic,Rhabdophis_swinhonis_1,Thamnophis_chrysocephalus,0.02495463,0.076806308,0.004789907,1.80E-04,0.653465347,0.712871287,0.712871287,0.712871287,FALSE
Semiaquatic,Rhabdophis_swinhonis_1,Thamnophis_conanti,0.289185423,1.215326353,0.06294484,0.002849374,0.069306931,0.138613861,0.267326733,0.227722772,FALSE
Semiaquatic,Rhabdophis_swinhonis_1,Thamnophis_fulvus,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Rhabdophis_swinhonis_1,Thamnophis_godmani,0.118836489,0.436141618,0.023688221,0.001022549,0.425742574,0.504950495,0.564356436,0.564356436,FALSE
Semiaquatic,Rhabdophis_swinhonis_1,Thamnophis_hammondii,0,0,0,0,0.99009901,0.99009901,0.99009901,0.99009901,FALSE
Semiaquatic,Rhabdophis_swinhonis_1,Thamnophis_lineri,0.182949855,0.698966708,0.040202007,0.001638751,0.227722772,0.267326733,0.405940594,0.405940594,FALSE
Semiaquatic,Rhabdophis_swinhonis_1,Thamnophis_marcianus,0.157623156,0.552708359,0.033402295,0.001295844,0.267326733,0.386138614,0.495049505,0.504950495,FALSE
Semiaquatic,Rhabdophis_swinhonis_1,Thamnophis_melanogaster,0.04002074,0.185467276,0.010742596,4.35E-04,0.554455446,0.554455446,0.564356436,0.564356436,FALSE
