Species,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,Genera,Habit,Origin,Diet
Rhabdophis_ceylonensis,-0.004928901575738093,-0.018171419976280443,-0.02165486999220423,-0.004600343217189494,0.010225512660631845,0.007946392214293687,-0.010993747538381263,-0.02045226489425196,0.004476613362872105,0.005540190780340452,0.002413388532197283,-0.007622374435548567,-0.004254804990485529,-0.0017768833302696573,1.9515429442608926e-4,-0.001901432459735284,0.004112007195153878,0.0013496428077371348,-0.0040270729849523675,4.575179340445926e-4,0.0013040952816406619,0.0017145126092865987,-8.226710555546888e-5,0.0012441622774451552,5.329367146168064e-4,-0.0013368112759829709,-1.980645833609737e-4,-0.0011905260824719276,3.189777657193459e-4,3.938847763744099e-4,-3.695510656121884e-4,-7.600786852365727e-4,-6.507354265105023e-4,-4.3871903011506876e-4,2.1111384056318955e-4,-1.5484354802339e-4,7.281349292914845e-4,-8.907274659997124e-5,-5.46754467958875e-4,4.969002646686637e-4,9.488587972381182e-5,6.958484059935263e-5,2.5114619311668548e-5,6.176204992171034e-4,1.257043006793324e-4,1.244929926846528e-4,2.9931595787076055e-5,2.3043124049290485e-4,-5.998250646620822e-4,-3.4853002040680905e-4,7.806399522837425e-4,-4.152749748958848e-4,-1.6044419074173603e-4,-8.955560893545694e-5,2.838418652234948e-4,-2.2645371988394406e-4,2.7957810322390696e-4,1.4415716147335122e-4,-8.902830517558636e-5,-9.953702594203931e-5,1.7401567740667635e-5,1.0663715248444044e-4,-1.1331574409127927e-4,-2.411257389518947e-6,9.173491152228788e-5,-3.4844662275488e-5,-4.8065605143009895e-5,-8.849776839493393e-5,9.072417351495862e-6,2.484347992273829e-5,-2.5478751053409354e-18,2.5804011705155006e-17,2.927345865710862e-17,2.6183482465524932e-17,Rhabdophis,Terrestrial,Asian,generalist
Rhabdophis_chrysargos_1,0.034300912302019364,-0.010661595301724131,-0.024660855132718606,0.012823735389178123,0.014699315732007279,0.011394140394760839,7.053210829361706e-4,-0.003506706267533441,0.010003661631844208,0.0037637593195398887,0.0010550496308742777,0.0025867561353628884,0.0010564702753209727,-0.003463582495432372,0.002922997208061423,0.0025154654466512474,-8.369960666162083e-4,-1.7684348120221332e-4,0.0029477458042343,-0.001455451668978232,0.0013081916174173202,1.8466209045383557e-4,8.839285628820688e-4,-9.18434404861484e-4,-0.0010824534966784765,0.0012005897665144391,0.0014100355571097065,-2.23286936985647e-4,-0.001583525852649889,1.2075196947748406e-4,2.2713977740430793e-4,-8.273828854010966e-4,1.055396878775305e-4,5.930962832753196e-4,-0.0013901684228723773,6.229813974526602e-5,-2.5014378864850277e-4,0.0013378525598116825,8.585097006442259e-4,5.541616872640647e-4,-1.640254855048734e-4,-5.675112962503047e-4,9.490597809104895e-5,2.8619721701241365e-4,-1.9178005611998833e-4,7.431507701830807e-4,8.879661737136986e-4,7.113924600676425e-4,-3.3030109106620814e-4,-3.719591598346605e-5,-4.159555544553143e-5,1.0488254514938469e-4,-2.3951883803332362e-4,-3.715010585673723e-5,7.09255523734855e-6,-2.163229608905678e-4,9.06275940075269e-5,1.5058695591248258e-4,-2.2230218662924628e-4,3.5774365706505687e-4,3.752284248470885e-6,-5.944517387059211e-5,1.2753915839665986e-4,1.3463399655018522e-4,7.665120628558495e-5,8.752357935129487e-5,4.8062274705982586e-5,2.5652466326447876e-5,-6.022726874011159e-5,-4.4227432182307616e-5,-3.672734859294646e-17,-4.526544070126981e-17,8.05020113070487e-18,5.8817967857338616e-18,Rhabdophis,Semiaquatic,Asian,generalist
Rhabdophis_chrysargos_3,0.03583259688891134,-0.004422208683890699,-0.018083421117997985,-0.010859233790576595,0.015558962417311679,0.008787403119851928,-0.008251418146488023,0.0014019370375976971,-0.004303142105116674,3.5507573390926994e-5,-0.0032733701542407663,-0.0052514481724584006,-0.0010988277719748108,-0.003031570405013699,-0.0014856032599927166,-0.002947452689092407,-0.003204256874585948,-5.960891487168804e-4,-0.004316710136495,-1.4827866172580247e-5,-2.8212275222618113e-4,0.0010409299940554824,-1.7605731196420726e-4,3.0504950318171304e-4,-8.910165335275608e-4,-3.819839316549569e-5,0.0011857211420956324,-0.00128929121039408,-8.403448357906723e-4,-2.4304773642569363e-5,-5.082573003012556e-4,-7.789042099520902e-4,-9.184245720957848e-4,2.0976249595945455e-4,6.205741683945659e-4,7.108676667536636e-5,2.3965076822035088e-4,5.81676331409586e-4,-3.978491210565943e-4,4.989818122708864e-4,-1.8733768491127064e-4,1.8447623364057416e-4,-6.568611052745079e-4,2.2136861576457052e-4,1.1518018835196409e-4,-5.092952726950855e-4,-3.036207053511389e-4,-1.1898957921979301e-5,-1.5042979031344613e-4,2.1710324560965497e-4,-1.2869148000725425e-4,1.498778957052769e-5,2.455553778120609e-4,1.0940225329028017e-4,2.8402096732429375e-5,9.568887976416866e-5,-1.6161531939161633e-5,-2.5325748385831448e-5,-8.783419214391643e-5,1.9906043643715034e-5,9.227231329424798e-6,1.9035902997524535e-4,-5.895299574518517e-5,5.9370644649124794e-5,1.2463607933814284e-5,4.6961556638176904e-5,-1.0360514887607528e-6,-1.7231789445596417e-5,5.226286843716666e-5,7.037725693785128e-5,-6.307346138434422e-17,-2.4448758989548125e-17,-3.1929753979698106e-17,-8.673617379884035e-18,Rhabdophis,Semiaquatic,Asian,generalist
Rhabdophis_conspicillatus,-0.09238446971662147,-0.013362120814012762,-0.029438111210980968,0.011661277094469827,0.010234910166526591,0.009817881998329567,-0.008907018902795256,-0.004676196153812272,-0.0012710919065272908,-0.006955625054316445,3.593237339547815e-4,0.0030038009271900964,-0.0012298095959187895,0.004581362065378139,0.002230042023584094,0.0017462501499601374,0.0032730351548875968,0.002221283098096469,3.4595974774990416e-4,0.002299864504670727,-0.0022822814036422886,2.796537776487034e-4,-4.858411062435277e-4,0.0027777897770823973,0.0014464164991895329,-2.2252427071360495e-4,9.298649663288779e-5,-4.0948836609259933e-4,-0.0011874822051824775,0.0013288089765305384,-0.0017124062309674297,2.9490629048023963e-4,5.228764613844734e-4,-0.0013268450290494097,-3.5149120982967333e-4,0.0010640627782545562,-0.0010280635742785712,7.070194037157567e-4,1.5430292585367263e-5,3.692842795077221e-4,0.0011842634402726474,-1.3435007125983407e-6,2.5034094378415396e-4,5.597226614236479e-4,3.917187445064812e-4,2.339867138466022e-4,-9.135588283322124e-5,-4.1688774080239437e-4,4.861204304408898e-4,-2.1613473062421487e-4,-5.833209673359374e-4,2.229033593867582e-4,-1.1700482316627839e-4,3.297889045498321e-5,-2.449973539236732e-5,2.2640912402989693e-4,-2.0962532299422182e-4,-2.7193935112460347e-6,-1.1860802146825293e-4,1.1307439704395111e-4,1.4258232420602968e-4,1.9463252778043164e-4,-7.856412993743553e-5,-5.2469100458252965e-5,4.584462976939046e-5,-0.00012924448695890547,3.2986763133641714e-5,-3.0352591717524178e-5,-1.3156630618851037e-5,-2.5727617523703037e-6,3.1008182133085427e-17,7.806255641895632e-18,-3.621235256101585e-17,1.8431436932253575e-17,Rhabdophis,Terrestrial,Asian,unknown
Rhabdophis_himalayanus_1,-0.010647384419109476,-0.005707098640771584,-0.028447292403621566,-0.011128120866223107,0.01143777855463466,0.0017553231419494058,0.00561936575609235,-0.004635824367722849,-0.007109912163670387,0.004814832471114187,-0.008927390761396344,-0.006068744552905278,-3.578978932002416e-4,-0.0028699519686729244,4.142408117560914e-4,2.4380779147519427e-4,0.001681249388329135,7.876819250470494e-5,-3.1897344794305636e-4,7.08372190534632e-4,7.320579103542982e-4,7.887079423397581e-4,9.609372285181489e-4,9.692152958399235e-4,-4.3861364513037487e-4,-5.466958232559441e-4,0.001038416254361895,9.279505221277269e-4,5.981622987298465e-4,-6.509767311839088e-4,0.0012943746249792854,-2.7835358903820543e-4,2.5180561847267484e-4,-1.5709728357937963e-5,-3.6582174224508105e-4,4.408708347085694e-4,-7.871661848092496e-4,-3.521373126263536e-4,7.090552882457584e-4,-5.637920726145327e-4,2.7685739657964384e-4,2.962918678327839e-4,3.2115133172083503e-4,-3.2109934449304144e-4,6.643646080884713e-4,-1.6583822429329587e-4,3.5398572084505955e-4,1.1296727201939898e-4,8.673879403884395e-5,1.1717524440209583e-4,-8.179035129742373e-5,3.8338057808257986e-4,-2.794172522127446e-4,-1.7826173438009155e-4,-2.1679377494687507e-5,-3.3777527227131374e-4,1.0576117338678004e-4,1.7226730561778185e-4,-2.709541288685698e-4,1.1382851575619725e-4,-8.462022918454264e-5,1.3525766650118338e-4,1.0824741359872987e-4,4.428483668578043e-5,6.709631396851199e-5,9.47640186218456e-5,2.0021131595278033e-5,8.22347191761874e-6,-2.9465478808455805e-5,-5.95961207110733e-5,2.653584817158272e-17,5.2475385148298415e-17,-5.011724542314244e-17,1.4338573731120796e-17,Rhabdophis,Semiaquatic,Asian,generalist
Rhabdophis_leonardi,0.002605965092526234,-0.014823312337201083,0.010096600641214594,0.019072733358825273,-0.0012466590974285394,-0.006173473090601633,0.008339986957959258,-0.0011888974769264562,0.00427280786604421,0.002873541702354639,-0.005040815083252016,-0.0034493376586274037,-0.005908764790148412,1.1602248975451013e-4,-0.0041067125695997365,0.0012503463389630805,-0.0011427202127906506,-0.0031251601517685605,0.0015208197075214868,-9.564002351900554e-4,-0.0013515434037182747,7.663151691147794e-4,5.16145868536314e-4,7.527661562191365e-4,-0.0022771537507284474,-1.3426045172916244e-4,-1.0121455769412841e-4,0.0014427749106504656,4.431412984179288e-4,-3.243989562284573e-4,5.365743882854537e-4,1.069134671484489e-4,3.241430989275211e-4,5.29922952039288e-4,-3.117832122483655e-4,-7.218244883924248e-4,-1.0192680479541218e-5,-5.267671823270212e-4,5.271483355591218e-5,5.1848896012086855e-5,-2.0686448748452027e-4,-2.98874381662945e-6,2.539609658793223e-4,3.7604635345765393e-4,1.8829015181860606e-4,4.7913224632943005e-5,-2.3127380049428912e-4,4.1699293643594407e-4,-1.155437288776461e-4,4.481511917936215e-5,-1.3322673935218513e-5,1.219259216267337e-5,-2.1113476220269476e-4,3.7781781595752634e-4,2.6147181390803005e-4,2.5779336077910427e-4,7.790491624653683e-5,2.546809931095325e-4,2.231909491888457e-5,-1.336336161770173e-5,2.8287277774112125e-5,-5.536257443163804e-5,1.0373177487476762e-4,-3.5577372640138475e-5,3.054433906588327e-5,-6.295925414808598e-5,2.007983302997373e-5,-4.302694310300326e-5,1.3860559414645649e-6,2.0952410292922442e-5,-2.6020852139652106e-18,-3.01950305037213e-17,-2.5017965130103015e-17,1.8417884405097507e-17,Rhabdophis,Semiaquatic,Asian,unknown
Rhabdophis_murudensis,0.036928051649468906,-0.030149024400342096,-0.01243889782355009,0.026397023831635152,0.0025748984692324003,-0.005459196130994188,0.0030916305137632535,0.004166085588139933,-0.002419408520858609,0.0033860776292422745,0.018719206254661055,-0.00254657270561293,0.00133832888726767,-5.638393421804987e-4,-1.4342371558812318e-4,-0.0037928131164987585,-6.263915046180123e-4,-0.003115344289439174,-0.0017433988140046243,-0.0033607726203219047,-0.0011933727306469375,-7.418610607429524e-4,-0.001932584247179265,-5.010077446868309e-4,5.728892869988932e-4,-5.836346396908865e-4,0.001630743119061408,-0.001208217223850797,-6.044789510226794e-4,-0.001215745339707463,1.4488284956545318e-4,0.0021427142229375204,9.059699445091998e-5,-0.0011370901858959918,-3.8583385943533017e-4,-0.0010439665199310005,-6.10638872480322e-4,7.027646261517845e-5,-7.909372167183335e-5,-4.1942352634669885e-4,8.610761089506561e-4,7.417403763840123e-4,-1.388453797515024e-4,-2.4147287003307738e-4,6.440078639128025e-5,-4.2867483544104304e-4,7.131588900153205e-5,1.4428009767382326e-4,-1.7684002750057785e-4,-1.3076324515690416e-4,-1.784652166321244e-4,1.345219208427281e-5,7.58222743898288e-5,-2.9516650895022693e-4,-1.7994094614243037e-4,1.7877495433662506e-4,6.634727432145435e-5,-1.3260831642140615e-4,-4.691088751065775e-5,3.4761038728323927e-4,1.4354496495573989e-4,-2.761023353801363e-4,8.584965343325863e-5,1.1406496137685948e-4,7.893340855673954e-6,-1.0585888410426103e-4,-3.1554600575099075e-5,1.0193202563011895e-5,6.0395235880340956e-6,-8.783354561065878e-6,-1.7753810574450135e-17,2.7403209909571125e-17,1.4582519219930035e-17,-3.030345072096985e-17,Rhabdophis,Terrestrial,Asian,anurans
Rhabdophis_nuchalis_1,-0.017706459722006396,-0.0029567207409729895,0.005577358747470501,0.04179148320273789,-8.909471731841913e-4,-0.005751202410023106,-0.008136568791890519,-0.00437982895393623,8.159302601804499e-4,-0.0012704438116497919,-0.0035121487672559273,0.009253649125893175,4.400268974606678e-4,-0.006525951983230798,-0.003939734976882776,0.00245711711989622,-1.843935957683366e-4,-0.0017962260058380182,-8.453473222887757e-4,-0.0012058486521075347,0.0036289896109072397,1.4395212378168996e-4,0.001162436189278057,2.657325558097382e-4,0.0010438460301389456,0.0010496829783089264,0.0014406500833884716,1.3765119447957348e-4,-4.4206050578448263e-4,-1.1765886506368139e-4,3.766018800680876e-5,-3.1633278156689113e-4,-0.001060674061737219,-7.327183485095926e-4,1.4794778908046657e-4,-2.0328302550370647e-4,3.735369064200684e-4,-0.0012727408891138737,-1.0229089058681996e-4,4.003749388053475e-4,-1.89038620920653e-4,2.9733388939001947e-4,-2.4478656522636033e-4,-6.84046422382639e-4,4.698697213246815e-5,3.23786737243242e-4,-1.4238552227853092e-4,3.2553698683389387e-4,1.6197844716929523e-4,3.0736933109698933e-4,1.8783504952497445e-4,-2.269625751072755e-4,1.097490246961763e-4,-1.4054960858385813e-4,2.454837780030218e-4,-2.507716643599257e-5,3.4312880576571126e-5,2.1576669191754338e-4,1.0007107392301068e-4,-7.771555759255634e-5,1.2517586871082885e-4,2.0236825161218405e-4,9.412950074593623e-5,4.2517841031650105e-5,-1.6179349094415954e-5,-6.023199625132906e-5,5.8425246092623205e-5,4.2549233613562775e-5,-4.188419734286493e-6,2.1926835779528606e-6,-5.776087073916525e-17,-5.637851296924623e-18,2.0111950299606107e-17,9.107298248878237e-18,Rhabdophis,Terrestrial,Asian,generalist
Rhabdophis_subminiatus_1,0.023794713060118846,-0.02367719776102827,-0.006898575275780649,-0.007002431230323547,0.0058685325873264835,-5.345604203981292e-5,-0.011809378513826758,3.4089812839816803e-4,-0.007872867927478232,0.004821050225250451,-0.004893402445380236,0.0033276138667061093,0.0049063843757710295,-0.0037271373989190048,0.003254580565162603,-9.890472909554312e-4,6.966475879989535e-4,-0.0040369733750464714,-0.0024460814282648946,-1.1771663810605252e-4,8.693539271847264e-4,-0.002006964287104924,-0.0024004438370098576,-6.807396924784852e-4,-5.4268957118330815e-5,-7.232028132649798e-4,8.720955145296864e-4,3.0689268796927493e-4,0.001450617684628134,0.0015650814223830665,-4.670458863218811e-5,3.9610414536544433e-4,-4.618008240860639e-4,2.3754466517896252e-4,-2.516544410975434e-4,1.3615826340187027e-4,-5.229756038857159e-4,5.358673507924807e-4,0.0010911155192430062,8.097885333861828e-5,-1.6741871216432124e-4,2.3945415310695902e-4,-9.646040510530514e-4,-3.9992380785527947e-4,1.9163990834532833e-4,2.907177021700421e-4,-3.893152787558587e-4,1.0162181416427764e-4,3.883449290115009e-5,1.807077176575857e-5,-2.0823477070885254e-4,4.382657798699642e-4,-3.479175802924251e-4,3.914974567375832e-4,2.7496945955246934e-4,-3.2780803131997275e-5,-9.387656238141481e-6,1.45714137682667e-4,3.979316005153076e-5,-1.9399865002966025e-4,-2.6745829562238756e-5,-8.431578245122357e-5,1.4516362620456587e-4,3.1769114809541025e-5,1.12874120610717e-4,-6.845160724593859e-5,-5.687294269222547e-5,-4.061368719875618e-5,4.134442057258491e-5,7.48397299077197e-6,-5.904158455541375e-17,-1.2644507836612195e-17,-2.3540739670091515e-17,-1.8505975831611954e-17,Rhabdophis,Semiaquatic,Asian,anurans
Rhabdophis_swinhonis_1,0.030301210210790797,-6.392193944760511e-4,0.004330825039790749,0.029820760412118088,0.015325809122640551,-3.483152971105807e-4,-0.0030503035503974306,0.009813029157410148,0.008075134404833775,-0.002569133643637273,0.0027213443611271105,-0.004570674406946583,0.007494566837671576,0.004519794444428596,-0.002593971173018636,0.001686901190168847,0.0023832431425627955,-0.002613517224030458,-0.0032483326667990657,-0.0033735600236753085,8.256242487153447e-4,-0.003326226035745788,-0.0017706017604266397,-2.7986834938293427e-4,-0.001989124152387265,0.0014875214249715023,2.1428890684217978e-4,1.8218439249774714e-4,0.0014054628799288807,-1.705395067876454e-4,3.0595860240398233e-4,-8.460055996271176e-4,0.001404357474501392,-9.011134742667421e-5,1.8438812981707453e-4,0.001423317937162632,4.2438942935720057e-4,0.001420104167612828,5.914308804096455e-6,8.103660736855625e-4,1.540447426601088e-4,-2.0785674082102933e-4,4.6026678641458127e-4,-1.8066813013718297e-4,-1.7893816108040977e-4,-1.1151343878313714e-4,2.490574667450765e-4,2.2366652464029168e-4,1.8035514697770677e-4,5.153829699571007e-5,1.4735428386592023e-4,-5.5829896943855936e-5,-3.115500957025821e-4,3.784830916736266e-5,-2.874093604054686e-4,-6.846288789223297e-5,-1.173634422811147e-4,-5.143154533014037e-5,4.710539889123152e-5,-4.2323132894601316e-4,3.649677526147536e-5,4.510276392018174e-5,-2.085144940416439e-5,-7.207289218976362e-5,4.6024028445600617e-5,-1.5571685245373252e-5,-2.443409667279066e-5,-5.879010225156573e-5,3.429350375211166e-5,6.513176692271327e-5,-3.176712365382528e-17,-2.211772431870429e-17,-1.951563910473908e-18,3.0357660829594124e-18,Rhabdophis,Semiaquatic,Asian,generalist
Rhabdops_olivaceous,-0.08896580963229951,-0.031123017023120533,0.033607599960275084,0.029265713010944785,5.684604634279281e-4,-0.0022687183659124794,-0.010015730246250958,-0.006420355836189405,-0.01108785534824568,-0.004199033701330354,0.001996200484074857,0.00431135248193875,0.004254858853227188,-0.0018046863004371506,0.0041938201747715315,-0.003280669476339591,0.0010478164679916598,-2.122750701252363e-4,0.001791689867963088,-3.294251753078604e-4,-0.004389747680124802,0.0013566147601572298,0.0011030764154705012,4.0822414266320856e-4,-0.0015466395963346135,-6.979657359280351e-4,-7.058403508724421e-4,-9.43775181470447e-4,-2.3674814784738842e-4,-7.785128810513951e-4,0.0011324811765839157,2.182885515278829e-4,-5.248931862237411e-4,-6.197557540741664e-4,1.3603514954818108e-4,7.453104342970829e-4,6.960555970390016e-4,-5.741329112752538e-4,2.5454620130338284e-4,-3.550420659779689e-4,-7.166591837841656e-4,8.158383877137081e-5,-9.157848418421232e-5,3.0297968379150854e-4,1.2060329813887508e-4,-9.51808682247373e-4,-1.1931570508650247e-4,8.316172699197747e-5,1.9128724080915978e-4,7.295276667191611e-4,8.071581487214299e-5,4.494438959804728e-4,-4.5087489881123375e-4,1.2294575001849616e-5,-8.722056142459751e-5,-1.8437606467181997e-4,-8.600547330765566e-5,3.4089597216127284e-4,1.0285205891476723e-4,-1.108927346307807e-6,2.451378901344647e-5,-3.226352362973063e-5,-1.894211784583095e-4,-6.966185544365569e-5,-6.257498596972397e-5,4.708931996570269e-5,7.320978222140123e-7,9.796024795451276e-5,1.3849590052868242e-5,4.295537153019684e-5,-2.677979366039196e-17,-4.119968255444917e-18,6.179952383167375e-18,1.951563910473908e-17,Rhabdops,Aquatic burrower,Asian,aquatic gen
Smithophis_bicolor,-0.09201211056926567,-0.058393281301225036,0.05776685783505645,0.003081186451110305,0.005131445140833462,-0.01969925875396156,-5.208317427494187e-4,-0.0012121587352099856,-0.002976084839013464,-0.00767471937898426,0.008728064018998238,0.0034649527520849497,0.0038348564529257483,0.0012023642633831391,-0.0038415231893818864,1.0292641870404982e-4,-0.00355943430850737,0.0015226664540633277,7.332553311581258e-4,0.0021231047151241233,-0.0021406446968356132,0.001959252347355013,-0.0016605715765672154,-7.012330763517096e-4,-1.7273771156859664e-5,0.001026608424751034,2.2678469353190796e-5,2.9875123387589075e-4,6.325357879243875e-4,-5.211433270818978e-4,-0.0013567553573850507,4.589981555833591e-4,4.477905688046491e-4,-7.961631546534679e-5,-5.537036427469885e-4,-9.741672365553536e-5,0.0013921782783733003,-3.40799624771682e-4,0.001031182200837183,3.7792020850556363e-4,-7.040123694402485e-4,-1.9598792255064884e-4,2.8672322248533106e-4,3.1035999608191363e-5,2.141561027460615e-4,6.473745397353556e-4,7.195917716593244e-6,2.7436854193453424e-4,-4.4499275586336675e-4,1.0805803513319417e-4,-5.223625077676794e-6,8.197019970267476e-5,5.781989437870983e-4,-1.3746433011127665e-4,1.0569457065755499e-4,-1.2198864037636908e-4,2.2737673820800487e-4,-3.952728347607793e-5,-2.836753657051409e-4,5.151071179447292e-5,-3.7979313484546966e-5,1.0957723897406798e-5,-4.1547231870209516e-5,3.5686588749890905e-5,1.2205848820333472e-4,-3.1921892552656806e-5,-6.865632897891047e-5,-1.1164088846364544e-4,2.592666401733299e-5,-2.384649296859222e-5,-1.1709383462843448e-17,1.2576745200831851e-17,-4.0549161250957866e-17,2.7538735181131813e-17,Smithophis,Aquatic burrower,Asian,annelids
Smithophis_linearis,-0.03408262495467027,-0.04615219575683569,0.07554057641136663,0.014591929836440051,0.006801499295601086,0.009858941114172792,-0.007238971753243768,-0.013223855102348973,-0.009300882163543373,0.0077112565809519225,0.006222000119233304,-0.006351331231592094,6.220396020839858e-6,0.005048161191638313,-0.0036429932957820197,0.0028161096608312714,-5.648961935193558e-4,0.00108558879121341,0.0022909547168840833,-0.0022670876918583467,0.0028249350359469613,1.9332156628758788e-4,-0.0013354636842822381,-0.0015980801330255055,-1.256104221049561e-4,-0.0016426295312207996,-0.0011942027565848454,2.595742692510218e-4,-0.0023273843651735026,0.002400340127945352,0.001557334443425376,-0.0025031474942089813,-4.2137341148931263e-4,-1.7573182853098144e-4,6.29953748577876e-4,-4.360574177827428e-4,-3.86855266899544e-5,4.652119833732535e-4,3.402980183859803e-4,-1.7408941054487625e-4,-7.13914115434802e-5,5.419651219663791e-4,-6.306531942683337e-4,8.847859126791643e-5,6.866364311538362e-4,-2.4283651168914187e-4,1.1699931153025386e-4,-4.2131958797408963e-4,-2.981089327483321e-4,-9.155161853788575e-5,-1.3452561993901766e-5,5.486612296925133e-5,3.526895290739176e-4,-1.3745924517425954e-4,-6.309318377084263e-5,-1.1283738960130496e-4,5.692961876197994e-5,-2.1084791686277966e-5,-5.717254282167628e-5,4.270866190931051e-5,-1.835029660049403e-4,-5.351280735065756e-5,1.2137423819146785e-4,-1.7618217491974542e-4,5.813838764878867e-5,-6.841968267585565e-5,1.0311653567136272e-4,1.0916385126204645e-5,-1.1410012761402396e-5,1.3551725583786474e-6,9.0801931945661e-18,-7.697835424647081e-18,-5.421010862427522e-19,6.938893903907228e-18,Smithophis,Aquatic burrower,Asian,unknown
Storeria_dekayi,0.03250750503966343,-0.05892690398825808,0.02039632410654847,0.012188757221691016,0.005668117182095412,0.016431720502654165,0.009819837896709243,0.011319693002294455,0.0045274234024917015,0.0019067249402982852,-0.004271573505145556,-0.006665567792085337,0.005362836120440371,0.0047275452943624854,-7.524701365879994e-4,0.002429764640048671,-0.0012426215300729564,-0.002183343375683727,2.6985156977209066e-4,-0.00223634639541453,-0.0014244949459115606,-0.0019222122586876294,0.0030817311429932014,0.0016471545326101219,-9.432716399546548e-4,-8.333248514681873e-4,0.0012179710272016198,-0.0021571456488905082,-0.0038934987080553626,-0.001095277595040236,2.4367293308673668e-4,-1.638090349015654e-4,-6.470844267614565e-4,-2.4043416609659506e-4,6.728169004676529e-4,-8.917053419386658e-4,8.695216597422784e-4,-1.6120009833983526e-4,2.1849029529761717e-4,-4.007911013485563e-4,9.643986192597278e-4,-0.0010545634661372856,1.2537193662511594e-4,3.688737793822093e-4,4.534305805632079e-4,3.589304051403999e-4,-1.4225286790058294e-4,-8.047669842765957e-6,8.223548732166653e-5,6.750655611363263e-5,1.821042925733598e-5,-1.650949570986605e-4,8.99114502256058e-5,1.7496640667334938e-4,3.6357004524018005e-4,2.2223321976215147e-4,-1.124133798773366e-4,-2.0090461731589205e-4,7.578776836290267e-5,-1.7766862676218636e-4,-2.0277765764903876e-5,1.4828816501053615e-5,-9.983633763425666e-5,-6.571003730218671e-5,2.6824548488819737e-6,1.0438950907684073e-4,-9.200459133310317e-6,-8.655947765728289e-6,3.0181603762930386e-5,-4.2654449640011797e-5,-1.6479873021779667e-17,2.222614453595284e-18,-2.6834003769016235e-18,4.095573706563993e-17,Storeria,Burrowing,American,annelids
Storeria_hidalgoensis,-0.035668777450429935,-0.05143658430821286,0.02388184482353819,0.004361346026144659,0.0027113800967340854,0.020936874207718753,0.013001480291992343,0.0066572475475801815,0.007342655586644991,-0.0021703987720057554,-0.001317164981455845,-0.0027352665931675594,0.0015098921683069247,8.272488343432468e-4,-0.006688855192886057,-0.0016322737826597647,-7.175851031553774e-4,0.0021387272910195427,-0.004573252046686295,-0.0015463900591718917,4.0902510250479765e-4,0.002055955631241053,-0.0011683891950697903,-9.373510674573485e-5,-0.0016549042950728086,-7.825368862081133e-4,8.441599742630227e-4,-2.674014673989839e-4,0.0013651343711985288,9.087806058889715e-5,-8.950548746513589e-5,-6.259538499457184e-4,-6.380274178888497e-4,-3.257156079283087e-4,-7.592567535927133e-5,-2.4402811864151835e-5,-1.4784490842793862e-4,-4.024197537067257e-4,-1.511305266314794e-4,7.865904405992596e-4,6.009929475576199e-4,-1.1091850175567466e-4,2.8772294942972334e-4,-7.025091694719793e-4,2.7425031162941056e-4,4.5424290701498264e-5,-1.4507199403657254e-4,-4.460863733573854e-4,6.874899842556066e-4,-1.7046944639001683e-4,-1.4849855416179276e-4,2.9546920398713667e-4,-4.456352923310814e-6,4.101071339203893e-6,1.0522800772054725e-4,-3.748980746994812e-4,-7.062536022784982e-5,4.725410011652059e-5,-1.7630299978040628e-4,2.4748438717855876e-4,2.7804059284920702e-5,-3.306770977867142e-5,-3.816472159844618e-5,-4.0659701906461466e-6,-9.258174701454332e-5,8.303149623282516e-5,-3.960911688244603e-5,-4.546452446149488e-5,1.0294108569636521e-4,-8.313833358876221e-5,4.553649124439119e-18,2.233456475320139e-17,-7.15573433840433e-18,7.26415455565288e-18,Storeria,Burrowing,American,unknown
