Species,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,Genera,Habit,Origin,Diet
Herpetoreas_pealii,-0.03575198847492442,-0.026863331411953136,-0.0019207969457300234,-0.013604415786358825,-0.00728815111279331,-0.011834032819141443,0.00916801011019947,0.0038244332730138658,0.004680949412917229,0.0072554902586194295,-1.4590129582852e-4,-0.0010632812646597504,-0.0012275184297228922,-0.003388313826186447,-0.0011371015948879973,0.0011886736921809201,-0.0031308358521169592,4.841156257206589e-4,-0.0027623851101411094,5.061806419459085e-4,0.001140045835450835,-1.9491715715265728e-4,-3.0439165882575404e-4,0.0012732860766954581,-3.0775529950343794e-4,4.7305743857966904e-5,5.858028164185075e-4,1.1849105790294186e-4,3.526599927757341e-4,-2.584621633971425e-4,-7.682317155945993e-4,3.4461271744340856e-4,4.3004443311823814e-4,2.818468949462222e-4,3.2042172875773763e-4,1.1372332524069552e-4,-5.186086786168098e-4,4.937725908736036e-4,-7.376584371790761e-4,-7.956958375738828e-4,1.6392944797925444e-4,3.5607625836173715e-4,-0.0010356100921146394,3.783989716555502e-4,-3.850597535725776e-4,-1.2173854877672581e-4,4.205576601237174e-5,3.87210446329508e-4,-7.351146867900718e-5,-1.1983056387230315e-4,1.850448689172027e-5,2.0416545031751306e-4,4.987739988332484e-5,5.5323616107662445e-5,-2.5428840918898806e-4,1.9536661332417334e-5,-2.848631747097251e-5,3.7365134087842316e-5,-6.254938213455567e-5,-1.382336045569056e-4,-6.890580240890491e-5,8.097193490483161e-6,-5.7596470402241826e-5,-4.515021714341619e-5,1.38070385014258e-5,-8.985332820257559e-5,5.913681879379477e-5,9.866401842062686e-5,3.80518334836805e-5,-1.7952166365693364e-5,-2.6129272356900657e-17,9.64939933512099e-18,9.75781955236954e-18,-7.047314121155779e-18,Herpetoreas,Semiaquatic,Asian,unknown
Herpetoreas_platyceps,-0.01641064712858557,0.0168596914519934,-0.01523105454462586,0.007899435505377264,-0.004070828680484641,-0.004422477711791669,0.004176607792954083,-0.0036810357371248026,-0.008745819176459927,-0.0017699308049058684,0.0026825273046275537,-0.0012645433313702905,4.148446808354295e-5,0.0010796469413780435,0.0012597685274577369,0.0018972703113821507,0.00201804666695362,7.619159047738423e-4,0.0012076496782174675,0.0023067213986643614,0.0019054655959210862,-0.0026768336039966994,9.831441056287228e-4,9.663403128752564e-4,0.0010538308382449539,-6.031806782854152e-5,5.605732701362249e-4,0.0014110513940717205,2.918813796962058e-4,-3.5366463461638824e-5,3.843343510144859e-4,-8.699881511925846e-4,3.923971926024047e-4,-2.5914857874015663e-5,-8.248130938343926e-4,-1.9708337437515446e-4,-9.908586362579325e-5,-6.212886603039873e-4,0.0012532931005511674,-5.18046591661754e-4,5.469925159074591e-4,5.224073025051784e-4,4.8266317041714533e-4,-3.8568544861164965e-4,2.790621925006696e-4,4.5652226298033185e-4,-5.357046256423158e-4,-1.241971221538272e-4,-2.038501215585115e-4,8.482341878711521e-5,8.001856110806564e-5,-3.193013061547201e-4,7.103934201501849e-5,-3.507100353103403e-4,5.3734716562908237e-5,-1.6905784349669796e-5,-3.210251016772342e-4,-1.4977508464373727e-4,-2.1463766202613297e-4,2.10351373755439e-4,-2.1375846163681778e-4,1.5769537883963997e-5,-3.217043782573084e-5,-5.549496521886049e-6,-1.3221147365939732e-4,-2.330614124139189e-5,-9.816859279586297e-5,2.3221124053022822e-5,4.211888514863872e-5,7.584561448056774e-5,-2.928701118426469e-17,-2.4909544912854464e-17,-4.553649124439119e-18,7.26415455565288e-18,Herpetoreas,Terrestrial,Asian,lizards
Herpetoreas_sp1,-0.03378394112256174,-0.009809130518599428,-0.01693237282288246,-0.002461506405683701,0.0011333704738785478,-0.009236414843755345,-0.0034085755982314085,0.0025795499034941107,3.3739705435382496e-5,0.0014770739530502548,-0.001118937118122183,4.3244902952000483e-4,-0.007322340608556658,0.003987718109909377,-0.002751732752213827,-0.0016579965037145468,-1.8556387194280195e-5,0.0024936497551383122,0.0016001568294540408,-1.168383117754276e-4,2.0317843449754616e-4,0.0012671265448234614,-1.9902117692718782e-4,9.443055192642722e-4,0.0019645689825503456,-0.001340285706943919,-9.138416143278299e-4,3.702031890167422e-4,0.0011584212471910096,1.4300180221810162e-4,0.001082127502868489,-1.7201360464838442e-4,6.126834226477869e-4,1.9601338605430358e-4,8.956245330030889e-5,-3.601580376984637e-4,7.167739213218098e-4,-2.8229710827522986e-5,-6.688103998587884e-5,-5.083222161252594e-4,-7.634187085548828e-4,9.541091738294314e-5,-1.0359064163729663e-4,5.4349310862005765e-5,-7.160900275824335e-5,1.4557421346958276e-4,7.113206992556767e-4,5.350900715762137e-5,3.9026393533368546e-5,2.467556244492658e-4,-7.731819278877403e-7,-2.899338633933577e-4,-2.666115613690572e-4,-1.7343090224978378e-4,2.0534778253638144e-4,7.68441464333333e-5,-1.497528178490222e-4,4.4003388508418665e-5,-1.1961191608992022e-5,-1.1057396055670442e-4,2.0276560415333125e-5,-1.4031712674773925e-5,1.1045452339349734e-4,-9.698274951453465e-7,-2.0968757634627676e-6,5.636728157137907e-5,-7.151023484727372e-5,-1.680608208633201e-5,2.558977952389998e-5,1.3667896712298344e-5,-6.516055056637882e-17,2.2876665839444144e-17,-1.3660947373317356e-17,5.5294310796760726e-18,Herpetoreas,Terrestrial,Asian,generalist
Herpetoreas_xenura,-0.08295385421787684,-0.00371011982830388,-0.020371977748332878,-0.009629284435795254,0.012574928972412443,-0.00953582604195084,-0.004882631653953146,0.014353764932850161,0.004524298133816112,-0.005449548691025042,-0.008556054433005918,0.0015301473088837217,9.360367153202016e-4,0.00527365291586559,-0.0017705365547035622,6.6044037148742e-4,-0.001087084256185021,0.004655633437416421,0.0026553728963699874,-0.001485345224008654,-0.003173090393660493,0.0014764146281725917,-0.0013753379281814062,0.0012431631618090657,0.0012971181410474776,0.0020086578843743546,9.791520498866797e-4,-6.468952173466908e-5,-0.0014625817505390275,6.93173825943708e-4,2.0581765783429405e-4,-1.6137472756653246e-4,5.794400699565792e-6,0.0013601834949704924,1.2499602458612192e-4,9.559357894682221e-4,1.699581756484732e-4,-2.0101408822945565e-4,-7.58874325557684e-4,9.851490533603605e-5,-4.4572705241290034e-4,3.44576179936134e-4,-5.490188526506233e-4,-3.679320893914472e-4,8.13881606454325e-4,-4.7773327458729056e-4,-6.000399057073187e-5,7.994227991277821e-4,-1.3581585281436954e-5,-5.9370203211107334e-5,4.566897992466741e-5,-7.692272249633489e-5,-3.750263779620413e-4,-2.3285344875701624e-5,9.339569250711374e-5,1.7049121712386277e-4,2.3621467707333902e-4,-3.2741877954905064e-4,-9.297683057554415e-5,4.326615430844767e-5,-1.0014476001445321e-5,-1.1073037901471819e-4,4.7339516752055184e-5,-3.173968456722943e-5,-8.394916157035306e-5,9.335287397526802e-6,-1.0107912980127765e-4,2.1020530376493238e-5,-6.171282130957244e-5,-1.976602272657759e-5,-1.6479873021779667e-17,-4.92227786308419e-17,2.5153490401663703e-17,-3.686287386450715e-17,Herpetoreas,Terrestrial,Asian,generalist
Hydraethiops_melanogaster,-0.03421448283247011,0.07525753491855604,0.022318057381713156,-0.0191890269944061,-0.011022273793751963,-0.010334625524288757,0.0054785271215461034,0.009997186115339635,0.02102957949668048,0.001297336110960587,0.010077182485148942,-0.008568844263172446,-0.004249255969007333,-0.0027538034074768565,-0.0036937510483339327,-9.299383032229171e-4,0.0012362377524317817,4.9369454168544e-4,6.62528216933398e-4,-0.0023690647822376468,6.600536197490928e-4,0.00226976304679078,-0.0024547522716170888,8.202531126467215e-4,0.0011238866925238618,-1.296282541867514e-5,0.002035844787391568,4.940314980793192e-4,7.339625411507904e-4,0.001699993346046893,8.703876147919532e-5,-4.484146549055087e-4,1.597244966408674e-4,0.0012656850880411123,7.247523650415793e-4,-3.798375857308641e-4,2.238274771368081e-4,-1.5734184360386599e-4,1.1459382359809413e-5,-5.74191096477997e-7,-2.4151313455619586e-4,1.447553357646643e-4,-1.1985274260585169e-4,3.167415476945129e-5,5.65308430063645e-4,1.0417746552535991e-4,-3.311175695346017e-4,-2.1075364816349666e-4,3.8908931655120806e-4,-1.4396930466749962e-4,-3.549756813613806e-5,1.9434646844912026e-4,-1.1042527739646378e-4,3.56460870880423e-4,2.4007112898468286e-4,-1.0354942279272145e-4,-5.154802763829888e-4,-2.314110773861093e-4,6.279768117513031e-5,9.73679395427063e-5,4.234887312553782e-6,6.690396810820094e-5,-1.5088244974853027e-5,1.3239334159407864e-4,-1.159123886943007e-4,-8.715208283728163e-5,7.693611655511954e-5,3.073176096533594e-5,-6.133197291730927e-5,2.1478869338228903e-5,1.6130895447510896e-17,1.4704491964334654e-17,-1.8973538018496328e-19,-4.0149361699853836e-18,Hydraetheops,Semiaquatic,African,unknown
Limnophis_bicolor,0.012608941480118076,0.07131053299954791,-0.011606513965283267,0.013194008391089083,-0.007360625693251319,0.005565874358927639,-0.01976493092845463,0.002860897282552846,-0.006740168490684506,-0.005422714098924956,0.010271138836626014,0.0027150832044608776,0.001617189877166242,0.009169729858422604,-0.0015773189132577304,0.001823851466806943,0.002023397098701687,-0.002841029283465993,9.376997149200196e-5,9.306305058049753e-5,6.897869170001333e-4,-1.0634495401650525e-4,0.001721492765468059,-2.978770895557279e-4,-8.772396986311414e-5,1.095475760392e-4,6.730853594140722e-4,0.002153294845542505,1.0836727902064646e-4,-6.350343979363438e-4,2.0533407852399107e-4,-0.0012404923703511167,8.769526455837304e-4,-9.392246733564166e-4,-0.0012163026101009997,-6.104695652965319e-4,0.0011166229455973984,5.981340525787731e-4,-5.320125540819985e-4,-5.86294289944447e-4,2.2722583073213863e-4,2.541897995521509e-4,2.6252498242505015e-4,6.459234215720419e-4,-1.503854515734076e-4,-6.036416810306014e-4,4.244422094466531e-4,1.2054443270570155e-5,3.765233672069075e-4,-3.4573205454934244e-5,9.456088960166283e-5,3.919828154962687e-4,5.7468849429931313e-5,1.9939493530588887e-4,2.993103164998704e-4,-1.6750499873078662e-4,-1.1897364624129802e-4,1.1447073279065122e-4,-1.1969078398647441e-4,-1.8871513881914124e-4,1.1227877858527259e-4,5.3049425118944604e-5,-3.763272638647821e-5,1.0571054195337862e-4,5.690730961443102e-5,-8.77125755786566e-5,-8.55647154917745e-6,1.0163668793857243e-5,-2.022266026023708e-5,-2.7709522136094413e-5,5.041540102057596e-18,2.3418766925686896e-17,-2.2768245622195593e-18,-4.412702842016003e-17,Limnophis ,Aquatic,African,fish
Liodytes_alleni,0.0676353501307422,0.056784391986997786,0.01306502829720267,0.004664109927340191,-0.024235939328631793,0.03337912603838269,0.009040771803079491,-0.0035140625848308765,0.004470245319648934,0.004089047730374306,-3.5912675564421677e-4,-0.0017254041754830864,2.3135709622409414e-4,4.799577207612282e-4,-0.0028982513454734894,0.0019037213090641132,-0.0036410546166691696,0.0033202023071944218,-0.0017592466075996144,5.403349253164748e-4,-0.0011115537982004237,6.815618937527359e-4,8.345001172503192e-4,1.1152074150732242e-4,5.769095751195904e-5,-1.2137608960366203e-4,-5.946141967285723e-4,0.0016984196697323564,4.115822251594361e-4,6.052553213676005e-4,1.0681262523379266e-4,1.5345875277461107e-4,-8.744834337916541e-4,-2.3544245426659525e-4,-6.533371568543367e-4,3.604961784471508e-4,6.624789300812015e-4,-1.909746617532607e-4,-1.2113591038036807e-4,-5.910912732435183e-4,-2.848837418607693e-4,2.306276601237885e-4,2.427572015926672e-4,5.189532904878931e-4,-2.2420153008592865e-4,-3.4795495603847726e-4,1.295466342259206e-4,4.882976871268708e-4,-5.502892671712401e-4,-2.8177912485810976e-4,-6.88510284329501e-5,-4.9544977870262085e-5,-5.671002039348929e-4,6.144619555301643e-5,4.211434734556615e-5,-2.3806391985994662e-4,-1.3801717230684483e-5,-2.9180100134869303e-4,5.1790209784453715e-5,-1.640995908942154e-4,-1.5986971689223393e-5,6.685018809560468e-5,3.275144470923613e-4,-3.699314141347433e-5,-3.2802635571876123e-6,-1.0459353551478664e-5,-2.1161179751862168e-5,2.4670669802336322e-5,1.256844961902261e-4,1.626031896994259e-5,3.2742905609062234e-17,2.0383000842727483e-17,-1.496198998029996e-17,-4.336808689942018e-19,Liodytes,Aquatic,American,crayfish
Liodytes_pygaea,-0.0558150670387387,0.027067853947977515,-0.004168681091113192,3.039826211812444e-4,-7.269674402039205e-4,0.012472151297436515,-0.0038709557676741982,5.7071422042458574e-5,0.01068970299917241,-0.004481163254825612,-0.0010192276755895875,0.005208674586363088,-0.00542696751918098,0.0014096147701936294,0.0026651185358310147,-0.004942991146251448,-3.7754388799315247e-4,0.002231677153564907,-9.723226581807392e-4,-0.0012053392010743572,5.856237342209185e-4,-0.001843679703978346,-0.001238314464667624,5.181076757371499e-4,-8.684988763827668e-4,0.0020055940880178945,4.7726473129975136e-4,3.8170182436479596e-4,1.1637188237576332e-4,8.987567588833673e-6,-6.455060054406979e-5,-8.847080150986222e-5,-1.8168624416924168e-4,-6.617892824640261e-4,-8.522557431578877e-4,-8.756164714633934e-4,4.928093878364175e-4,3.9386465694699567e-4,8.128829607700521e-4,-7.560697407542528e-4,3.6166640373500774e-4,4.554264084272539e-4,-5.663401959619479e-4,-7.593977844998312e-4,4.7049829768257485e-5,-1.409023612801251e-5,9.9863249827603e-5,-1.4129126949628899e-4,-5.732140115033743e-4,-9.902159952806649e-5,5.9601214304819686e-5,1.2049623500408888e-5,1.3775182029063476e-4,9.862177113644188e-5,-1.251485766352072e-4,2.861832498561868e-4,-1.999855436448767e-4,8.933479225376362e-5,-9.618849480029729e-5,-1.2540756732862577e-4,-1.9560267659534964e-4,4.511669452792943e-5,-1.3755123842840828e-4,-2.294406248853806e-4,-9.777865558751307e-5,-3.434020570363593e-5,-1.6424874054002777e-5,9.527723223421595e-5,6.001609865145525e-7,-5.493416086840309e-5,-1.5178830414797062e-18,2.2768245622195593e-17,6.0173220572945496e-18,9.215718466126788e-19,Seminatrix,Aquatic,American,aquatic gen
Liodytes_rigida,-0.0444552685490287,0.08002511858113218,-0.0033642799932024356,0.006639378967929094,-2.860170041300656e-4,0.018726852935455052,0.008051573984264817,-0.0033303720454893396,0.002861803850445439,-0.002015722687478433,0.0032942616550402544,0.0040537557551963005,-0.004118956405748839,-0.003052844685236126,0.005554622198600479,-0.0013022247190630032,0.0011702537465383125,-0.0012713798956743875,3.8092672962086174e-4,-0.002466638301882497,0.001234927942205706,1.585775711129778e-4,5.943570632225405e-5,0.0011898876279713131,-0.003016852618553497,-0.0013222686566696363,-4.8542509442005836e-4,-0.0019836287668319333,-2.1463732419692365e-4,-0.0012730957282459138,2.812739774584247e-4,-3.288567674962881e-4,0.0014175711484314055,2.806923381304058e-4,4.1373537639581375e-4,-2.517619752306213e-4,-4.90927235356131e-4,-0.0011024579278612883,2.583721957839593e-5,4.4841692425636793e-4,1.1690066202219506e-5,8.211860812620498e-4,-2.3242520936960542e-4,-1.1910317774474347e-4,-6.189623755444293e-4,4.0105525928669e-4,7.157546265236107e-5,-3.965852271133698e-4,3.611866059141232e-5,1.9341904867006414e-5,-1.0548834704285478e-4,1.668060798498745e-4,-8.715421829956342e-5,-4.737338334285542e-5,9.160494438748272e-6,-1.5875308889212042e-4,3.979076693516949e-4,-3.0854374005704894e-4,1.4338399425072065e-4,-6.60548720968353e-5,-2.9162548644671147e-4,-1.7474670829831597e-5,-3.94187370827033e-5,2.45208257817601e-6,-5.333298236152634e-5,-5.279899975558365e-5,-2.871707642853523e-5,4.685064891901504e-7,4.466699874999179e-5,-5.302446043233596e-6,9.86623976961809e-18,-2.824346659324739e-17,5.800481622797449e-18,-1.235990476633475e-17,Liodytes,Aquatic,American,crayfish
Lycognathophis_seychellensis,0.04196879882677248,-0.03913513714401445,0.010746770404343277,0.0032753959247642903,-0.0022563727487941035,-0.01465312323995657,0.010377574426910481,-0.0015492216423330393,0.00326410045942244,-0.0038408586474695445,0.0013834849698976862,0.0024200636740412387,-0.0019751285969226693,0.0055282515556365885,0.004175796964775208,-0.0012188426959674585,0.0027059037524018773,-8.440101865454416e-5,2.9284391175579693e-4,-1.1445626401463725e-4,5.345108710338836e-4,7.683656857685603e-5,1.095480094251771e-4,5.445547463721019e-4,8.15003856006132e-4,-0.0024394253118750634,-0.0014931281949231456,2.6374150812684226e-4,5.726297474070121e-4,-8.017561118722846e-4,1.954677337825844e-4,-4.58455925366261e-4,-5.656143940668695e-4,0.0011715756905299735,1.3801273121016284e-5,6.766604326790856e-4,3.0827445801019074e-5,6.943782774588411e-4,-1.9821985657220018e-4,-4.3435120704989625e-4,8.076670263666242e-4,-7.835197471392711e-4,-2.756654144418249e-4,1.5284404668291333e-4,-2.6269335327647853e-4,5.3712595083201876e-5,-5.616607536784606e-4,1.131025061945185e-4,-1.7849219623788953e-4,6.796897350220612e-4,4.0585958332327104e-4,-1.166873205315899e-4,-2.871131168208378e-4,-4.760381312728506e-4,-3.035105038253935e-4,-1.771404848692983e-4,-2.896974861662582e-4,3.584386617612567e-5,-4.4673162891795885e-4,1.5534205949135606e-4,2.7723727657832594e-5,1.2121008905938465e-4,2.619370609584443e-5,-3.8793748010824904e-5,-3.4443045957379174e-5,2.8926539487561666e-5,6.835954847272726e-5,-5.206437207138218e-5,-1.617724081800042e-5,-4.652585231540274e-6,-1.8512752095189988e-17,-3.7947076036992655e-19,2.3960868011929648e-17,-4.391018798566293e-17,Lycognathophis,Terrestrial,African,lizards
Natriciteres_olivacea_1,0.04165491917512755,-0.003601744934704358,-0.010594115382709242,0.005440620284231746,0.010643614254373376,0.010955381867128763,-0.001575869651147799,-0.003178487607804024,-0.006688629600209642,-0.007684619115242518,0.006976080680075091,0.002383445757577885,-0.0026110963877705126,-0.003951702226739562,0.0022161299975183403,-0.004605363888888524,-0.0020813298988469797,0.002475739780593595,-0.002116813033873941,0.0017137952147797944,-0.001621037927096303,9.395508582457257e-4,-3.537379918331641e-4,-0.002538109843119468,0.0015451530839179991,0.004670760351669029,-0.0022974394035085153,0.0014079762823956297,-7.416758639860999e-4,6.645796299432288e-4,6.79108187409611e-4,-4.230228463576938e-4,0.0010523592938514546,8.51374305425821e-5,0.0025676022660610235,-5.675747968741584e-4,-7.12817072569014e-5,2.6124166878088674e-4,-2.339666930800075e-5,5.349067647104267e-4,8.250835749537809e-4,-2.9827195397117654e-4,2.518288347807292e-4,3.782315260567222e-4,3.0806878645671203e-4,4.355439333913913e-5,-4.873074229879778e-4,6.131656099675445e-4,4.923406787644599e-4,-3.1603423184746536e-4,9.760385425831531e-5,2.014020945356214e-5,-1.7792327700035524e-4,1.5499587251921026e-4,-2.887963423924793e-4,-2.767759281275382e-4,1.907649000190843e-4,-5.249021465783565e-5,5.881612208324534e-5,-1.0897695418823292e-4,-1.8331505439937517e-4,-3.2142261217991246e-6,4.01784863263816e-7,9.700594742064156e-7,-2.1116798142221862e-5,2.382356656783428e-5,1.196229323069245e-4,4.8164558176582884e-5,4.279821641947374e-5,9.334916185901833e-7,-3.735076484212563e-17,-8.890457814381136e-18,-9.432558900623889e-18,1.7672495411513722e-17,Natriciteres,Semiaquatic,African,generalist
Natrix_astreptophora,0.0058443654972421275,0.04413931706914578,0.021444365242180765,-0.02209679909427759,0.02387917973472468,0.0030637474253849733,3.494297248245847e-4,-0.012428551385825418,-0.003121772895660542,-0.002202472842300779,-0.0012505239691988446,-0.0028841714500121335,6.65299861639104e-4,0.0019085721113352833,-0.0019103146413922119,-0.0017473169347255297,3.818351453320224e-5,5.639044800426762e-4,-7.244910065407389e-4,-1.2904925906668852e-5,-0.0010961570221861125,0.002163454205687544,0.0018301853288685242,4.5608437637915033e-4,-1.011885551005057e-4,0.001980559574353418,0.0011996682169083616,-0.0015068655385438098,1.7770578816731145e-5,-5.0239689665795546e-5,1.7203028232261222e-4,2.8902201053915733e-5,3.4518612807632384e-4,3.122096991317311e-4,-1.7523275606961904e-4,1.5531448342154182e-4,3.8040150071527886e-4,-2.3869622648119127e-4,-3.216209613315491e-4,2.5988512347853253e-4,1.6516532058361886e-4,1.6649468007894514e-4,-1.8670784931050627e-4,2.9281433235542185e-4,4.48298202535622e-5,1.442801416888154e-4,3.733898001171169e-5,-4.0571694462780575e-4,-1.3837668976623713e-5,1.655458287013727e-4,2.440408929466657e-4,-1.9826555999914914e-5,-3.9252520335586016e-5,-1.3401186893339362e-5,-1.6324796417451008e-4,-7.913123187705117e-5,-3.029255674313376e-5,1.0357337096439292e-4,5.1201065344903926e-5,-2.7978269787647472e-5,1.453748123798319e-4,-6.405560171151188e-5,5.599031962405575e-5,-2.6433873970341595e-5,1.3469937248608045e-7,5.52209496335095e-6,-2.392316761438043e-6,1.0068867342526467e-5,-4.1146841951191426e-5,-4.596494610857901e-5,-5.1445393084437185e-17,3.469446951953614e-18,3.7947076036992655e-18,-5.3830637863905295e-17,Natrix,Semiaquatic,European,generalist
Natrix_cetti,0.01805208608121882,0.047384519498077156,0.027646625619704872,0.001450479153248462,0.014200051047242947,0.004292428626805633,0.009508387594401608,-0.0027344664839406177,-0.0014402048578748192,0.00690694391382504,-0.0030732650132751565,-0.009440697842436143,-0.002437305062152743,-7.09093787361668e-4,-0.004766158967093654,2.3377426249672538e-4,1.41621537856278e-4,-5.543597733457907e-4,0.002251035314452433,0.001800157600808904,-1.8772983546490405e-4,-0.0025910203329868285,-2.4048085831366404e-4,-4.1318827706079736e-4,3.974785030235453e-4,3.4777096262728925e-4,5.962366346225562e-4,2.6582723626193596e-4,-2.856498367125779e-4,-8.221039859728709e-4,8.284068436112185e-5,8.194551580805904e-4,-2.0550548122690384e-4,0.0017577894869077557,-8.46899912896425e-4,7.026146393666402e-4,-1.3197983189537578e-4,2.02997667841697e-4,-4.063101295239775e-4,-2.1323334890378977e-5,3.87207539015959e-4,-6.212918523717698e-4,-5.008858518702602e-4,4.764062963893989e-5,-6.051824187355266e-4,-1.0569253220653194e-4,-6.745213544131211e-4,4.111623076145371e-4,1.5015100417327106e-4,1.4525343204862954e-4,-1.2756285251180592e-4,9.133459405800905e-5,-9.597519007303542e-5,2.7166907689391223e-5,-2.0599961107435442e-4,-7.963350559751325e-5,-2.576852839753876e-4,7.704709371805405e-5,1.22684948120052e-4,6.627543225732832e-5,9.86550189479578e-5,1.7453925336060953e-5,-9.965383847223338e-5,-2.734998303100783e-5,2.02338527317765e-5,-2.2362587165681582e-7,-8.697667057380959e-6,3.1071802877772025e-6,7.188991457937979e-6,-3.583735158322739e-5,2.7321894746634712e-17,1.1709383462843448e-17,-2.2985086056692694e-17,6.5052130349130266e-18,Natrix,Semiaquatic,European,generalist
Natrix_maura_1,-0.061874598191086656,0.06161037402989121,-9.723489571160945e-4,-0.01839470307674937,0.009279489002489451,-0.004344929638755468,9.4885440832507e-4,0.00690901103361972,0.0073477061662693575,-0.0013298606487022093,0.0025629027525023696,0.004248306847491996,0.002419714456943295,-0.0012444752169753113,0.0033315519010220346,0.0016706706621646332,0.0015997268142922377,-4.7170288402013493e-4,8.441951669330806e-4,-0.0015993211855939347,-0.0017064374290626022,-3.3623257744873477e-4,-7.135871496290665e-4,7.976452959388598e-4,-0.0016206627410166872,5.369281891359111e-4,5.434186002275111e-5,-4.86471088643331e-5,-0.001214167791948711,4.5967373797902416e-5,4.014515760967878e-5,-0.001342119226788723,-1.4150015437910724e-5,4.7236816718183617e-4,-1.7874386678037448e-5,-3.5569570902415726e-5,-0.0015382765506594637,2.943660364815721e-4,-3.555931671451795e-6,-3.0699556008928226e-4,-4.099880403883832e-4,-6.47786366596229e-5,-4.702698220476723e-4,-6.028802011352684e-4,-1.6864979342085223e-4,-1.4131795945426093e-4,-3.140589142849069e-4,3.9475125339080464e-4,-1.3983475956478431e-5,2.4340427744497375e-4,2.678057549747222e-4,-2.3319619888190562e-4,2.508660250534556e-4,-2.7419146503130255e-4,5.100054751971895e-4,-2.7992747531035126e-4,1.3126453177072427e-4,-1.0614203386923385e-4,1.551510100457624e-4,-7.115932416799507e-6,2.0474800155537186e-4,4.534111941183642e-5,-4.2359470119389224e-5,-1.3164780606340735e-4,1.5820694553822647e-4,-3.430231854121395e-5,-4.5918940243149774e-5,2.3007822860745107e-5,8.646362426185933e-5,1.4655433025843076e-5,2.257851024201063e-17,2.5912431922403556e-17,-3.848917712323541e-18,-9.540979117872439e-18,Natrix,Semiaquatic,European,aquatic gen
Natrix_natrix,-0.03184102390075461,0.02763839202989068,-0.011737569950219328,-0.002696268641680984,0.022265314025781153,-0.016016583937756467,0.002168903940897575,-0.009142853440860502,-8.780678918002244e-4,0.0032695288488853325,-0.002134624107905672,-1.9682006699821056e-4,9.846474406626678e-4,0.0022259558885231495,-4.411618319434063e-4,0.003344488891706008,0.0012595355045822354,-2.5703503664827363e-4,-0.0012371382302550494,1.4468370748594553e-4,-0.00256320330877302,9.539063930267193e-4,7.814698734783818e-5,0.0010046649846168789,-5.297994099972067e-4,-8.818407526544508e-4,3.9910277097640465e-4,4.764120355366105e-4,3.3419321733960887e-4,8.88206697985601e-4,1.542091141656112e-4,7.96399645982829e-4,4.0356215632411435e-4,2.0855357128624427e-4,-7.365261316042664e-5,6.317288788968789e-4,1.5618747696676796e-4,-6.049968086965248e-4,-3.5808997149233625e-4,-5.867761596728295e-4,5.612533399181436e-4,-5.492769100689115e-4,3.4874014154305104e-4,-1.1166753695784063e-4,4.970941949915873e-4,3.967821921490373e-4,5.822589655222864e-4,-2.4820249366336295e-4,1.3418246278791847e-4,9.069223664824357e-5,-3.1707638230318944e-4,-0.00031671308105074163,2.1106834588232259e-4,4.264357966478627e-5,-2.497794454710062e-4,-5.441585315906232e-5,2.4280019380014314e-4,1.3215260406633012e-5,-2.0901857680955338e-4,-1.430759206822769e-4,5.9437979963802455e-6,-3.627649006357311e-5,3.753986537580721e-5,-7.151269507178091e-5,3.793330163379431e-5,4.878516228483416e-5,6.692361881359685e-5,5.8053602726958405e-5,6.443947783852532e-5,1.053131751929885e-5,-3.458604930228759e-17,-7.643625316022806e-18,3.4450524030726903e-17,3.415236843329339e-18,Natrix,Semiaquatic,European,generalist
