PC,df1,df2,F,p,p_bonferonni
PC1,3,202,8.337871703960223,2.9703450722019647e-5,2.0792415505413754e-4
PC2,3,202,1.5160662586386782,0.2115030579287236,1
PC3,3,202,2.8181905264127898,0.040150894283086394,0.2810562599816048
PC4,3,202,8.060554008723344,4.24458597448189e-5,2.971210182137323e-4
PC5,3,202,3.4874862478453466,0.01674259570401844,0.11719816992812908
PC6,3,202,0.7661178897704599,0.5142440740310763,1
PC7,3,202,2.2156179395052367,0.08748198498859977,0.6123738949201984
