PC,df1,df2,F,p,p_bonferonni
PC1,3,162,4.759015620158825,0.0033052832447726427,0.0231369827134085
PC2,3,162,0.6227707377715991,0.6012506357152196,1
PC3,3,162,1.146589252822614,0.3320593376022687,1
PC4,3,162,6.300937315362108,4.5397426187216084e-4,0.003177819833105126
PC5,3,162,2.769255764304869,0.04346652399665724,0.3042656679766007
PC6,3,162,0.7915246853638687,0.5002606997145036,1
PC7,3,162,2.1138815666263233,0.10051070603207606,0.7035749422245324
