Habit,Taxa1,Taxa2,C1,C2,C3,C4,pC1,pC2,pC3,pC4
Aquatic,Fowlea_asperrimus,Nerodia_sipedon,0.14366441263013996,0.007479960166788556,0.029301511182290282,0.0011011089948326452,0.3069306930693069,0.49504950495049505,0.5544554455445545,0.6138613861386139
Aquatic,Fowlea_asperrimus,Nerodia_taxispilota,0.4008902840167965,0.046511900646132476,0.1446379905974106,0.006846917767772992,0.019801980198019802,0,0.0297029702970297,0.039603960396039604
Aquatic,Fowlea_asperrimus,Paratapinophis_praemaxillaris,0.19750400004411883,0.013843337125570364,0.06932674792930506,0.0020378481552811075,0.2079207920792079,0.2376237623762376,0.297029702970297,0.39603960396039606
Aquatic,Fowlea_asperrimus,Regina_grahami,0,0,0,0,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.9900990099009901
Aquatic,Fowlea_asperrimus,Thamnophis_couchii,0,0,0,0,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.9900990099009901
Aquatic,Fowlea_asperrimus,Thamnophis_rufipunctatus,0.1913064849503351,0.025762701150847805,0.08621874681527195,0.003792472330847074,0.27722772277227725,0.1188118811881188,0.297029702970297,0.32673267326732675
Aquatic,Fowlea_asperrimus,Thamnophis_sumichrasti,0,0,0,0,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.9900990099009901
Aquatic,Fowlea_asperrimus,Thamnophis_validus,0.47988091557080914,0.027428447986799113,0.1039233503789643,0.004037683372521308,0.0297029702970297,0.15841584158415842,0.24752475247524752,0.31683168316831684
Aquatic,Fowlea_asperrimus,Trimerodytes_aequifasciata,0.33344197433914435,0.032225177885260733,0.1387373317868135,0.004743799758064365,0.0297029702970297,0.06930693069306931,0.0891089108910891,0.1782178217821782
Aquatic,Fowlea_asperrimus,Trimerodytes_annularis,0.5660813325763028,0.06526442809819724,0.23671384941864723,0.009607437368531759,0.009900990099009901,0,0.009900990099009901,0.019801980198019802
Aquatic,Fowlea_asperrimus,Trimerodytes_percarinata,0.22368025136876313,0.021907700778184755,0.08567106195289481,0.0032249859417791847,0.13861386138613863,0.06930693069306931,0.1782178217821782,0.2376237623762376
Aquatic,Fowlea_asperrimus,Xenochrophis_trianguligerus_1,0.04679294387471977,0.003955061815189509,0.01686966577096658,0.0020018202068089706,0.4752475247524752,0.4752475247524752,0.5148514851485149,0.5148514851485149
Aquatic,Fowlea_asperrimus,Xenochrophis_trianguligerus_2,0.12126440268303051,0.011907749440920962,0.04799148867654693,0.006027004017208169,0.24752475247524752,0.15841584158415842,0.31683168316831684,0.297029702970297
Aquatic,Fowlea_asperrimus,Xenochrophis_vittatus,0,0,0,0,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.9900990099009901
Aquatic,Fowlea_flavipunctatus_1,Helophis_schoutedeni,0,0,0,0,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.9900990099009901
Aquatic,Fowlea_flavipunctatus_1,Hydraethiops_melanogaster,0,0,0,0,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.9900990099009901
Aquatic,Fowlea_flavipunctatus_1,Limnophis_bicolor,0.0899387676557899,0.006456019418326256,0.030781673922315848,0.002752737943254833,0.36633663366336633,0.38613861386138615,0.42574257425742573,0.42574257425742573
Aquatic,Fowlea_flavipunctatus_1,Liodytes_alleni,0.60719656545171,0.07843401268335745,0.2956262331021184,0.01154610384824313,0.019801980198019802,0,0.009900990099009901,0.009900990099009901
Aquatic,Fowlea_flavipunctatus_1,Liodytes_pygaea,0.0028982774991762605,2.996559744620486e-4,9.45731627825899e-4,4.411171737257599e-5,0.7227722772277227,0.7227722772277227,0.7227722772277227,0.7227722772277227
Aquatic,Fowlea_flavipunctatus_1,Liodytes_rigida,0,0,0,0,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.9900990099009901
Aquatic,Fowlea_flavipunctatus_1,Natrix_tessellata_3,0,0,0,0,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.9900990099009901
Aquatic,Fowlea_flavipunctatus_1,Nerodia_clarkii,0.2989657102458875,0.020384431657299328,0.06906000975817121,0.0030007487408907356,0.10891089108910891,0.22772277227722773,0.38613861386138615,0.46534653465346537
Aquatic,Fowlea_flavipunctatus_1,Nerodia_cyclopion,0,0,0,0,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.9900990099009901
Aquatic,Fowlea_flavipunctatus_1,Nerodia_fasciata,0.6354635505863722,0.08773968662412182,0.2552092755718347,0.012915972276774436,0,0,0,0
Aquatic,Fowlea_flavipunctatus_1,Nerodia_paucimaculata,0.25893457670333087,0.014408046626831483,0.054487828611223026,0.002120977837450664,0.15841584158415842,0.33663366336633666,0.4158415841584158,0.48514851485148514
Aquatic,Fowlea_flavipunctatus_1,Nerodia_rhombifer,0,0,0,0,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.9900990099009901
Aquatic,Fowlea_flavipunctatus_1,Nerodia_sipedon,0,0,0,0,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.9900990099009901
Aquatic,Fowlea_flavipunctatus_1,Nerodia_taxispilota,0.41920658054034876,0.04863698523429594,0.13792573932477606,0.0071597469410079675,0.0297029702970297,0,0.04950495049504951,0.0891089108910891
Aquatic,Fowlea_flavipunctatus_1,Paratapinophis_praemaxillaris,0,0,0,0,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.9900990099009901
Aquatic,Fowlea_flavipunctatus_1,Regina_grahami,0.3279380481818055,0.020707314546982054,0.08305467826542845,0.0030482796429516556,0.10891089108910891,0.2376237623762376,0.3069306930693069,0.49504950495049505
Aquatic,Fowlea_flavipunctatus_1,Thamnophis_couchii,0,0,0,0,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.9900990099009901
