group,obsC,PVals
Aquatic,0.09970702696698411,0.39603960396039606
Aquatic,0.015527045499691578,0
Aquatic,0.05369753419294736,0.06930693069306931
Aquatic,0.0014788490807693324,0.8217821782178217
