Species,Habit,Diet,Origin,Lineage,JL_log10_res,HLRA_log10_res,HLV_log10_res,HWLSL_log10_res,HWFSL_log10_res,HW_log10_res,HHP_log10_res,HH_log10_res,ES_log10_res,EN_log10_res,ED_log10_res,NL_log10_res,EL_log10_res,NN_log10_res,EE_log10_res,BWH_log10_res,BWM_log10_res,BWV_log10_res,MBVL_log10_res,TL_log10_res,DSR_res
Fowlea_flavipunctatus,Aquatic,aquatic generalist,Asian,Asian I,0.08811880360299851,0.08647533713658169,0.06606410816121128,0.07643537838021214,0.15173331524343844,0.07930206157916105,0.10389270052282473,0.12626121294305967,0.07551823735400029,0.08090386051816185,0.09107312168715281,0.12232217468245289,0.1434188170667213,-9.801146602012411e-4,0.07346432695994956,0.1264302770153721,0.12475533321922971,0.12268402513839065,0.1391814071379003,0.14336669627333293,0.23295716707808334
Fowlea_flavipunctatus_1,Aquatic,aquatic generalist,Asian,Asian I,0.09384110529312298,0.11380814207229388,0.07647555762007462,0.08464073289454634,0.15216618194105194,0.09682068160768531,0.12469842430687003,0.15461400505237963,0.07710844683435224,0.08976533730081455,0.10740086262250637,0.12642704221196113,0.1218662522676478,-0.009075619725938762,0.07885088153873657,0.14199982789956353,0.10100182746878994,0.11755789851506188,0.14922049611842786,0.1497076345493868,0.34489281383155945
Fowlea_flavipunctatus_2,Aquatic,aquatic generalist,Asian,Asian I,0.10795267400050074,0.09845593131068896,0.07697029503951416,0.1263722654475772,0.16472490427086262,0.10411978116998191,0.16106182290387638,0.16319144400379462,0.07185253274019038,0.09957191649649594,0.08455703176737737,0.148478293734849,0.12597058938928235,0.0017801609553401163,0.0721784454347513,0.12781267201926186,0.15611332062105218,0.14398151852603758,0.15763551402213793,0.24922049554107975,0.5658267231503185
Fowlea_melanzostus,Aquatic,aquatic generalist,Asian,Asian I,0.044260947779845315,0.05805571568404829,0.04589050267510536,0.07776587995279022,0.028181172863154302,0.07185697856815289,0.07655112522390771,0.07990445437914984,0.034211686139236364,0.06289839474008517,0.027482530604810946,0.08723810775098892,0.08936309195583238,-0.03667134234881337,0.03183108019913914,0.1041840643591544,0.0793154755201508,0.06617494129897751,0.05254105836983076,0.05581771147283975,-0.5260263559012355
Fowlea_piscator_2,Aquatic,aquatic generalist,Asian,Asian I,0.0482302524316979,0.07151481164167744,0.024001860250163914,0.0503993416843513,0.0023754617059254086,0.05021716550268384,0.038543189661971185,0.06556895561869795,0.04505271472829399,0.06854973837011964,0.015306334712981116,0.0757098839272169,0.046125559054124764,-0.06217391599269378,0.04952693632122955,0.05927781032541481,0.05045671376376475,0.08530988027725546,0.02129914899140658,0.10321515268890938,-0.30323111131739683
Fowlea_punctulatus,Aquatic,unknown,Asian,Asian I,-0.003266496137919093,0.029623605240384432,0.02316389929899105,0.04359139099088185,0.011448252611633463,0.028979002287808857,0.014718623996437745,0.0026118964249725544,0.02372236997758351,0.07005881082564618,0.005705804577507726,0.06525999509112795,0.025659760188800496,-0.0013308453325415316,0.04563854979692579,0.046156259921008386,0.056918419820252086,0.05051767239880152,0.009120362229427388,0.07448634364979594,-1.9547017325611735
Fowlea_sanctijohannis,Aquatic,aquatic generalist,Asian,Asian I,0.08227339860377898,0.07925861299959538,0.06714412277835557,0.0669281094905759,0.0515116853942614,0.05989772086022386,0.039877826510870754,0.07785560473106407,0.06903591554075252,0.07926315893476116,0.06757917596649123,0.1415981990993896,0.08932637294460337,-0.019665932795074337,0.06799611135147973,0.028411539842946934,0.030516726823576156,0.048726326084760165,0.04859708849722847,0.1834631232214819,0.3099313805945431
Fowlea_schnurrenbergeri,Aquatic,aquatic generalist,Asian,Asian I,-0.004631672969751401,0.015791009674963725,0.012040585148207954,0.04040399903941996,0.00336429862181416,0.04159377375616117,0.10902115719090225,0.04041820863430903,-0.002039811973189952,0.03194778484347696,-0.02397271725935581,0.015808853307811524,0.0462001798820024,-0.07482951713048641,0.030428501174499953,0.10719460363127975,0.06126233140227804,0.057953546792162865,0.05041392615689951,-0.056585105526005895,-0.4720949009288365
Fowlea_sp2,Aquatic,aquatic generalist,Asian,Asian I,0.04352454243674499,0.06956324285916017,0.041890110744791216,0.12599279126381116,0.01520960786656109,0.12097518145781071,0.09850586088883788,0.0863082663373859,0.05942936437768645,0.0793689041323635,0.018451859287292215,0.10775675475854198,0.08462550524739168,-0.04173072029048676,0.04069776783164164,0.12484708391584506,0.09961655211913543,0.10365593399864496,0.05204074053861258,0.16748385124264395,-0.7187785323006993
Fowlea_tytleri,Aquatic,aquatic generalist,Asian,Asian I,0.05663311708152703,0.09737842437600282,0.0507825603929222,0.09580660658134647,0.04535931617692086,0.08130399118206343,0.08311044042525784,0.09728415446732928,0.06748671345875028,0.09670515707133802,0.04134254410676525,0.09833342381854648,0.09746053691868332,-0.057899089809594705,0.04143500085992736,0.08131360168326919,0.014046391164046735,0.044457826975418176,0.03449391878441475,0.08466696406023072,-0.7434494208206025
Fowlea_yunnanensis,Aquatic,aquatic generalist,Asian,Asian I,0.0540217787758148,0.07305553826612704,0.059253485012804065,0.09115809397544421,0.0333703681890526,0.07563379021214173,0.08643737909202606,0.10796509227038419,0.06502337092158905,0.0834679112712318,0.0748969981291142,0.10364828338440514,0.09583991994710302,0.009281575695662405,0.0247276287372729,0.08230180040603392,0.023960650016403705,0.007960284604453029,-0.01062319338757237,0.13618107178270372,0.1009182591487259
Haldea_striatula,Burrowing,annelids,American,North-Central American,-0.025346364266322433,-0.022562235442271258,-0.03306647428941525,-0.005694988523531301,-0.07000931899610445,-0.016536543428504236,0.027184716231759262,-0.0010402677120026032,0.006350973145284778,0.09341583783940885,-0.03223243374460773,-0.11940109700095973,-0.021856702661739356,-0.15364263907032266,-0.05276475336748732,0.025098583153207187,0.024124158655291404,0.05227778173758505,0.019542591687292953,-0.06666841397205257,0.7044555592261837
Hebius_annamensis,Semiaquatic,unknown,Asian,Asian II,-0.02073270529356341,-0.012643961725740697,-0.03298590762385564,0.03873288951029298,0.03678298410298877,0.027893432729029975,-0.027880184887112698,-0.05658159537324362,0.008132403171005467,0.030836195006681968,-0.17327941399394484,0.05302434794132077,-0.03138250235910652,0.054655275011059046,0.0020457083023685705,0.019226799956101704,-0.07472201226134596,0.024292907066365433,-0.01595087983494658,0.2801526176642545,-2.6679498075930574
Hebius_atemporale_1,Terrestrial,unknown,Asian,Asian II,-0.008441609549232634,-0.009087337591631267,-0.011173757631887524,0.013442958043705683,0.06302573489990541,0.008995085027354728,-0.003257248336788624,-0.03965024683278748,-0.017098809529527054,-0.058736971761597916,0.0479818275917814,0.046616314317867634,0.0025787251835343544,0.1360181273551099,0.04300687788117414,-0.054359705633862346,-0.015871589997720044,-0.006427286820387966,-0.004243258170132546,0.2205695247163324,-0.15359384536512732
Hebius_bitaeniatum_4,Terrestrial,anurans,Asian,Asian II,-0.03123169352468707,-0.03271658673385163,-0.03753407120522137,-0.06201337975122182,-0.017088605732614635,-0.05170345717130154,-0.08541049236228253,-0.08216432831389572,-0.05757833532480963,-0.07804585757056888,0.001125064285287092,-0.060286843250993497,-0.0854858795991677,0.017901572249970625,-0.03316781700021392,-0.10011378002136104,-0.11546528196947516,-0.10241342740016464,-0.09764710721120835,0.10654099583148761,0.2516702579189323
Hebius_boulengeri_2,Terrestrial,unknown,Asian,Asian II,1.9631513620883866e-4,-0.024271044188557165,-0.04788321015225381,0.018865565110896126,-0.03361983760504787,0.021706774267328185,-0.016324636205900564,-0.07992551633677063,-9.18581556812072e-4,-0.016939228404443396,-0.008868905684040772,-0.028986227395087744,-0.08502596508098982,0.04597793610470613,-0.010898100941420548,-0.0649930760716546,-0.052320064013537504,-0.022693272269882696,-0.08901758404469332,NA,0.48662458124360103
Hebius_celabicus,Semiaquatic,unknown,Asian,Asian II,-0.05538342913595003,-0.03177753415868452,-0.04526645963307993,-0.03329254879608756,0.038487785336641794,-0.025299219854652426,-0.04409687511671492,-0.03282940526660664,-0.08510808655839366,-0.08782836879786383,-0.03280412970815503,-0.08117136544182109,-0.09287164628650019,0.05880596112417018,-0.005352758291766344,-0.042647448893770326,-0.06283687418691405,-0.055078005937142606,-0.027063225318902866,-0.00667894584439303,-3.0157830742196223
Hebius_chapaensis,Semiaquatic,unknown,Asian,Asian II,-0.09751578014866188,-0.1003049591233104,-0.08175887253861104,-0.08751919842129192,-0.0530481572826748,-0.09318096906556649,-0.10179977257252787,-0.1471860116698532,-0.0633923659122024,-0.07039753391496889,-0.14177273111283178,-0.10538604639317659,-0.16552191788872403,-0.009534702254712247,-0.04263510257504008,-0.11126872498609959,-0.06489419906933092,-0.04069285040971439,-0.12489162540083672,NA,-2.2014004541404684
Hebius_clerki,Semiaquatic,unknown,Asian,Asian II,-0.024405197942737576,-0.0754368493193294,-0.08023126752638562,-0.06932801328993382,-0.08687706986832527,-0.07000677964594826,-0.08422486403133186,-0.11844925064387239,-0.124969037761147,-0.09627805843904255,-0.028924635571700517,-0.1066727174237082,-0.146620096319865,-0.047962973824967434,-0.050705833291918745,-0.19218574200770291,-0.19154262839068803,-0.10925999787142408,-0.13514312411225682,0.10308548255618064,-0.18006960303154487
Hebius_craspedogaster_2,Semiaquatic,anurans,Asian,Asian II,-0.010013463393170986,-0.019120115283314393,-0.045231285192789225,-0.06800960128041597,-0.0010840080706804988,-0.04835960859218733,-0.05816845689793578,-0.032505880360572136,-0.023502441800103246,-0.08645460733007647,0.11749838430409668,0.00818844037640673,-0.004462718899705559,0.07160305504631959,-0.005843723657517076,-0.13283835006563624,-0.06150263376088165,-0.07788089818325747,-0.12865490504196692,0.19403225060977403,0.7969516940770465
Hebius_flavifrons,Semiaquatic,generalist,Asian,Asian II,0.02349229859980876,-0.00524148037084899,0.0071422980365293464,0.002639722118518581,0.03143493668636583,0.011353078901109676,-0.009954697964938697,-0.0077999007322393865,0.025514962077681662,0.02814435321457748,0.12412885778869079,0.04867374843520484,0.049237002592429496,0.07958390713146721,0.054920943593992744,-0.08108357044730179,-0.06538105789080333,-0.05902132177354543,-0.005379720449167108,0.2908006509324805,1.4110454024056027
Hebius_groundwateri,Semiaquatic,unknown,Asian,Asian II,-0.009425908605990711,-0.0391399024223571,-0.006895577142602119,0.020158335349726178,-0.046551752095770185,-0.0018448840003044507,-0.09185784715286192,-0.08812383106863027,0.020028180672583943,0.03195925635084002,-0.09021898526690249,0.04206353197917502,-0.04730708488040081,0.08429981526920756,-0.015788786098598354,-0.026881055555308342,0.023011599809923008,-0.021286789778306253,-0.018794596600912802,0.3492190094606036,1.5283356288522851
Hebius_inas,Semiaquatic,unknown,Asian,Asian II,0.012422872637628162,0.0036301031407833316,-0.009104836153685188,-0.010076107279641202,-0.0174191673865189,0.011148197392388693,-0.04391585009050032,-0.04865025995619702,0.006084486826712815,-0.014522081839341863,0.05714913906902749,-0.02653783857798923,-0.05443183238646693,0.05339796089465415,-0.02106429652204133,-0.0727655947634512,-0.1049596616762481,-0.053999006857296195,-0.10563188770865105,0.2770928375724783,0.9446908927041922
Hebius_johannis,Semiaquatic,fish,Asian,Asian II,-0.038236674947857936,-0.04379656749881527,-0.06464375033894902,-0.031944680291813445,-0.013722105261531514,-0.037201640800031854,-0.05090789608726675,-0.060725194033241024,-0.04530819577615486,-0.03585851947710497,-0.0465514481934132,-0.015795729424735762,-0.0985058688554381,-0.023310963937421627,-0.05519472622000192,-0.06944681937177671,-0.025399255564600653,-0.07227075724905091,-0.0984072785997108,NA,-0.08460563202169297
Hebius_khasiense_1,Semiaquatic,generalist,Asian,Asian II,-0.030407645556065,-0.03793529157480578,-0.04482111946415371,-0.048882302987204744,-0.05056163348998181,-0.03677736868122337,-0.0767949097465918,-0.08900448087415046,-0.05113866579142542,-0.042447871518324055,-8.732677614076013e-4,-0.04406733669029336,-0.09494354854250067,0.010807307919253184,-0.044154279670108404,-0.11834604274627308,-0.10398244124887351,-0.08348602603716497,-0.09444246393194265,0.2291446793543026,0.9603669682985728
Hebius_metusium,Semiaquatic,unknown,Asian,Asian II,-0.07881156084646024,-0.07162026835054801,-0.09731493373565335,-0.1318288514019237,-0.08318527185364849,-0.13436718086054064,-0.11644444410810884,-0.11738477709808359,-0.07309213307639978,-0.06467312658707029,-0.020175597123228327,-0.1367297079354375,-0.11610280099479016,-0.01719346232446452,-0.08576518237100285,-0.1274947442019297,-0.11143372265828903,-0.0010930010755482687,-0.1009785082334128,0.07799679188917104,-2.3545830267286036
Hebius_modestum,Terrestrial,anurans,Asian,Asian II,-0.008480061027549772,-0.014835272735974677,-0.023353428537517453,-0.013668978226687183,-0.02241031787699541,-0.0029026760478293202,-0.03469587935783901,-0.05115254145573995,-0.026834712505379905,-0.006545125495405488,-0.03679200694819254,0.009441584912948811,-0.04930266232912759,0.04107048617232372,-0.024139417047205174,-0.053105245680801896,-0.0279902328874073,-0.009070131020637301,-0.054726687221011934,0.20844335503432668,0.6198826425639073
Hebius_octolineatum_3,Terrestrial,anurans,Asian,Asian II,-0.014390997788677624,-0.024950152775267073,-0.021622297765095538,-0.033972061345617616,-2.7320689322454e-4,-0.023503166252196214,-0.04067008181487832,-0.022056300072691215,-0.016885823987805228,-0.03245601009095764,0.02174463277648824,-1.4302128883705783e-4,-0.028191206227782376,5.187099379723313e-5,-0.02774351459195096,-0.05561154746203684,-0.06764554888784612,-0.03425524586489555,-0.05807077583286055,0.028104436875366467,0.18368635975545466
Hebius_optatum_1,Semiaquatic,fish,Asian,Asian II,-0.028235387955863507,-0.026377302972346944,-0.034483746482418066,-0.14372441968117355,-0.055669635500858475,-0.12881182987534714,-0.1050228265984616,-0.07848047282974106,-0.029541650501121477,-0.05810265743216898,0.09714926691521009,-0.04616239511178373,-0.0808939786006453,0.02563248304633352,-0.001158773164492859,-0.20775880243437186,-0.12224601339714004,-0.12571373157835006,-0.14367072391985058,NA,0.5135917063098935
Hebius_parallelum,Semiaquatic,generalist,Asian,Asian II,-0.008293787062521237,-0.018865259413410756,-0.028683875417393444,-0.03717454148273638,0.021699649278681808,-0.041637841480846774,-0.031689774839116565,8.992528893564605e-4,-0.01600547757408879,-0.027013663915820486,0.03605471727082224,0.05004137920006508,-0.004182589310413603,0.014501883610410696,-0.026266660947211317,-0.04472042400880257,-0.0809869188215207,-0.06273557798378225,-0.0653836597665047,0.031736824302863044,0.6435266369484016
Hebius_petersi,Semiaquatic,lizards,Asian,Asian II,0.01341239317937845,0.00770168646529828,-0.003180495084552996,-0.062038244768453335,0.04001900699229306,-0.01628898376691034,-0.00996859635610472,0.008265376783642347,0.02298284510573892,0.0076142302183114935,0.11093080972171378,0.022530733858312172,0.05374501177985312,0.07766566300612551,0.028609313215016516,-0.07836847205085261,-0.04451206503639566,-0.04849206056249618,-0.036934888704142736,0.20036311346925886,0.5490921952440704
Hebius_pryeri_2,Semiaquatic,generalist,Asian,Asian II,-0.06258903901679008,-0.07352009136618622,-0.07599872201440358,-0.0941561877034364,-0.1313637419146897,-0.09937844445785901,-0.11383554080271052,-0.07064795987171213,-0.041786676315542115,-0.02178890079353703,0.016618464484221794,-0.17749734444084958,-0.1065974098945819,-0.06715568947372971,-0.017547063003362662,-0.1297037040446592,-0.10360562220904376,-0.1391260993293868,-0.08531136027612994,0.1926642899172803,-0.7806684035583736
Hebius_sanguinea,Semiaquatic,unknown,Asian,Asian II,7.362141746303563e-4,-0.07605249541902678,-0.04281310023422042,-0.05418830819144598,-0.03636999733865709,-0.060546523518360415,-0.04785181482314463,-0.12233676418697306,-0.04682522140626332,-0.035141880834003505,-0.03517333957546462,-0.047695798477455247,-0.14541265576308246,-0.023960210771355815,-0.07579924785542312,-0.08134255864501092,-0.08487917705261061,-0.10009343480480913,-0.11886748557046359,0.16641470462049504,0.3554949022192321
Hebius_sarasinorum,Semiaquatic,lizards,Asian,Asian II,0.11537259446664966,0.10183422211224809,0.06479618622868123,0.10854195117788641,0.1718626290847294,0.10605567220221149,0.07863911608678696,0.10325838816848762,0.09128185580156771,0.05001776477724555,0.2164086229766419,0.1570640636339513,0.1267402692721006,0.14804772932106847,0.12548902522593466,0.07296553369327771,0.015263464656066133,0.05325408093294738,0.03540539661994719,0.10251410429391343,-1.4596839363343277
Hebius_sarawacensis,Semiaquatic,generalist,Asian,Asian II,-0.010627264143577154,-0.04296740977883948,-0.06739280090493588,-0.12549933281649908,-0.020220492813598317,-0.05804995544568168,-0.07495615027834181,-0.02092472532600582,-0.05760162225550928,-0.019898727514540762,0.12496398565888797,-0.06319333864001621,0.0518115005302769,-0.001053844629555665,-0.03559619544320276,-0.13327324960098078,-0.15874120310262094,-0.056234833519004164,-0.08477912796768204,0.12153764423530179,-2.0610109294495502
Hebius_sauteri_1,Terrestrial,generalist,Asian,Asian II,-0.007513487450077318,0.025383423537941128,-0.010665603315139646,0.026821678182860596,0.015294718114765272,0.019273814862001616,0.0013889083127436768,0.008331821979970632,-0.012572055096994824,-0.05635676032801432,0.07098880356954701,0.004626111310796736,0.03306654725379754,0.048445470113466255,0.015403931363395865,0.003056850946740383,0.01645171410109843,0.03235640321842258,-0.012187455045052017,0.22697607071316495,-0.3280792175443935
Hebius_venningi_2,Semiaquatic,anurans,Asian,Asian II,-0.0813239690820844,-0.07374281779436519,-0.07802831873174546,-0.05631062958615067,-0.07573799284313688,-0.05719780661301231,-0.0908540049850867,-0.1496197109028141,-0.04595318871565442,-0.057222233816497874,-0.10624848208238422,-0.06696110438622774,-0.13635177329676013,0.017590152731000414,-0.08250414455939925,-0.11534397742142263,-0.11737013764501701,-0.030143083020821318,-0.10607484157577107,0.23110342671392647,-1.9082663879828594
Hebius_vibakari_1,Terrestrial,generalist,Asian,Asian II,0.010013725215160307,-0.01889717882816263,0.0090974576046880945,-0.030404488648921604,0.031066004285925215,-0.02995239496047783,-0.02853361305046211,-0.05007164568387539,0.0019088629626139277,-0.058548511316659654,0.028043503570851707,4.613180143826015e-4,-0.01663573442207656,0.058438913030367565,-0.010118170368798748,0.00655226305649482,-0.07268475413650137,0.0538987230485765,-0.09381792796698155,0.08408934784348991,1.1704811898403087
