Species,Habit,Diet,Origin,Lineage,JL_log10_res,HLRA_log10_res,HLV_log10_res,HWLSL_log10_res,HWFSL_log10_res,HW_log10_res,HHP_log10_res,HH_log10_res,ES_log10_res,EN_log10_res,ED_log10_res,NL_log10_res,EL_log10_res,NN_log10_res,EE_log10_res,BWH_log10_res,BWM_log10_res,BWV_log10_res,MBVL_log10_res,TL_log10_res,DSR_res
Aspidura_brachyorrhos,Burrowing,annelids,Asian,Asian III,-0.05238559158091776,-0.06436989765789167,-0.01665825095194834,-0.0712889272775094,-0.27136179089704426,-0.08169833403321065,-0.007614749012007987,-0.02900974578493081,-0.01891799464415614,0.11155225883895827,-0.25400463606478607,-0.25415008914380643,-0.12043788051369043,-0.2175271154375118,-0.07464192777701702,0.03344150776332822,-0.008498613230518018,0.023502203070201122,-0.015698898637629834,-0.2491956563915058,-0.2809602117161216
Aspidura_ceylonensis,Burrowing,annelids,Asian,Asian III,-0.13526991821487155,-0.10674415003728821,-0.07387708495890291,-0.13864781531934095,-0.2768242947300813,-0.15445868418520267,-0.09705180313953338,-0.1281844183410813,-0.07213661118673179,0.01404870949196903,-0.2291609918840103,-0.27941290673510416,-0.1515687869532719,-0.20675916959026353,-0.12227065072126761,-0.07603939779016294,-0.13693791742745548,-0.03821395339113464,-0.10515678858711072,-0.12234071433472508,-0.8236252781171101
Aspidura_copei,Burrowing,unknown,Asian,Asian III,0.04838036664297973,0.0743380981931771,0.0438127123822896,0.01779338873962727,-0.25100741559411227,0.009238216618538969,0.04196752375764881,0.08615597281513318,0.0654765180895059,0.20626053346430623,-0.15297888607607973,-0.22346398594706052,-0.11991153074841238,-0.38924083553030464,-0.04701470676323197,0.08991526739536936,0.0629920978943825,0.058253540183200586,0.017602747876029744,-0.14107806404787937,-1.0581283234635157
Aspidura_drummondhayi,Burrowing,annelids,Asian,Asian III,0.028136421157509757,0.03422640168538853,0.009172277618402697,0.01902302550289496,-0.41391377223574344,0.024548947634448634,0.05511806522809104,0.08148438612055894,0.07554930308278476,0.17587160713859554,-0.17703118609488178,-0.3066184139526628,-0.11359751939609347,-0.36592786747296874,-0.1293725116771407,0.12426016511865892,0.12352732973210437,0.14401728991460494,0.03397008044088057,-0.23943180021855598,-1.3475759634728277
Aspidura_guentheri,Burrowing,annelids,Asian,Asian III,0.0024098186875687612,0.034819789374435445,0.028127901646746247,0.047811698768145706,-0.3081314408788883,0.05783415743047818,0.09933190475276447,0.09377552986925479,0.026328312924728186,0.1418843753254843,-0.1762186611114779,-0.1497011068314556,-0.04225445434466172,-0.2923636888998,-0.07123611332930094,0.15424149275734986,0.11349903740829195,0.1593153698784513,0.049799755832782455,-0.13633966806550404,1.9534583118684348
Aspidura_trachyprocta,Burrowing,annelids,Asian,Asian III,-0.05188684493163066,-0.03985496368549341,-0.017225576617464135,-0.06053330116992103,-0.35428531942548885,-0.064453108825262,0.012075039720396134,-0.009157627226613702,-0.03426156348007819,0.10512579369732977,-0.2069937080750868,-0.3166169001789254,-0.1297939292839227,-0.31478814462007987,-0.10896023603202484,0.06265372803243126,0.03980483767260435,0.0411172546958598,0.015321144587280887,-0.43969083824942023,-2.549824945516008
Atretium_schistosum_2,Aquatic,aquatic generalist,Asian,Asian I,0.003248193341044395,0.02340544036834963,0.024307919979021125,0.02629148086884982,0.011780108667110099,0.027988564011175287,0.009308473141792608,0.030675543746478098,-0.039508720157681254,-0.035997008562410907,0.003373122239899555,0.060776303941862175,0.007553712047496279,-0.07059174205037073,0.021061373942954167,0.03488392134108249,0.020406489393470353,0.06435434363143527,0.022275653489567043,0.08031342717494094,0.08813434008079254
Blythia_reticulata,Burrowing,annelids,Asian,Asian I,-0.07396399743682315,-0.07201587793557286,-0.032344636799433175,-0.08461590200700184,-0.23645019066922854,-0.08975696076332523,-0.05068884590175533,-0.07513416525497929,-0.06262275952188061,0.025114745141331045,-0.19172948918081406,-0.30260643090099626,-0.15827656995263636,-0.09279226463405116,-0.06903707041024662,-0.011538150341586222,-0.019999895321737557,-0.0030328350847547265,-0.04537682405939321,-0.30157705003663643,-4.772216908659732
Clonophis_kirtlandii,Semiaquatic,generalist,American,North-Central American,-0.010416041675182824,-0.0053120476954728975,0.005480376617222597,0.008439130145166767,0.11988292909584329,-0.006142858877193563,0.0020520121324784577,0.015722600425848478,-0.02830056585786332,-0.03912913167091465,-0.02550244387434842,0.03841141290051275,-0.002686566774825071,0.1130919404596577,0.004541975416472411,0.06771222937658915,0.08591190386918464,0.10327763054984569,0.08341318698425354,-0.04861749348695312,0.8422354721954636
Fowlea_asperrimus,Aquatic,aquatic generalist,Asian,Asian I,0.10292444825657135,0.11761235872260072,0.09933769786917812,0.13384954949930675,0.05791959284785899,0.13101088564111385,0.11148543826173253,0.14670378902601683,0.10952353513124173,0.1421236960456063,0.07399758594230244,0.15343879925194773,0.15800289565887718,0.045314695957030277,0.10029212591078125,0.14037708841541904,0.11728333208828201,0.07418464217593683,0.08324321483987794,0.13143589606230463,0.010098498658165858
