Taxa1,Taxa2,Habit
Helophis_schoutedeni,Thamnophis_sumichrasti,Aquatic
Helophis_schoutedeni,Thamnophis_validus,Aquatic
Helophis_schoutedeni,Trimerodytes_aequifasciata,Aquatic
Helophis_schoutedeni,Trimerodytes_annularis,Aquatic
Helophis_schoutedeni,Trimerodytes_percarinata,Aquatic
Helophis_schoutedeni,Xenochrophis_cerasogaster,Aquatic
Helophis_schoutedeni,Xenochrophis_trianguligerus_1,Aquatic
Helophis_schoutedeni,Xenochrophis_trianguligerus_2,Aquatic
Helophis_schoutedeni,Xenochrophis_vittatus,Aquatic
Hydraethiops_laevis,Liodytes_alleni,Aquatic
Hydraethiops_laevis,Liodytes_pygaea,Aquatic
Hydraethiops_laevis,Liodytes_rigida,Aquatic
Hydraethiops_laevis,Natrix_tessellata_3,Aquatic
Hydraethiops_laevis,Nerodia_clarkii,Aquatic
Hydraethiops_laevis,Nerodia_cyclopion,Aquatic
Hydraethiops_laevis,Nerodia_erythrogaster,Aquatic
Hydraethiops_laevis,Nerodia_fasciata,Aquatic
Hydraethiops_laevis,Nerodia_floridana,Aquatic
Hydraethiops_laevis,Nerodia_harteri,Aquatic
Hydraethiops_laevis,Nerodia_paucimaculata,Aquatic
Hydraethiops_laevis,Nerodia_rhombifer,Aquatic
Hydraethiops_laevis,Nerodia_sipedon,Aquatic
Hydraethiops_laevis,Nerodia_taxispilota,Aquatic
Hydraethiops_laevis,Paratapinophis_praemaxillaris,Aquatic
Hydraethiops_laevis,Regina_grahami,Aquatic
Hydraethiops_laevis,Regina_septemvittata,Aquatic
Hydraethiops_laevis,Thamnophis_couchii,Aquatic
Hydraethiops_laevis,Thamnophis_rufipunctatus,Aquatic
Hydraethiops_laevis,Thamnophis_sumichrasti,Aquatic
Hydraethiops_laevis,Thamnophis_validus,Aquatic
Hydraethiops_laevis,Trimerodytes_aequifasciata,Aquatic
Hydraethiops_laevis,Trimerodytes_annularis,Aquatic
Hydraethiops_laevis,Trimerodytes_percarinata,Aquatic
Hydraethiops_laevis,Xenochrophis_cerasogaster,Aquatic
Hydraethiops_laevis,Xenochrophis_trianguligerus_1,Aquatic
Hydraethiops_laevis,Xenochrophis_trianguligerus_2,Aquatic
Hydraethiops_laevis,Xenochrophis_vittatus,Aquatic
Hydraethiops_melanogaster,Liodytes_alleni,Aquatic
Hydraethiops_melanogaster,Liodytes_pygaea,Aquatic
Hydraethiops_melanogaster,Liodytes_rigida,Aquatic
Hydraethiops_melanogaster,Natrix_tessellata_3,Aquatic
Hydraethiops_melanogaster,Nerodia_clarkii,Aquatic
Hydraethiops_melanogaster,Nerodia_cyclopion,Aquatic
Hydraethiops_melanogaster,Nerodia_erythrogaster,Aquatic
Hydraethiops_melanogaster,Nerodia_fasciata,Aquatic
Hydraethiops_melanogaster,Nerodia_floridana,Aquatic
Hydraethiops_melanogaster,Nerodia_harteri,Aquatic
Hydraethiops_melanogaster,Nerodia_paucimaculata,Aquatic
Hydraethiops_melanogaster,Nerodia_rhombifer,Aquatic
Hydraethiops_melanogaster,Nerodia_sipedon,Aquatic
Hydraethiops_melanogaster,Nerodia_taxispilota,Aquatic
Hydraethiops_melanogaster,Paratapinophis_praemaxillaris,Aquatic
Hydraethiops_melanogaster,Regina_grahami,Aquatic
Hydraethiops_melanogaster,Regina_septemvittata,Aquatic
Hydraethiops_melanogaster,Thamnophis_couchii,Aquatic
Hydraethiops_melanogaster,Thamnophis_rufipunctatus,Aquatic
Hydraethiops_melanogaster,Thamnophis_sumichrasti,Aquatic
Hydraethiops_melanogaster,Thamnophis_validus,Aquatic
Hydraethiops_melanogaster,Trimerodytes_aequifasciata,Aquatic
Hydraethiops_melanogaster,Trimerodytes_annularis,Aquatic
Hydraethiops_melanogaster,Trimerodytes_percarinata,Aquatic
Hydraethiops_melanogaster,Xenochrophis_cerasogaster,Aquatic
Hydraethiops_melanogaster,Xenochrophis_trianguligerus_1,Aquatic
Hydraethiops_melanogaster,Xenochrophis_trianguligerus_2,Aquatic
Hydraethiops_melanogaster,Xenochrophis_vittatus,Aquatic
Limnophis_bangweolicus,Liodytes_alleni,Aquatic
Limnophis_bangweolicus,Liodytes_pygaea,Aquatic
Limnophis_bangweolicus,Liodytes_rigida,Aquatic
Limnophis_bangweolicus,Natrix_tessellata_3,Aquatic
Limnophis_bangweolicus,Nerodia_clarkii,Aquatic
Limnophis_bangweolicus,Nerodia_cyclopion,Aquatic
Limnophis_bangweolicus,Nerodia_erythrogaster,Aquatic
Limnophis_bangweolicus,Nerodia_fasciata,Aquatic
Limnophis_bangweolicus,Nerodia_floridana,Aquatic
Limnophis_bangweolicus,Nerodia_harteri,Aquatic
Limnophis_bangweolicus,Nerodia_paucimaculata,Aquatic
Limnophis_bangweolicus,Nerodia_rhombifer,Aquatic
Limnophis_bangweolicus,Nerodia_sipedon,Aquatic
Limnophis_bangweolicus,Nerodia_taxispilota,Aquatic
Limnophis_bangweolicus,Paratapinophis_praemaxillaris,Aquatic
Limnophis_bangweolicus,Regina_grahami,Aquatic
Limnophis_bangweolicus,Regina_septemvittata,Aquatic
Limnophis_bangweolicus,Thamnophis_couchii,Aquatic
Limnophis_bangweolicus,Thamnophis_rufipunctatus,Aquatic
Limnophis_bangweolicus,Thamnophis_sumichrasti,Aquatic
Limnophis_bangweolicus,Thamnophis_validus,Aquatic
Limnophis_bangweolicus,Trimerodytes_aequifasciata,Aquatic
Limnophis_bangweolicus,Trimerodytes_annularis,Aquatic
Limnophis_bangweolicus,Trimerodytes_percarinata,Aquatic
Limnophis_bangweolicus,Xenochrophis_cerasogaster,Aquatic
Limnophis_bangweolicus,Xenochrophis_trianguligerus_1,Aquatic
Limnophis_bangweolicus,Xenochrophis_trianguligerus_2,Aquatic
Limnophis_bangweolicus,Xenochrophis_vittatus,Aquatic
Limnophis_bicolor,Liodytes_alleni,Aquatic
Limnophis_bicolor,Liodytes_pygaea,Aquatic
Limnophis_bicolor,Liodytes_rigida,Aquatic
Limnophis_bicolor,Natrix_tessellata_3,Aquatic
Limnophis_bicolor,Nerodia_clarkii,Aquatic
Limnophis_bicolor,Nerodia_cyclopion,Aquatic
Limnophis_bicolor,Nerodia_erythrogaster,Aquatic
Limnophis_bicolor,Nerodia_fasciata,Aquatic
Limnophis_bicolor,Nerodia_floridana,Aquatic
Limnophis_bicolor,Nerodia_harteri,Aquatic
Limnophis_bicolor,Nerodia_paucimaculata,Aquatic
Limnophis_bicolor,Nerodia_rhombifer,Aquatic
Limnophis_bicolor,Nerodia_sipedon,Aquatic
Limnophis_bicolor,Nerodia_taxispilota,Aquatic
Limnophis_bicolor,Paratapinophis_praemaxillaris,Aquatic
Limnophis_bicolor,Regina_grahami,Aquatic
Limnophis_bicolor,Regina_septemvittata,Aquatic
Limnophis_bicolor,Thamnophis_couchii,Aquatic
Limnophis_bicolor,Thamnophis_rufipunctatus,Aquatic
Limnophis_bicolor,Thamnophis_sumichrasti,Aquatic
Limnophis_bicolor,Thamnophis_validus,Aquatic
Limnophis_bicolor,Trimerodytes_aequifasciata,Aquatic
Limnophis_bicolor,Trimerodytes_annularis,Aquatic
Limnophis_bicolor,Trimerodytes_percarinata,Aquatic
Limnophis_bicolor,Xenochrophis_cerasogaster,Aquatic
Limnophis_bicolor,Xenochrophis_trianguligerus_1,Aquatic
Limnophis_bicolor,Xenochrophis_trianguligerus_2,Aquatic
Limnophis_bicolor,Xenochrophis_vittatus,Aquatic
Liodytes_alleni,Natrix_tessellata_3,Aquatic
Liodytes_alleni,Paratapinophis_praemaxillaris,Aquatic
Liodytes_alleni,Trimerodytes_aequifasciata,Aquatic
Liodytes_alleni,Trimerodytes_annularis,Aquatic
Liodytes_alleni,Trimerodytes_percarinata,Aquatic
Liodytes_alleni,Xenochrophis_cerasogaster,Aquatic
Liodytes_alleni,Xenochrophis_trianguligerus_1,Aquatic
Liodytes_alleni,Xenochrophis_trianguligerus_2,Aquatic
Liodytes_alleni,Xenochrophis_vittatus,Aquatic
Liodytes_pygaea,Natrix_tessellata_3,Aquatic
Liodytes_pygaea,Paratapinophis_praemaxillaris,Aquatic
Liodytes_pygaea,Trimerodytes_aequifasciata,Aquatic
Liodytes_pygaea,Trimerodytes_annularis,Aquatic
Liodytes_pygaea,Trimerodytes_percarinata,Aquatic
Liodytes_pygaea,Xenochrophis_cerasogaster,Aquatic
Liodytes_pygaea,Xenochrophis_trianguligerus_1,Aquatic
Liodytes_pygaea,Xenochrophis_trianguligerus_2,Aquatic
Liodytes_pygaea,Xenochrophis_vittatus,Aquatic
Liodytes_rigida,Natrix_tessellata_3,Aquatic
Liodytes_rigida,Paratapinophis_praemaxillaris,Aquatic
Liodytes_rigida,Trimerodytes_aequifasciata,Aquatic
Liodytes_rigida,Trimerodytes_annularis,Aquatic
Liodytes_rigida,Trimerodytes_percarinata,Aquatic
Liodytes_rigida,Xenochrophis_cerasogaster,Aquatic
Liodytes_rigida,Xenochrophis_trianguligerus_1,Aquatic
Liodytes_rigida,Xenochrophis_trianguligerus_2,Aquatic
Liodytes_rigida,Xenochrophis_vittatus,Aquatic
Natrix_tessellata_3,Nerodia_clarkii,Aquatic
Natrix_tessellata_3,Nerodia_cyclopion,Aquatic
Natrix_tessellata_3,Nerodia_erythrogaster,Aquatic
Natrix_tessellata_3,Nerodia_fasciata,Aquatic
Natrix_tessellata_3,Nerodia_floridana,Aquatic
Natrix_tessellata_3,Nerodia_harteri,Aquatic
Natrix_tessellata_3,Nerodia_paucimaculata,Aquatic
Natrix_tessellata_3,Nerodia_rhombifer,Aquatic
Natrix_tessellata_3,Nerodia_sipedon,Aquatic
Natrix_tessellata_3,Nerodia_taxispilota,Aquatic
Natrix_tessellata_3,Paratapinophis_praemaxillaris,Aquatic
Natrix_tessellata_3,Regina_grahami,Aquatic
Natrix_tessellata_3,Regina_septemvittata,Aquatic
Natrix_tessellata_3,Thamnophis_couchii,Aquatic
Natrix_tessellata_3,Thamnophis_rufipunctatus,Aquatic
Natrix_tessellata_3,Thamnophis_sumichrasti,Aquatic
Natrix_tessellata_3,Thamnophis_validus,Aquatic
Natrix_tessellata_3,Trimerodytes_aequifasciata,Aquatic
Natrix_tessellata_3,Trimerodytes_annularis,Aquatic
Natrix_tessellata_3,Trimerodytes_percarinata,Aquatic
Natrix_tessellata_3,Xenochrophis_cerasogaster,Aquatic
Natrix_tessellata_3,Xenochrophis_trianguligerus_1,Aquatic
Natrix_tessellata_3,Xenochrophis_trianguligerus_2,Aquatic
Natrix_tessellata_3,Xenochrophis_vittatus,Aquatic
Nerodia_clarkii,Paratapinophis_praemaxillaris,Aquatic
Nerodia_clarkii,Trimerodytes_aequifasciata,Aquatic
Nerodia_clarkii,Trimerodytes_annularis,Aquatic
Nerodia_clarkii,Trimerodytes_percarinata,Aquatic
Nerodia_clarkii,Xenochrophis_cerasogaster,Aquatic
Nerodia_clarkii,Xenochrophis_trianguligerus_1,Aquatic
Nerodia_clarkii,Xenochrophis_trianguligerus_2,Aquatic
Nerodia_clarkii,Xenochrophis_vittatus,Aquatic
Nerodia_cyclopion,Paratapinophis_praemaxillaris,Aquatic
Nerodia_cyclopion,Trimerodytes_aequifasciata,Aquatic
Nerodia_cyclopion,Trimerodytes_annularis,Aquatic
Nerodia_cyclopion,Trimerodytes_percarinata,Aquatic
Nerodia_cyclopion,Xenochrophis_cerasogaster,Aquatic
Nerodia_cyclopion,Xenochrophis_trianguligerus_1,Aquatic
Nerodia_cyclopion,Xenochrophis_trianguligerus_2,Aquatic
Nerodia_cyclopion,Xenochrophis_vittatus,Aquatic
Nerodia_erythrogaster,Paratapinophis_praemaxillaris,Aquatic
Nerodia_erythrogaster,Trimerodytes_aequifasciata,Aquatic
Nerodia_erythrogaster,Trimerodytes_annularis,Aquatic
Nerodia_erythrogaster,Trimerodytes_percarinata,Aquatic
Nerodia_erythrogaster,Xenochrophis_cerasogaster,Aquatic
Nerodia_erythrogaster,Xenochrophis_trianguligerus_1,Aquatic
Nerodia_erythrogaster,Xenochrophis_trianguligerus_2,Aquatic
Nerodia_erythrogaster,Xenochrophis_vittatus,Aquatic
Nerodia_fasciata,Paratapinophis_praemaxillaris,Aquatic
Nerodia_fasciata,Trimerodytes_aequifasciata,Aquatic
Nerodia_fasciata,Trimerodytes_annularis,Aquatic
Nerodia_fasciata,Trimerodytes_percarinata,Aquatic
Nerodia_fasciata,Xenochrophis_cerasogaster,Aquatic
Nerodia_fasciata,Xenochrophis_trianguligerus_1,Aquatic
Nerodia_fasciata,Xenochrophis_trianguligerus_2,Aquatic
Nerodia_fasciata,Xenochrophis_vittatus,Aquatic
Nerodia_floridana,Paratapinophis_praemaxillaris,Aquatic
Nerodia_floridana,Trimerodytes_aequifasciata,Aquatic
Nerodia_floridana,Trimerodytes_annularis,Aquatic
Nerodia_floridana,Trimerodytes_percarinata,Aquatic
Nerodia_floridana,Xenochrophis_cerasogaster,Aquatic
Nerodia_floridana,Xenochrophis_trianguligerus_1,Aquatic
Nerodia_floridana,Xenochrophis_trianguligerus_2,Aquatic
Nerodia_floridana,Xenochrophis_vittatus,Aquatic
Nerodia_harteri,Paratapinophis_praemaxillaris,Aquatic
Nerodia_harteri,Trimerodytes_aequifasciata,Aquatic
Nerodia_harteri,Trimerodytes_annularis,Aquatic
Nerodia_harteri,Trimerodytes_percarinata,Aquatic
Nerodia_harteri,Xenochrophis_cerasogaster,Aquatic
Nerodia_harteri,Xenochrophis_trianguligerus_1,Aquatic
Nerodia_harteri,Xenochrophis_trianguligerus_2,Aquatic
Nerodia_harteri,Xenochrophis_vittatus,Aquatic
Nerodia_paucimaculata,Paratapinophis_praemaxillaris,Aquatic
Nerodia_paucimaculata,Trimerodytes_aequifasciata,Aquatic
Nerodia_paucimaculata,Trimerodytes_annularis,Aquatic
Nerodia_paucimaculata,Trimerodytes_percarinata,Aquatic
Nerodia_paucimaculata,Xenochrophis_cerasogaster,Aquatic
Nerodia_paucimaculata,Xenochrophis_trianguligerus_1,Aquatic
Nerodia_paucimaculata,Xenochrophis_trianguligerus_2,Aquatic
Nerodia_paucimaculata,Xenochrophis_vittatus,Aquatic
Nerodia_rhombifer,Paratapinophis_praemaxillaris,Aquatic
Nerodia_rhombifer,Trimerodytes_aequifasciata,Aquatic
Nerodia_rhombifer,Trimerodytes_annularis,Aquatic
Nerodia_rhombifer,Trimerodytes_percarinata,Aquatic
Nerodia_rhombifer,Xenochrophis_cerasogaster,Aquatic
Nerodia_rhombifer,Xenochrophis_trianguligerus_1,Aquatic
Nerodia_rhombifer,Xenochrophis_trianguligerus_2,Aquatic
Nerodia_rhombifer,Xenochrophis_vittatus,Aquatic
Nerodia_sipedon,Paratapinophis_praemaxillaris,Aquatic
Nerodia_sipedon,Trimerodytes_aequifasciata,Aquatic
Nerodia_sipedon,Trimerodytes_annularis,Aquatic
Nerodia_sipedon,Trimerodytes_percarinata,Aquatic
Nerodia_sipedon,Xenochrophis_cerasogaster,Aquatic
Nerodia_sipedon,Xenochrophis_trianguligerus_1,Aquatic
Nerodia_sipedon,Xenochrophis_trianguligerus_2,Aquatic
Nerodia_sipedon,Xenochrophis_vittatus,Aquatic
Nerodia_taxispilota,Paratapinophis_praemaxillaris,Aquatic
Nerodia_taxispilota,Trimerodytes_aequifasciata,Aquatic
Nerodia_taxispilota,Trimerodytes_annularis,Aquatic
Nerodia_taxispilota,Trimerodytes_percarinata,Aquatic
Nerodia_taxispilota,Xenochrophis_cerasogaster,Aquatic
Nerodia_taxispilota,Xenochrophis_trianguligerus_1,Aquatic
Nerodia_taxispilota,Xenochrophis_trianguligerus_2,Aquatic
Nerodia_taxispilota,Xenochrophis_vittatus,Aquatic
Paratapinophis_praemaxillaris,Regina_grahami,Aquatic
Paratapinophis_praemaxillaris,Regina_septemvittata,Aquatic
Paratapinophis_praemaxillaris,Thamnophis_couchii,Aquatic
Paratapinophis_praemaxillaris,Thamnophis_rufipunctatus,Aquatic
Paratapinophis_praemaxillaris,Thamnophis_sumichrasti,Aquatic
Paratapinophis_praemaxillaris,Thamnophis_validus,Aquatic
Paratapinophis_praemaxillaris,Xenochrophis_cerasogaster,Aquatic
Paratapinophis_praemaxillaris,Xenochrophis_trianguligerus_1,Aquatic
Paratapinophis_praemaxillaris,Xenochrophis_trianguligerus_2,Aquatic
Paratapinophis_praemaxillaris,Xenochrophis_vittatus,Aquatic
Regina_grahami,Trimerodytes_aequifasciata,Aquatic
Regina_grahami,Trimerodytes_annularis,Aquatic
Regina_grahami,Trimerodytes_percarinata,Aquatic
Regina_grahami,Xenochrophis_cerasogaster,Aquatic
Regina_grahami,Xenochrophis_trianguligerus_1,Aquatic
Regina_grahami,Xenochrophis_trianguligerus_2,Aquatic
Regina_grahami,Xenochrophis_vittatus,Aquatic
Regina_septemvittata,Trimerodytes_aequifasciata,Aquatic
Regina_septemvittata,Trimerodytes_annularis,Aquatic
Regina_septemvittata,Trimerodytes_percarinata,Aquatic
Regina_septemvittata,Xenochrophis_cerasogaster,Aquatic
Regina_septemvittata,Xenochrophis_trianguligerus_1,Aquatic
Regina_septemvittata,Xenochrophis_trianguligerus_2,Aquatic
Regina_septemvittata,Xenochrophis_vittatus,Aquatic
Thamnophis_couchii,Thamnophis_rufipunctatus,Aquatic
Thamnophis_couchii,Thamnophis_sumichrasti,Aquatic
Thamnophis_couchii,Thamnophis_validus,Aquatic
Thamnophis_couchii,Trimerodytes_aequifasciata,Aquatic
Thamnophis_couchii,Trimerodytes_annularis,Aquatic
Thamnophis_couchii,Trimerodytes_percarinata,Aquatic
Thamnophis_couchii,Xenochrophis_cerasogaster,Aquatic
Thamnophis_couchii,Xenochrophis_trianguligerus_1,Aquatic
Thamnophis_couchii,Xenochrophis_trianguligerus_2,Aquatic
Thamnophis_couchii,Xenochrophis_vittatus,Aquatic
Thamnophis_rufipunctatus,Thamnophis_sumichrasti,Aquatic
Thamnophis_rufipunctatus,Thamnophis_validus,Aquatic
Thamnophis_rufipunctatus,Trimerodytes_aequifasciata,Aquatic
Thamnophis_rufipunctatus,Trimerodytes_annularis,Aquatic
Thamnophis_rufipunctatus,Trimerodytes_percarinata,Aquatic
Thamnophis_rufipunctatus,Xenochrophis_cerasogaster,Aquatic
Thamnophis_rufipunctatus,Xenochrophis_trianguligerus_1,Aquatic
Thamnophis_rufipunctatus,Xenochrophis_trianguligerus_2,Aquatic
Thamnophis_rufipunctatus,Xenochrophis_vittatus,Aquatic
Thamnophis_sumichrasti,Thamnophis_validus,Aquatic
Thamnophis_sumichrasti,Trimerodytes_aequifasciata,Aquatic
Thamnophis_sumichrasti,Trimerodytes_annularis,Aquatic
Thamnophis_sumichrasti,Trimerodytes_percarinata,Aquatic
Thamnophis_sumichrasti,Xenochrophis_cerasogaster,Aquatic
Thamnophis_sumichrasti,Xenochrophis_trianguligerus_1,Aquatic
Thamnophis_sumichrasti,Xenochrophis_trianguligerus_2,Aquatic
Thamnophis_sumichrasti,Xenochrophis_vittatus,Aquatic
Thamnophis_validus,Trimerodytes_aequifasciata,Aquatic
Thamnophis_validus,Trimerodytes_annularis,Aquatic
Thamnophis_validus,Trimerodytes_percarinata,Aquatic
Thamnophis_validus,Xenochrophis_cerasogaster,Aquatic
Thamnophis_validus,Xenochrophis_trianguligerus_1,Aquatic
Thamnophis_validus,Xenochrophis_trianguligerus_2,Aquatic
Thamnophis_validus,Xenochrophis_vittatus,Aquatic
Trimerodytes_aequifasciata,Xenochrophis_cerasogaster,Aquatic
Trimerodytes_aequifasciata,Xenochrophis_trianguligerus_1,Aquatic
Trimerodytes_aequifasciata,Xenochrophis_trianguligerus_2,Aquatic
Trimerodytes_aequifasciata,Xenochrophis_vittatus,Aquatic
Trimerodytes_annularis,Xenochrophis_cerasogaster,Aquatic
Trimerodytes_annularis,Xenochrophis_trianguligerus_1,Aquatic
Trimerodytes_annularis,Xenochrophis_trianguligerus_2,Aquatic
Trimerodytes_annularis,Xenochrophis_vittatus,Aquatic
Trimerodytes_percarinata,Xenochrophis_cerasogaster,Aquatic
Trimerodytes_percarinata,Xenochrophis_trianguligerus_1,Aquatic
Trimerodytes_percarinata,Xenochrophis_trianguligerus_2,Aquatic
Trimerodytes_percarinata,Xenochrophis_vittatus,Aquatic
Xenochrophis_cerasogaster,Xenochrophis_trianguligerus_1,Aquatic
Xenochrophis_cerasogaster,Xenochrophis_trianguligerus_2,Aquatic
Xenochrophis_cerasogaster,Xenochrophis_vittatus,Aquatic
Xenochrophis_trianguligerus_1,Xenochrophis_vittatus,Aquatic
Xenochrophis_trianguligerus_2,Xenochrophis_vittatus,Aquatic
Opisthotropis_andersonii_1,Rhabdops_aquaticus,Aquatic Burrowing
Opisthotropis_andersonii_1,Rhabdops_olivaceous,Aquatic Burrowing
Opisthotropis_jacobi,Rhabdops_aquaticus,Aquatic Burrowing
Opisthotropis_jacobi,Rhabdops_olivaceous,Aquatic Burrowing
Opisthotropis_lateralis_1,Rhabdops_aquaticus,Aquatic Burrowing
Opisthotropis_lateralis_1,Rhabdops_olivaceous,Aquatic Burrowing
Opisthotropis_latouchii,Rhabdops_aquaticus,Aquatic Burrowing
Opisthotropis_latouchii,Rhabdops_olivaceous,Aquatic Burrowing
Opisthotropis_typica,Rhabdops_aquaticus,Aquatic Burrowing
Opisthotropis_typica,Rhabdops_olivaceous,Aquatic Burrowing
Smithophis_atemporalis,Rhabdops_aquaticus,Aquatic Burrowing
Smithophis_atemporalis,Rhabdops_olivaceous,Aquatic Burrowing
Smithophis_bicolor,Rhabdops_aquaticus,Aquatic Burrowing
Smithophis_bicolor,Rhabdops_olivaceous,Aquatic Burrowing
Smithophis_linearis,Rhabdops_aquaticus,Aquatic Burrowing
Smithophis_linearis,Rhabdops_olivaceous,Aquatic Burrowing
Smithophis_sp,Rhabdops_aquaticus,Aquatic Burrowing
Smithophis_sp,Rhabdops_olivaceous,Aquatic Burrowing
Trimerodytes_balteata,Rhabdops_aquaticus,Aquatic Burrowing
Trimerodytes_balteata,Rhabdops_olivaceous,Aquatic Burrowing
Adelophis_foxi,Blythia_reticulata,Burrowing
Adelophis_foxi,Storeria_hidalgoensis,Burrowing
Adelophis_foxi,Trachischium_fuscum,Burrowing
Adelophis_foxi,Trachischium_guentheri,Burrowing
Adelophis_foxi,Trachischium_laeve,Burrowing
Adelophis_foxi,Trachischium_monticola_1,Burrowing
Adelophis_foxi,Trachischium_tenuiceps,Burrowing
Aspidura_brachyorrhos,Adelophis_foxi,Burrowing
Aspidura_brachyorrhos,Blythia_reticulata,Burrowing
Aspidura_brachyorrhos,Haldea_striatula,Burrowing
Aspidura_brachyorrhos,Storeria_dekayi,Burrowing
Aspidura_brachyorrhos,Storeria_hidalgoensis,Burrowing
Aspidura_brachyorrhos,Storeria_occipitomaculata,Burrowing
Aspidura_brachyorrhos,Storeria_storerioides,Burrowing
Aspidura_brachyorrhos,Trachischium_fuscum,Burrowing
Aspidura_brachyorrhos,Trachischium_guentheri,Burrowing
Aspidura_brachyorrhos,Trachischium_laeve,Burrowing
Aspidura_brachyorrhos,Trachischium_monticola_1,Burrowing
Aspidura_brachyorrhos,Trachischium_tenuiceps,Burrowing
Aspidura_brachyorrhos,Tropidoclonion_lineatum,Burrowing
Aspidura_brachyorrhos,Virginia_valeriae_1,Burrowing
Aspidura_ceylonensis,Adelophis_foxi,Burrowing
Aspidura_ceylonensis,Blythia_reticulata,Burrowing
Aspidura_ceylonensis,Haldea_striatula,Burrowing
Aspidura_ceylonensis,Storeria_dekayi,Burrowing
Aspidura_ceylonensis,Storeria_hidalgoensis,Burrowing
Aspidura_ceylonensis,Storeria_occipitomaculata,Burrowing
Aspidura_ceylonensis,Storeria_storerioides,Burrowing
Aspidura_ceylonensis,Trachischium_fuscum,Burrowing
Aspidura_ceylonensis,Trachischium_guentheri,Burrowing
Aspidura_ceylonensis,Trachischium_laeve,Burrowing
Aspidura_ceylonensis,Trachischium_monticola_1,Burrowing
Aspidura_ceylonensis,Trachischium_tenuiceps,Burrowing
Aspidura_ceylonensis,Tropidoclonion_lineatum,Burrowing
Aspidura_ceylonensis,Virginia_valeriae_1,Burrowing
Aspidura_copei,Adelophis_foxi,Burrowing
Aspidura_copei,Blythia_reticulata,Burrowing
Aspidura_copei,Haldea_striatula,Burrowing
Aspidura_copei,Storeria_dekayi,Burrowing
Aspidura_copei,Storeria_hidalgoensis,Burrowing
Aspidura_copei,Storeria_occipitomaculata,Burrowing
Aspidura_copei,Storeria_storerioides,Burrowing
Aspidura_copei,Trachischium_fuscum,Burrowing
Aspidura_copei,Trachischium_guentheri,Burrowing
Aspidura_copei,Trachischium_laeve,Burrowing
Aspidura_copei,Trachischium_monticola_1,Burrowing
Aspidura_copei,Trachischium_tenuiceps,Burrowing
Aspidura_copei,Tropidoclonion_lineatum,Burrowing
Aspidura_copei,Virginia_valeriae_1,Burrowing
Aspidura_drummondhayi,Adelophis_foxi,Burrowing
Aspidura_drummondhayi,Blythia_reticulata,Burrowing
Aspidura_drummondhayi,Haldea_striatula,Burrowing
Aspidura_drummondhayi,Storeria_dekayi,Burrowing
Aspidura_drummondhayi,Storeria_hidalgoensis,Burrowing
Aspidura_drummondhayi,Storeria_occipitomaculata,Burrowing
Aspidura_drummondhayi,Storeria_storerioides,Burrowing
Aspidura_drummondhayi,Trachischium_fuscum,Burrowing
Aspidura_drummondhayi,Trachischium_guentheri,Burrowing
Aspidura_drummondhayi,Trachischium_laeve,Burrowing
Aspidura_drummondhayi,Trachischium_monticola_1,Burrowing
Aspidura_drummondhayi,Trachischium_tenuiceps,Burrowing
Aspidura_drummondhayi,Tropidoclonion_lineatum,Burrowing
Aspidura_drummondhayi,Virginia_valeriae_1,Burrowing
Aspidura_guentheri,Adelophis_foxi,Burrowing
Aspidura_guentheri,Blythia_reticulata,Burrowing
Aspidura_guentheri,Haldea_striatula,Burrowing
Aspidura_guentheri,Storeria_dekayi,Burrowing
Aspidura_guentheri,Storeria_hidalgoensis,Burrowing
Aspidura_guentheri,Storeria_occipitomaculata,Burrowing
Aspidura_guentheri,Storeria_storerioides,Burrowing
Aspidura_guentheri,Trachischium_fuscum,Burrowing
Aspidura_guentheri,Trachischium_guentheri,Burrowing
Aspidura_guentheri,Trachischium_laeve,Burrowing
Aspidura_guentheri,Trachischium_monticola_1,Burrowing
Aspidura_guentheri,Trachischium_tenuiceps,Burrowing
Aspidura_guentheri,Tropidoclonion_lineatum,Burrowing
Aspidura_guentheri,Virginia_valeriae_1,Burrowing
Aspidura_trachyprocta,Adelophis_foxi,Burrowing
Aspidura_trachyprocta,Blythia_reticulata,Burrowing
Aspidura_trachyprocta,Haldea_striatula,Burrowing
Aspidura_trachyprocta,Storeria_dekayi,Burrowing
Aspidura_trachyprocta,Storeria_hidalgoensis,Burrowing
Aspidura_trachyprocta,Storeria_occipitomaculata,Burrowing
Aspidura_trachyprocta,Storeria_storerioides,Burrowing
Aspidura_trachyprocta,Trachischium_fuscum,Burrowing
Aspidura_trachyprocta,Trachischium_guentheri,Burrowing
Aspidura_trachyprocta,Trachischium_laeve,Burrowing
Aspidura_trachyprocta,Trachischium_monticola_1,Burrowing
Aspidura_trachyprocta,Trachischium_tenuiceps,Burrowing
Aspidura_trachyprocta,Tropidoclonion_lineatum,Burrowing
Aspidura_trachyprocta,Virginia_valeriae_1,Burrowing
Blythia_reticulata,Storeria_hidalgoensis,Burrowing
Haldea_striatula,Adelophis_foxi,Burrowing
Haldea_striatula,Blythia_reticulata,Burrowing
Haldea_striatula,Storeria_dekayi,Burrowing
Haldea_striatula,Storeria_hidalgoensis,Burrowing
Haldea_striatula,Storeria_occipitomaculata,Burrowing
Haldea_striatula,Storeria_storerioides,Burrowing
Haldea_striatula,Trachischium_fuscum,Burrowing
Haldea_striatula,Trachischium_guentheri,Burrowing
