Species,Habit,Diet,Origin,Lineage,JL_LSR,HLRA_LSR,HLV_LSR,HWLSL_LSR,HWFSL_LSR,HW_LSR,HHP_LSR,HH_LSR,ES_LSR,EN_LSR,ED_LSR,NL_LSR,EL_LSR,NN_LSR,EE_LSR,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
Aspidura_brachyorrhos,Burrowing,annelids,Asian,Asian III,0.37013675409609587,0.5537432315418691,0.6134039477959954,0.22977558188851271,-0.46120097345324207,0.2409931037697493,0.1160311131909477,0.14981292233620822,0.05885971774186089,-0.01422247939744569,-0.410999855464056,-0.745591914104519,-0.3242005732440421,-0.4162084050544833,0.03966782835654912,7.268528806984099,-3.0209017836666314,1.2806015616108026,0.651438520011052,0.49362737767582776,0.20063418966483643,-0.07240625823168001,0.8769069299150973,0.4132872993740553,-0.22629364025990562,0.9458376625376093,-0.15688705177328524,0.6629479412589312,-0.13916979002354168,-6.938893903907228e-16
Aspidura_ceylonensis,Burrowing,annelids,Asian,Asian III,0.3381723897340667,0.5606766275788326,0.60325087170551706,0.21393967874847178,-0.4114091370624027,0.22082650606554796,0.07083097061397244,0.09996027554679672,0.05044255102493336,-0.07532841873641752,-0.3408484099949626,-0.7078590283593362,-0.29905231440292834,-0.35528359447388513,0.03168103201179387,4.931877608882457,-2.781716937279853,1.415041573786902,0.2770641776751974,0.690876978309716,0.5264149514224469,-0.6473977665264314,-0.32774888019576587,0.47268881451450223,-0.08403439732582146,0.8505621174860123,0.3567267564598928,-0.09057224181007553,0.1754346517098187,-5.551115123125783e-16
Aspidura_copei,Burrowing,unknown,Asian,Asian III,0.41808755612658965,0.6373270246213499,0.6155400248000105,0.2669063498337375,-0.48745435214099164,0.2815115870237057,0.10322721767996829,0.20987502843101563,0.08167655563297882,0.006872710835575927,-0.37082661808710327,-0.7504269095652222,-0.3688142925131216,-0.6418301378922662,-0.0016717447862272476,10.992073290848994,-1.2328126598196074,2.7867864819518373,-0.9055046755487968,-0.6603253789007317,-0.3486318949660468,0.9529394384943181,-0.3449734410146595,-1.6591883461787358,-0.005216609774788963,-0.03592974730808694,-1.3230986838178804,-0.27804656713503184,-0.16141851584442296,-1.3652273755937472e-15
Aspidura_drummondhayi,Burrowing,annelids,Asian,Asian III,0.4195030225499474,0.6239569674245926,0.6147079659455696,0.28789459108978555,-0.6423638318218694,0.3132057210200537,0.15910303450093893,0.23189976172963983,0.13269511635802805,0.043919579450665984,-0.355529229432398,-0.8499862652621234,-0.3577337888849255,-0.5944523731384482,-0.026820271529457984,13.198540388438648,-1.6135188191600651,3.0006030083453736,0.7352347764160365,-0.7768295945166558,-2.040256750613231,0.4812951902408455,0.16928542044833825,-0.43669868662465433,0.2914914472069955,-0.13600668541681576,0.10903633004571694,-0.5241558678328869,0.018400970423858427,3.913536161803677e-15
Aspidura_guentheri,Burrowing,annelids,Asian,Asian III,0.3562518953010726,0.5908913372902374,0.605379483053207,0.27771299862309584,-0.5844976546797108,0.30495351019520106,0.18181489904893083,0.2104974180957345,0.06061867614055499,0.007225022681765296,-0.378786127268204,-0.7595449559330844,-0.33676388626136455,-0.5565832003377683,0.020830584050332845,10.752483474402956,-1.4624346852977448,0.6505984477492761,1.8741816413701886,-0.07148099866117795,0.16516957942608634,-0.2325902294949831,0.38486540180248785,-0.5355699429281893,-0.3455674046063452,-0.39855855335467105,0.3198179268407726,-0.02130383244643312,-0.23136710028350946,-1.2073675392798577e-15
Aspidura_trachyprocta,Burrowing,annelids,Asian,Asian III,0.38283324552763476,0.5896570854551613,0.6231247919424636,0.25302772181452743,-0.5297792790469007,0.27126535719449196,0.14460751288766635,0.18107108412881273,0.05268246173877555,-0.015646334688722407,-0.35457174157146465,-0.7898780249254272,-0.3187036469997011,-0.5016497679958285,0.011959534538511011,9.427905978093099,-1.6222298329531972,2.007974812758345,0.9687057321085516,-0.3453878328005918,0.3753815125385318,0.12468174087496223,0.35982900833791215,0.21828962603712573,-0.1463489301100268,0.5151092940301841,0.16879867718895705,0.15490211610499488,-0.12868738362805576,-1.0269562977782698e-15
Atretium_schistosum_2,Aquatic,aquatic generalist,Asian,Asian I,0.329633824871855,0.5405362672054171,0.546650121869241,0.23303157771778893,-0.2611694094196715,0.2595736345356105,0.016732628618511738,0.10855911866010154,-0.07625607212015816,-0.30155339940587994,-0.2666253916164464,-0.49051025119068553,-0.27623934502659686,-0.3677031308317222,0.005339826132634584,0.5904991062966882,1.8818526511185727,-0.8642609211615081,-0.23796615853214909,-0.4579348474355982,1.5076366254412255,0.027900331382360404,0.09874138812127872,-0.738787367279703,0.4356626349828084,-0.2880055088039644,-0.34654754202519544,-0.04045568589033813,-0.14180718242619098,-1.2836953722228372e-16
Blythia_reticulata,Burrowing,annelids,Asian,Asian I,0.3598749595196121,0.5559542882533866,0.6055450897799032,0.2283111148369237,-0.4110489932573313,0.24576631508429836,0.07822368328503125,0.11355855519409166,0.020932677635715016,-0.1024899859490874,-0.3424886006133362,-0.7717998764700267,-0.3458711425607372,-0.2808477498789486,0.046379665140505406,5.05384054414565,-3.2038611978950553,0.9797856951385981,0.6043343454208748,-1.0919215957892916,0.6016641732371344,0.40563047627956417,0.10370124028767636,0.6714443412213854,0.6416965355174485,0.7225320921744678,0.4618935580668923,0.6223009363867745,-0.2710024530456771,5.551115123125783e-17
Clonophis_kirtlandii,Semiaquatic,generalist,American,North-Central American,0.3076120396755897,0.5057017411652792,0.5248209283987335,0.20598370128177762,-0.16744730064377417,0.2147587202104463,0.010405554118104825,0.08746915823262315,-0.06490302800880995,-0.292862443866016,-0.2960597067470316,-0.5380134482994925,-0.3022844583786734,-0.19131657881861192,-0.0038648783201447726,-1.7034042786909882,-0.014412836234029378,-1.2960424691250956,0.034139533117756464,0.24930610676575438,0.6670771942093704,1.1814570219404115,-0.3343780194822371,0.542459625209158,0.09983186791371801,-0.10123562674793463,0.0914612046823921,0.6879982119408564,-0.09715152022412114,-1.3530843112619095e-16
Fowlea_asperrimus,Aquatic,aquatic generalist,Asian,Asian I,0.32425417711084664,0.5294554303535592,0.5160697582005133,0.2356204589980362,-0.3194625395347124,0.2577807463819705,0.012892660919011978,0.11930167621254129,-0.033159568417460955,-0.23057692791708845,-0.3018638655955397,-0.5011671535319931,-0.230075404725528,-0.3569623297774797,-0.022107118676676567,1.1432899487013115,2.033814127633786,-0.48920678394542755,0.4421392922172095,0.8825852141658775,-0.2939832310004302,-0.8893722545192492,-0.1717064414805336,-0.46035207827487357,0.1761739726423145,0.20364405147694428,-0.012424411923537548,0.3009072785489074,-0.0278856485902499,-6.245004513516506e-16
Fowlea_flavipunctatus,Aquatic,aquatic generalist,Asian,Asian I,0.3292964598900942,0.5194226928966938,0.5056473917379608,0.197584324467335,-0.20917834921618383,0.22461558911620808,0.03035545674789364,0.11995218105511725,-0.042549235465809854,-0.26063264316855067,-0.2605672612900914,-0.5218455807266711,-0.2289875856099946,-0.3828145876045294,-0.020298852829472178,-0.14166356712340486,1.9364822929212773,0.13008786288852553,0.6879775599194051,1.2396535574633814,0.2317619230809499,0.40151572156000537,0.05368659957453942,-0.275187263485292,-0.7992154523677495,0.43052206769516277,-0.7181249447594298,-0.1252039922175332,-0.09374585316762202,1.4432899320127035e-15
Fowlea_flavipunctatus_1,Aquatic,aquatic generalist,Asian,Asian I,0.3269613253296155,0.5384364133097622,0.5073759399313206,0.19783010198381723,-0.2160995305934868,0.23434839761890758,0.04201921060498405,0.13998822181586498,-0.05000938194800355,-0.2621853077920789,-0.2532077049802355,-0.5238384833615086,-0.25772788861550877,-0.3990913653263425,-0.024799947977108015,0.5333869457939545,2.017295377449495,0.06936805391418872,0.5694460444817115,0.9357281718729095,0.520204315394335,0.9913871963386351,-0.2889084764103338,-0.7236138051509888,-0.750942605281123,-0.19902124773195504,-0.5281165436549169,-0.18973770323482608,-0.3429359078861605,2.609024107869118e-15
Fowlea_flavipunctatus_2,Aquatic,aquatic generalist,Asian,Asian I,0.3324577069234883,0.5151254328552928,0.5008246430872995,0.23070094028593408,-0.21392064013631545,0.23235086394221718,0.07248827628284367,0.14060103765870566,-0.06138946805691611,-0.25508146573509916,-0.2823818574902216,-0.5153187860568069,-0.2644206179006478,-0.39654009371270327,-0.035495971947070826,0.6957783919693814,2.3030215321533,-0.8163536784957286,0.8198696626109607,0.7573845019671702,0.20941361718169,1.2145280155970568,0.3343290730074253,-0.13781926154258983,-1.269172497905379,-0.26178087951992524,-0.6716680300265259,0.4732215438260845,0.23467540369883294,3.0531133177191805e-16
Fowlea_melanzostus,Aquatic,aquatic generalist,Asian,Asian I,0.3277490029408908,0.5304642314098236,0.5209731359171589,0.2422908707455732,-0.2827604932833032,0.2624387832340106,0.03351416774734103,0.11308198973471302,-0.05235786309646959,-0.2619912314567824,-0.29176511771682045,-0.49327931477023346,-0.23126226835075814,-0.3775439424460699,-0.03955195060907402,1.0424989203009454,2.7915508057353158,-0.7937049206899126,0.2191723116875457,0.49027160146341064,0.060857406640216716,-0.3703581099166255,-0.12579721092362905,-0.13277447243322393,-0.27375864087946555,0.13397451679255618,-0.043034706979089454,0.06824825086834722,0.020298635723760276,4.163336342344337e-16
Fowlea_piscator_2,Aquatic,aquatic generalist,Asian,Asian I,0.3436101916135567,0.5564771590278641,0.5125587502420204,0.22656864099948856,-0.29845383204800247,0.2520036669818066,0.010141893191734384,0.1112944199048075,-0.027112948956818636,-0.23848574232109623,-0.28974531447816326,-0.497873441338152,-0.26480817853284927,-0.39084133660702874,-0.005333927679167639,1.439158609930725,1.532770479306636,0.10459105367938437,-0.2880547778163033,0.19939217349644317,-0.07737922855347136,-0.30432845612584575,-0.2815359213786586,-1.5731471721143653,-0.047966232746815586,0.07089864690396008,-0.2758452210113642,-0.028067580702977837,-0.028772530689148056,-7.4593109467002705e-16
Fowlea_punctulatus,Aquatic,unknown,Asian,Asian I,0.3044723363509382,0.5279803626477129,0.5265550648046147,0.23173228928438688,-0.2798059239587661,0.24204939688268545,0.002968443901038891,0.06172253680635329,-0.03215475489016855,-0.21529072249521167,-0.28338251257969216,-0.50372014253513,-0.2763570592816236,-0.31714926939292726,0.010379954455788676,0.25051936288363463,0.18555900436822734,-0.9575144082617255,-0.031074062282385614,0.3207507640438762,0.33227401216810243,-1.1662083005242339,-0.6308996170332083,-0.4259011807711063,-0.17887490370351353,-0.23935239741885894,-0.17225658134031527,0.13356488291478294,0.14524053807380524,1.5681900222830336e-15
Fowlea_sanctijohannis,Aquatic,aquatic generalist,Asian,Asian I,0.34681572368080343,0.5352051152552777,0.5292183013360028,0.2115784336159281,-0.28505267791254146,0.22895537657300463,-0.011809840603719531,0.09454897877982313,-0.027053996030074336,-0.24220098998678055,-0.2619688525112199,-0.4764672365564012,-0.25850039391021384,-0.37830873624620276,-0.004959205483686464,0.4721011068483231,1.2479684643324132,0.5294227765778061,-0.6897275077981371,0.5853430325082672,0.12388295055798401,-0.6432971479641532,0.2550739202311626,-0.890930540179514,0.05266709049059665,4.933979403259764e-4,-0.6061688862554206,0.05211232619509128,0.19126368804717447,8.708311849403572e-16
Fowlea_schnurrenbergeri,Aquatic,aquatic generalist,Asian,Asian I,0.311822610607595,0.5213259897295511,0.5204724875834984,0.2378352883030853,-0.2750419007766757,0.2649754612504203,0.09961460696095709,0.10672077946049432,-0.055035059233184025,-0.25853234408544135,-0.30969638612057987,-0.5329424591128157,-0.24199156343594433,-0.38266005020842647,-0.006867460922534563,1.419284600575296,1.8822477357999698,-1.603879056535648,1.3701984242651395,0.3560366669327746,0.7882179832857797,-0.040184374201307695,0.3366436806579777,-0.06053492443532277,-1.1613820671718673,0.3235131960512813,0.2125624922008074,-0.2441277283170419,-0.051325390543075784,2.0261570199409107e-15
